Feature_ID	Proto-language	gray_parsimony_prediction_0	gray_parsimony_prediction_1	ntips_parsimony_gray	min_parsimony_gray	min_percent_parsimony_gray	gray_parsimony_prediction	Prediction	Parsimony result (Gray et al 2009-tree posteriors)
GB123	Proto-Eastern Polynesian	NA	NA	54	9	0.16666666666666666	Not enough languages	NA	NA
GB123	Proto-Oceanic	NA	NA	54	9	0.16666666666666666	Not enough languages	NA	NA
GB123	Proto-Polynesian	NA	NA	54	9	0.16666666666666666	Not enough languages	NA	NA
GB124	Proto-Central Pacific	0	1	83	41	0.4939759036144578	Present	NA	NA
GB124	Proto-Eastern Polynesian	0.005	0.995	83	41	0.4939759036144578	Present	NA	NA
GB124	Proto-Oceanic	0.925	0.075	83	41	0.4939759036144578	Absent	NA	NA
GB124	Proto-Polynesian	0	1	83	41	0.4939759036144578	Present	NA	NA
GB126	Proto-Central Pacific	0	1	104	35	0.33653846153846156	Present	NA	NA
GB126	Proto-Eastern Polynesian	0	1	104	35	0.33653846153846156	Present	NA	NA
GB126	Proto-Oceanic	0.005	0.995	104	35	0.33653846153846156	Present	NA	NA
GB126	Proto-Polynesian	0	1	104	35	0.33653846153846156	Present	NA	NA
GB127	Proto-Central Pacific	1	0	82	5	0.06097560975609756	Absent	NA	NA
GB127	Proto-Eastern Polynesian	1	0	82	5	0.06097560975609756	Absent	NA	NA
GB127	Proto-Oceanic	1	0	82	5	0.06097560975609756	Absent	NA	NA
GB127	Proto-Polynesian	1	0	82	5	0.06097560975609756	Absent	NA	NA
GB129	Proto-Central Pacific	1	0	119	3	0.025210084033613446	Absent	NA	NA
GB129	Proto-Eastern Polynesian	1	0	119	3	0.025210084033613446	Absent	NA	NA
GB129	Proto-Oceanic	1	0	119	3	0.025210084033613446	Absent	NA	NA
GB129	Proto-Polynesian	1	0	119	3	0.025210084033613446	Absent	NA	NA
GB130a	Proto-Central Pacific	0.395	0.605	126	32	0.25396825396825395	Present	0	False Positive
GB130a	Proto-Eastern Polynesian	1	0	126	32	0.25396825396825395	Absent	NA	NA
GB130a	Proto-Oceanic	0	1	126	32	0.25396825396825395	Present	NA	NA
GB130a	Proto-Polynesian	0.7175	0.2825	126	32	0.25396825396825395	Absent	0	True Negative
GB130b	Proto-Central Pacific	0.5966666666666667	0.4033333333333333	126	38	0.30158730158730157	Half	1	Half
GB130b	Proto-Eastern Polynesian	0	1	126	38	0.30158730158730157	Present	NA	NA
GB130b	Proto-Oceanic	1	0	126	38	0.30158730158730157	Absent	NA	NA
GB130b	Proto-Polynesian	0.2798333333333333	0.7201666666666666	126	38	0.30158730158730157	Present	1	True Positive
GB131	Proto-Central Pacific	1	0	128	34	0.265625	Absent	1	False Negative
GB131	Proto-Eastern Polynesian	0	1	128	34	0.265625	Present	NA	NA
GB131	Proto-Oceanic	1	0	128	34	0.265625	Absent	1	False Negative
GB131	Proto-Polynesian	0.91	0.09	128	34	0.265625	Absent	1	False Negative
GB132	Proto-Central Pacific	0	1	127	43	0.33858267716535434	Present	0	False Positive
GB132	Proto-Eastern Polynesian	1	0	127	43	0.33858267716535434	Absent	NA	NA
GB132	Proto-Oceanic	0.145	0.855	127	43	0.33858267716535434	Present	1	True Positive
GB132	Proto-Polynesian	0.055	0.945	127	43	0.33858267716535434	Present	0	False Positive
GB133	Proto-Central Pacific	1	0	130	13	0.1	Absent	0	True Negative
GB133	Proto-Eastern Polynesian	1	0	130	13	0.1	Absent	NA	NA
GB133	Proto-Oceanic	0.855	0.145	130	13	0.1	Absent	1	False Negative
GB133	Proto-Polynesian	1	0	130	13	0.1	Absent	0	True Negative
GB134	Proto-Central Pacific	0	1	109	3	0.027522935779816515	Present	NA	NA
GB134	Proto-Eastern Polynesian	0	1	109	3	0.027522935779816515	Present	NA	NA
GB134	Proto-Oceanic	0	1	109	3	0.027522935779816515	Present	NA	NA
GB134	Proto-Polynesian	0	1	109	3	0.027522935779816515	Present	NA	NA
GB135	Proto-Central Pacific	0	1	96	4	0.041666666666666664	Present	NA	NA
GB135	Proto-Eastern Polynesian	0	1	96	4	0.041666666666666664	Present	NA	NA
GB135	Proto-Oceanic	0	1	96	4	0.041666666666666664	Present	NA	NA
GB135	Proto-Polynesian	0	1	96	4	0.041666666666666664	Present	NA	NA
GB136	Proto-Central Pacific	0.23333333333333334	0.7666666666666667	117	34	0.2905982905982906	Present	NA	NA
GB136	Proto-Eastern Polynesian	0.1455987404408457	0.8544012595591542	117	34	0.2905982905982906	Present	NA	NA
GB136	Proto-Oceanic	0	1	117	34	0.2905982905982906	Present	NA	NA
GB136	Proto-Polynesian	0.325	0.675	117	34	0.2905982905982906	Present	NA	NA
GB137	Proto-Central Pacific	1	0	126	26	0.20634920634920634	Absent	NA	NA
GB137	Proto-Eastern Polynesian	1	0	126	26	0.20634920634920634	Absent	NA	NA
GB137	Proto-Oceanic	0.97	0.03	126	26	0.20634920634920634	Absent	NA	NA
GB137	Proto-Polynesian	1	0	126	26	0.20634920634920634	Absent	NA	NA
GB138	Proto-Central Pacific	1	0	127	47	0.3700787401574803	Absent	NA	NA
GB138	Proto-Eastern Polynesian	0.12164285714285714	0.8783571428571428	127	47	0.3700787401574803	Present	NA	NA
GB138	Proto-Oceanic	1	0	127	47	0.3700787401574803	Absent	NA	NA
GB138	Proto-Polynesian	0.98	0.02	127	47	0.3700787401574803	Absent	NA	NA
GB139	Proto-Central Pacific	0	1	113	26	0.23008849557522124	Present	NA	NA
GB139	Proto-Eastern Polynesian	0	1	113	26	0.23008849557522124	Present	NA	NA
GB139	Proto-Oceanic	0	1	113	26	0.23008849557522124	Present	NA	NA
GB139	Proto-Polynesian	0	1	113	26	0.23008849557522124	Present	1	True Positive
GB140	Proto-Central Pacific	0.035	0.965	86	41	0.47674418604651164	Present	NA	NA
GB140	Proto-Eastern Polynesian	0.27614935064935064	0.7238506493506494	86	41	0.47674418604651164	Present	0	False Positive
GB140	Proto-Oceanic	0	1	86	41	0.47674418604651164	Present	0	False Positive
GB140	Proto-Polynesian	0.8383333333333334	0.16166666666666665	86	41	0.47674418604651164	Absent	NA	NA
GB146	Proto-Central Pacific	1	0	69	20	0.2898550724637681	Absent	NA	NA
GB146	Proto-Eastern Polynesian	1	0	69	20	0.2898550724637681	Absent	NA	NA
GB146	Proto-Oceanic	0.815	0.185	69	20	0.2898550724637681	Absent	NA	NA
GB146	Proto-Polynesian	1	0	69	20	0.2898550724637681	Absent	NA	NA
GB147	Proto-Central Pacific	0.7183333333333334	0.2816666666666667	110	34	0.3090909090909091	Absent	NA	NA
GB147	Proto-Eastern Polynesian	0.2608333333333333	0.7391666666666666	110	34	0.3090909090909091	Present	1	True Positive
GB147	Proto-Oceanic	0.995	0.005	110	34	0.3090909090909091	Absent	0	True Negative
GB147	Proto-Polynesian	1	0	110	34	0.3090909090909091	Absent	1	False Negative
GB148	Proto-Central Pacific	1	0	94	15	0.1595744680851064	Absent	NA	NA
GB148	Proto-Eastern Polynesian	1	0	94	15	0.1595744680851064	Absent	NA	NA
GB148	Proto-Oceanic	1	0	94	15	0.1595744680851064	Absent	NA	NA
GB148	Proto-Polynesian	1	0	94	15	0.1595744680851064	Absent	NA	NA
GB149	Proto-Central Pacific	1	0	114	0	0	Absent	NA	NA
GB149	Proto-Eastern Polynesian	1	0	114	0	0	Absent	NA	NA
GB149	Proto-Oceanic	1	0	114	0	0	Absent	NA	NA
GB149	Proto-Polynesian	1	0	114	0	0	Absent	NA	NA
GB150	Proto-Central Pacific	1	0	89	12	0.1348314606741573	Absent	NA	NA
GB150	Proto-Eastern Polynesian	1	0	89	12	0.1348314606741573	Absent	NA	NA
GB150	Proto-Oceanic	1	0	89	12	0.1348314606741573	Absent	NA	NA
GB150	Proto-Polynesian	1	0	89	12	0.1348314606741573	Absent	NA	NA
GB151	Proto-Central Pacific	1	0	113	7	0.061946902654867256	Absent	NA	NA
GB151	Proto-Eastern Polynesian	1	0	113	7	0.061946902654867256	Absent	NA	NA
GB151	Proto-Oceanic	1	0	113	7	0.061946902654867256	Absent	NA	NA
GB151	Proto-Polynesian	1	0	113	7	0.061946902654867256	Absent	NA	NA
GB152	Proto-Central Pacific	1	0	103	17	0.1650485436893204	Absent	NA	NA
GB152	Proto-Eastern Polynesian	1	0	103	17	0.1650485436893204	Absent	NA	NA
GB152	Proto-Oceanic	1	0	103	17	0.1650485436893204	Absent	NA	NA
GB152	Proto-Polynesian	1	0	103	17	0.1650485436893204	Absent	NA	NA
GB155	Proto-Central Pacific	0	1	125	26	0.208	Present	1	True Positive
GB155	Proto-Eastern Polynesian	0	1	125	26	0.208	Present	NA	NA
GB155	Proto-Oceanic	0	1	125	26	0.208	Present	1	True Positive
GB155	Proto-Polynesian	0	1	125	26	0.208	Present	NA	NA
GB156	Proto-Central Pacific	1	0	106	3	0.02830188679245283	Absent	NA	NA
GB156	Proto-Eastern Polynesian	1	0	106	3	0.02830188679245283	Absent	NA	NA
GB156	Proto-Oceanic	1	0	106	3	0.02830188679245283	Absent	NA	NA
GB156	Proto-Polynesian	1	0	106	3	0.02830188679245283	Absent	NA	NA
GB158	Proto-Central Pacific	0	1	126	12	0.09523809523809523	Present	NA	NA
GB158	Proto-Eastern Polynesian	0	1	126	12	0.09523809523809523	Present	NA	NA
GB158	Proto-Oceanic	0	1	126	12	0.09523809523809523	Present	1	True Positive
GB158	Proto-Polynesian	0	1	126	12	0.09523809523809523	Present	NA	NA
GB159	Proto-Central Pacific	0.02	0.98	100	36	0.36	Present	NA	NA
GB159	Proto-Eastern Polynesian	0	1	100	36	0.36	Present	NA	NA
GB159	Proto-Oceanic	0.105	0.895	100	36	0.36	Present	1	True Positive
GB159	Proto-Polynesian	0	1	100	36	0.36	Present	NA	NA
GB160	Proto-Central Pacific	0.015	0.985	86	40	0.46511627906976744	Present	NA	NA
GB160	Proto-Eastern Polynesian	1	0	86	40	0.46511627906976744	Absent	NA	NA
GB160	Proto-Oceanic	0	1	86	40	0.46511627906976744	Present	NA	NA
GB160	Proto-Polynesian	0.955	0.045	86	40	0.46511627906976744	Absent	NA	NA
GB165	Proto-Central Pacific	1	0	121	2	0.01652892561983471	Absent	NA	NA
GB165	Proto-Eastern Polynesian	1	0	121	2	0.01652892561983471	Absent	NA	NA
GB165	Proto-Oceanic	1	0	121	2	0.01652892561983471	Absent	NA	NA
GB165	Proto-Polynesian	1	0	121	2	0.01652892561983471	Absent	NA	NA
GB166	Proto-Central Pacific	1	0	122	3	0.02459016393442623	Absent	NA	NA
GB166	Proto-Eastern Polynesian	1	0	122	3	0.02459016393442623	Absent	NA	NA
GB166	Proto-Oceanic	1	0	122	3	0.02459016393442623	Absent	NA	NA
GB166	Proto-Polynesian	1	0	122	3	0.02459016393442623	Absent	NA	NA
GB167	Proto-Central Pacific	1	0	95	0	0	Absent	NA	NA
GB167	Proto-Eastern Polynesian	1	0	95	0	0	Absent	NA	NA
GB167	Proto-Oceanic	1	0	95	0	0	Absent	NA	NA
GB167	Proto-Polynesian	1	0	95	0	0	Absent	NA	NA
GB170	Proto-Central Pacific	1	0	120	2	0.016666666666666666	Absent	NA	NA
GB170	Proto-Eastern Polynesian	1	0	120	2	0.016666666666666666	Absent	NA	NA
GB170	Proto-Oceanic	1	0	120	2	0.016666666666666666	Absent	0	True Negative
GB170	Proto-Polynesian	1	0	120	2	0.016666666666666666	Absent	NA	NA
GB171	Proto-Central Pacific	1	0	119	3	0.025210084033613446	Absent	NA	NA
GB171	Proto-Eastern Polynesian	1	0	119	3	0.025210084033613446	Absent	NA	NA
GB171	Proto-Oceanic	1	0	119	3	0.025210084033613446	Absent	0	True Negative
GB171	Proto-Polynesian	1	0	119	3	0.025210084033613446	Absent	NA	NA
GB172	Proto-Central Pacific	1	0	124	10	0.08064516129032258	Absent	NA	NA
GB172	Proto-Eastern Polynesian	1	0	124	10	0.08064516129032258	Absent	NA	NA
GB172	Proto-Oceanic	1	0	124	10	0.08064516129032258	Absent	0	True Negative
GB172	Proto-Polynesian	1	0	124	10	0.08064516129032258	Absent	NA	NA
GB177	Proto-Central Pacific	1	0	104	10	0.09615384615384616	Absent	NA	NA
GB177	Proto-Eastern Polynesian	1	0	104	10	0.09615384615384616	Absent	NA	NA
GB177	Proto-Oceanic	1	0	104	10	0.09615384615384616	Absent	NA	NA
GB177	Proto-Polynesian	1	0	104	10	0.09615384615384616	Absent	NA	NA
GB184	Proto-Central Pacific	1	0	111	30	0.2702702702702703	Absent	NA	NA
GB184	Proto-Eastern Polynesian	1	0	111	30	0.2702702702702703	Absent	NA	NA
GB184	Proto-Oceanic	0.98	0.02	111	30	0.2702702702702703	Absent	NA	NA
GB184	Proto-Polynesian	0.625	0.375	111	30	0.2702702702702703	Absent	NA	NA
GB185	Proto-Central Pacific	0.7516666666666667	0.24833333333333332	114	45	0.39473684210526316	Absent	NA	NA
GB185	Proto-Eastern Polynesian	1	0	114	45	0.39473684210526316	Absent	NA	NA
GB185	Proto-Oceanic	0.93	0.07	114	45	0.39473684210526316	Absent	NA	NA
GB185	Proto-Polynesian	0.5889047619047619	0.41109523809523807	114	45	0.39473684210526316	Half	NA	NA
GB186	Proto-Central Pacific	1	0	118	44	0.3728813559322034	Absent	NA	NA
GB186	Proto-Eastern Polynesian	1	0	118	44	0.3728813559322034	Absent	NA	NA
GB186	Proto-Oceanic	1	0	118	44	0.3728813559322034	Absent	NA	NA
GB186	Proto-Polynesian	0.045	0.955	118	44	0.3728813559322034	Present	NA	NA
GB187	Proto-Central Pacific	1	0	70	9	0.12857142857142856	Absent	NA	NA
GB187	Proto-Eastern Polynesian	1	0	70	9	0.12857142857142856	Absent	NA	NA
GB187	Proto-Oceanic	1	0	70	9	0.12857142857142856	Absent	NA	NA
GB187	Proto-Polynesian	1	0	70	9	0.12857142857142856	Absent	NA	NA
GB188	Proto-Central Pacific	1	0	72	4	0.05555555555555555	Absent	NA	NA
GB188	Proto-Eastern Polynesian	1	0	72	4	0.05555555555555555	Absent	NA	NA
GB188	Proto-Oceanic	1	0	72	4	0.05555555555555555	Absent	NA	NA
GB188	Proto-Polynesian	1	0	72	4	0.05555555555555555	Absent	NA	NA
GB192	Proto-Central Pacific	1	0	123	1	0.008130081300813009	Absent	NA	NA
GB192	Proto-Eastern Polynesian	1	0	123	1	0.008130081300813009	Absent	NA	NA
GB192	Proto-Oceanic	1	0	123	1	0.008130081300813009	Absent	0	True Negative
GB192	Proto-Polynesian	1	0	123	1	0.008130081300813009	Absent	NA	NA
GB193a	Proto-Central Pacific	1	0	126	26	0.20634920634920634	Absent	NA	NA
GB193a	Proto-Eastern Polynesian	1	0	126	26	0.20634920634920634	Absent	NA	NA
GB193a	Proto-Oceanic	1	0	126	26	0.20634920634920634	Absent	0	True Negative
GB193a	Proto-Polynesian	1	0	126	26	0.20634920634920634	Absent	0	True Negative
GB193b	Proto-Central Pacific	0	1	126	7	0.05555555555555555	Present	NA	NA
GB193b	Proto-Eastern Polynesian	0	1	126	7	0.05555555555555555	Present	NA	NA
GB193b	Proto-Oceanic	0	1	126	7	0.05555555555555555	Present	1	True Positive
GB193b	Proto-Polynesian	0	1	126	7	0.05555555555555555	Present	1	True Positive
GB196	Proto-Central Pacific	1	0	127	0	0	Absent	NA	NA
GB196	Proto-Eastern Polynesian	1	0	127	0	0	Absent	NA	NA
GB196	Proto-Oceanic	1	0	127	0	0	Absent	NA	NA
GB196	Proto-Polynesian	1	0	127	0	0	Absent	NA	NA
GB197	Proto-Central Pacific	1	0	127	0	0	Absent	NA	NA
GB197	Proto-Eastern Polynesian	1	0	127	0	0	Absent	NA	NA
GB197	Proto-Oceanic	1	0	127	0	0	Absent	NA	NA
GB197	Proto-Polynesian	1	0	127	0	0	Absent	NA	NA
GB198	Proto-Central Pacific	1	0	120	5	0.041666666666666664	Absent	NA	NA
GB198	Proto-Eastern Polynesian	1	0	120	5	0.041666666666666664	Absent	NA	NA
GB198	Proto-Oceanic	1	0	120	5	0.041666666666666664	Absent	0	True Negative
GB198	Proto-Polynesian	1	0	120	5	0.041666666666666664	Absent	NA	NA
GB203a	Proto-Central Pacific	0.935	0.065	99	36	0.36363636363636365	Absent	NA	NA
GB203a	Proto-Eastern Polynesian	0.755	0.245	99	36	0.36363636363636365	Absent	NA	NA
GB203a	Proto-Oceanic	0.985	0.015	99	36	0.36363636363636365	Absent	NA	NA
GB203a	Proto-Polynesian	1	0	99	36	0.36363636363636365	Absent	NA	NA
GB203b	Proto-Central Pacific	0	1	99	25	0.25252525252525254	Present	NA	NA
GB203b	Proto-Eastern Polynesian	0	1	99	25	0.25252525252525254	Present	NA	NA
GB203b	Proto-Oceanic	0	1	99	25	0.25252525252525254	Present	NA	NA
GB203b	Proto-Polynesian	0	1	99	25	0.25252525252525254	Present	NA	NA
GB204	Proto-Central Pacific	0.007833333333333333	0.9921666666666666	75	35	0.4666666666666667	Present	NA	NA
GB204	Proto-Eastern Polynesian	0.9925	0.0075	75	35	0.4666666666666667	Absent	NA	NA
GB204	Proto-Oceanic	0.66	0.34	75	35	0.4666666666666667	Absent	NA	NA
GB204	Proto-Polynesian	0.98	0.02	75	35	0.4666666666666667	Absent	NA	NA
GB250	Proto-Central Pacific	0.9975	0.0025	74	27	0.36486486486486486	Absent	NA	NA
GB250	Proto-Eastern Polynesian	1	0	74	27	0.36486486486486486	Absent	NA	NA
GB250	Proto-Oceanic	0.575	0.425	74	27	0.36486486486486486	Half	NA	NA
GB250	Proto-Polynesian	1	0	74	27	0.36486486486486486	Absent	NA	NA
GB252	Proto-Central Pacific	NA	NA	56	9	0.16071428571428573	Not enough languages	NA	NA
GB252	Proto-Eastern Polynesian	NA	NA	56	9	0.16071428571428573	Not enough languages	NA	NA
GB252	Proto-Oceanic	NA	NA	56	9	0.16071428571428573	Not enough languages	NA	NA
GB252	Proto-Polynesian	NA	NA	56	9	0.16071428571428573	Not enough languages	NA	NA
GB253	Proto-Central Pacific	NA	NA	59	12	0.2033898305084746	Not enough languages	NA	NA
GB253	Proto-Eastern Polynesian	NA	NA	59	12	0.2033898305084746	Not enough languages	NA	NA
GB253	Proto-Oceanic	NA	NA	59	12	0.2033898305084746	Not enough languages	NA	NA
GB253	Proto-Polynesian	NA	NA	59	12	0.2033898305084746	Not enough languages	NA	NA
GB254	Proto-Central Pacific	0	1	71	21	0.29577464788732394	Present	NA	NA
GB254	Proto-Eastern Polynesian	0	1	71	21	0.29577464788732394	Present	NA	NA
GB254	Proto-Oceanic	0	1	71	21	0.29577464788732394	Present	NA	NA
GB254	Proto-Polynesian	0	1	71	21	0.29577464788732394	Present	NA	NA
GB256	Proto-Central Pacific	NA	NA	58	9	0.15517241379310345	Not enough languages	NA	NA
GB256	Proto-Eastern Polynesian	NA	NA	58	9	0.15517241379310345	Not enough languages	NA	NA
GB256	Proto-Oceanic	NA	NA	58	9	0.15517241379310345	Not enough languages	NA	NA
GB256	Proto-Polynesian	NA	NA	58	9	0.15517241379310345	Not enough languages	NA	NA
GB257	Proto-Central Pacific	0	1	97	8	0.08247422680412371	Present	NA	NA
GB257	Proto-Eastern Polynesian	0	1	97	8	0.08247422680412371	Present	NA	NA
GB257	Proto-Oceanic	0	1	97	8	0.08247422680412371	Present	NA	NA
GB257	Proto-Polynesian	0	1	97	8	0.08247422680412371	Present	NA	NA
GB260	Proto-Central Pacific	1	0	98	0	0	Absent	NA	NA
GB260	Proto-Eastern Polynesian	1	0	98	0	0	Absent	NA	NA
GB260	Proto-Oceanic	1	0	98	0	0	Absent	0	True Negative
GB260	Proto-Polynesian	1	0	98	0	0	Absent	NA	NA
GB262	Proto-Central Pacific	1	0	98	9	0.09183673469387756	Absent	NA	NA
GB262	Proto-Eastern Polynesian	1	0	98	9	0.09183673469387756	Absent	NA	NA
GB262	Proto-Oceanic	1	0	98	9	0.09183673469387756	Absent	0	True Negative
GB262	Proto-Polynesian	1	0	98	9	0.09183673469387756	Absent	NA	NA
GB263	Proto-Central Pacific	1	0	100	30	0.3	Absent	NA	NA
GB263	Proto-Eastern Polynesian	1	0	100	30	0.3	Absent	NA	NA
GB263	Proto-Oceanic	1	0	100	30	0.3	Absent	NA	NA
GB263	Proto-Polynesian	1	0	100	30	0.3	Absent	NA	NA
GB264	Proto-Central Pacific	1	0	97	7	0.07216494845360824	Absent	NA	NA
GB264	Proto-Eastern Polynesian	1	0	97	7	0.07216494845360824	Absent	NA	NA
GB264	Proto-Oceanic	1	0	97	7	0.07216494845360824	Absent	0	True Negative
GB264	Proto-Polynesian	1	0	97	7	0.07216494845360824	Absent	NA	NA
GB265	Proto-Central Pacific	0.9516666666666667	0.04833333333333333	73	36	0.4931506849315068	Absent	NA	NA
GB265	Proto-Eastern Polynesian	0.6914404761904762	0.3085595238095238	73	36	0.4931506849315068	Absent	NA	NA
GB265	Proto-Oceanic	1	0	73	36	0.4931506849315068	Absent	NA	NA
GB265	Proto-Polynesian	0.7741666666666667	0.22583333333333333	73	36	0.4931506849315068	Absent	NA	NA
GB266	Proto-Central Pacific	0	1	74	32	0.43243243243243246	Present	NA	NA
GB266	Proto-Eastern Polynesian	0	1	74	32	0.43243243243243246	Present	NA	NA
GB266	Proto-Oceanic	0.37	0.63	74	32	0.43243243243243246	Present	NA	NA
GB266	Proto-Polynesian	0	1	74	32	0.43243243243243246	Present	NA	NA
GB270	Proto-Central Pacific	NA	NA	62	23	0.3709677419354839	Not enough languages	NA	NA
GB270	Proto-Eastern Polynesian	NA	NA	62	23	0.3709677419354839	Not enough languages	NA	NA
GB270	Proto-Oceanic	NA	NA	62	23	0.3709677419354839	Not enough languages	NA	NA
GB270	Proto-Polynesian	NA	NA	62	23	0.3709677419354839	Not enough languages	NA	NA
GB273	Proto-Central Pacific	NA	NA	61	17	0.2786885245901639	Not enough languages	NA	NA
GB273	Proto-Eastern Polynesian	NA	NA	61	17	0.2786885245901639	Not enough languages	NA	NA
GB273	Proto-Oceanic	NA	NA	61	17	0.2786885245901639	Not enough languages	NA	NA
GB273	Proto-Polynesian	NA	NA	61	17	0.2786885245901639	Not enough languages	NA	NA
GB275	Proto-Central Pacific	1	0	84	11	0.13095238095238096	Absent	NA	NA
GB275	Proto-Eastern Polynesian	1	0	84	11	0.13095238095238096	Absent	NA	NA
GB275	Proto-Oceanic	1	0	84	11	0.13095238095238096	Absent	NA	NA
GB275	Proto-Polynesian	1	0	84	11	0.13095238095238096	Absent	NA	NA
GB276	Proto-Central Pacific	0	1	79	38	0.4810126582278481	Present	NA	NA
GB276	Proto-Eastern Polynesian	0.20166666666666666	0.7983333333333333	79	38	0.4810126582278481	Present	NA	NA
GB276	Proto-Oceanic	0.41	0.59	79	38	0.4810126582278481	Half	NA	NA
GB276	Proto-Polynesian	0	1	79	38	0.4810126582278481	Present	NA	NA
GB285	Proto-Central Pacific	1	0	100	1	0.01	Absent	NA	NA
GB285	Proto-Eastern Polynesian	1	0	100	1	0.01	Absent	NA	NA
GB285	Proto-Oceanic	1	0	100	1	0.01	Absent	0	True Negative
GB285	Proto-Polynesian	1	0	100	1	0.01	Absent	NA	NA
GB286	Proto-Central Pacific	1	0	99	4	0.04040404040404041	Absent	NA	NA
GB286	Proto-Eastern Polynesian	1	0	99	4	0.04040404040404041	Absent	NA	NA
GB286	Proto-Oceanic	1	0	99	4	0.04040404040404041	Absent	0	True Negative
GB286	Proto-Polynesian	1	0	99	4	0.04040404040404041	Absent	NA	NA
GB291	Proto-Central Pacific	1	0	106	7	0.0660377358490566	Absent	NA	NA
GB291	Proto-Eastern Polynesian	0.695	0.305	106	7	0.0660377358490566	Absent	NA	NA
GB291	Proto-Oceanic	1	0	106	7	0.0660377358490566	Absent	0	True Negative
GB291	Proto-Polynesian	1	0	106	7	0.0660377358490566	Absent	NA	NA
GB296	Proto-Central Pacific	NA	NA	34	1	0.029411764705882353	Not enough languages	NA	NA
GB296	Proto-Eastern Polynesian	NA	NA	34	1	0.029411764705882353	Not enough languages	NA	NA
GB296	Proto-Oceanic	NA	NA	34	1	0.029411764705882353	Not enough languages	NA	NA
GB296	Proto-Polynesian	NA	NA	34	1	0.029411764705882353	Not enough languages	NA	NA
GB297	Proto-Central Pacific	1	0	90	2	0.022222222222222223	Absent	NA	NA
GB297	Proto-Eastern Polynesian	1	0	90	2	0.022222222222222223	Absent	NA	NA
GB297	Proto-Oceanic	1	0	90	2	0.022222222222222223	Absent	0	True Negative
GB297	Proto-Polynesian	1	0	90	2	0.022222222222222223	Absent	NA	NA
GB298	Proto-Central Pacific	1	0	123	16	0.13008130081300814	Absent	NA	NA
GB298	Proto-Eastern Polynesian	1	0	123	16	0.13008130081300814	Absent	NA	NA
GB298	Proto-Oceanic	0.975	0.025	123	16	0.13008130081300814	Absent	NA	NA
GB298	Proto-Polynesian	1	0	123	16	0.13008130081300814	Absent	NA	NA
GB299	Proto-Central Pacific	0	1	124	27	0.21774193548387097	Present	NA	NA
GB299	Proto-Eastern Polynesian	0	1	124	27	0.21774193548387097	Present	NA	NA
GB299	Proto-Oceanic	0.025	0.975	124	27	0.21774193548387097	Present	1	True Positive
GB299	Proto-Polynesian	0	1	124	27	0.21774193548387097	Present	1	True Positive
GB300	Proto-Central Pacific	1	0	84	4	0.047619047619047616	Absent	NA	NA
GB300	Proto-Eastern Polynesian	1	0	84	4	0.047619047619047616	Absent	NA	NA
GB300	Proto-Oceanic	1	0	84	4	0.047619047619047616	Absent	NA	NA
GB300	Proto-Polynesian	0.945	0.055	84	4	0.047619047619047616	Absent	NA	NA
GB301	Proto-Central Pacific	0.6155	0.3845	70	26	0.37142857142857144	Absent	NA	NA
GB301	Proto-Eastern Polynesian	0	1	70	26	0.37142857142857144	Present	NA	NA
GB301	Proto-Oceanic	0.07	0.93	70	26	0.37142857142857144	Present	NA	NA
GB301	Proto-Polynesian	0.39544444444444443	0.6045555555555555	70	26	0.37142857142857144	Present	NA	NA
GB302	Proto-Central Pacific	1	0	106	4	0.03773584905660377	Absent	NA	NA
GB302	Proto-Eastern Polynesian	1	0	106	4	0.03773584905660377	Absent	NA	NA
GB302	Proto-Oceanic	1	0	106	4	0.03773584905660377	Absent	NA	NA
GB302	Proto-Polynesian	1	0	106	4	0.03773584905660377	Absent	NA	NA
GB303	Proto-Central Pacific	1	0	80	1	0.0125	Absent	NA	NA
GB303	Proto-Eastern Polynesian	1	0	80	1	0.0125	Absent	NA	NA
GB303	Proto-Oceanic	1	0	80	1	0.0125	Absent	NA	NA
GB303	Proto-Polynesian	1	0	80	1	0.0125	Absent	NA	NA
GB304	Proto-Central Pacific	0.6633333333333333	0.33666666666666667	90	20	0.2222222222222222	Absent	NA	NA
GB304	Proto-Eastern Polynesian	0	1	90	20	0.2222222222222222	Present	NA	NA
GB304	Proto-Oceanic	0.995	0.005	90	20	0.2222222222222222	Absent	NA	NA
GB304	Proto-Polynesian	1	0	90	20	0.2222222222222222	Absent	NA	NA
GB305	Proto-Central Pacific	1	0	97	38	0.3917525773195876	Absent	NA	NA
GB305	Proto-Eastern Polynesian	0.8	0.2	97	38	0.3917525773195876	Absent	NA	NA
GB305	Proto-Oceanic	0.92	0.08	97	38	0.3917525773195876	Absent	NA	NA
GB305	Proto-Polynesian	1	0	97	38	0.3917525773195876	Absent	NA	NA
GB306	Proto-Central Pacific	1	0	95	18	0.18947368421052632	Absent	NA	NA
GB306	Proto-Eastern Polynesian	1	0	95	18	0.18947368421052632	Absent	NA	NA
GB306	Proto-Oceanic	1	0	95	18	0.18947368421052632	Absent	NA	NA
GB306	Proto-Polynesian	1	0	95	18	0.18947368421052632	Absent	NA	NA
GB309	Proto-Central Pacific	1	0	122	23	0.1885245901639344	Absent	NA	NA
GB309	Proto-Eastern Polynesian	1	0	122	23	0.1885245901639344	Absent	NA	NA
GB309	Proto-Oceanic	1	0	122	23	0.1885245901639344	Absent	NA	NA
