Feature_ID,LogLikelihood,AICc,pRoot0,pRoot1,q01,q10,nTips,nTips_state_0,nTips_state_1
GB020,-85.38725124172751,174.86974057869313,0.3906809904154369,0.6093190095845631,1.1720171454482518,0.7416864290608703,129,51,78
GB021,-69.69710613586459,143.50040696199466,0.9787158774132322,0.021284122586767717,0.22878474723190745,0.3474868525510102,116,74,42
GB022,-70.15581855715679,144.40612530328997,0.9250058970039695,0.07499410299603056,0.36739212709666197,0.1580198852498659,130,49,81
GB023,-61.15632035937012,126.40787881397833,0.8140955385434802,0.1859044614565199,0.5112639809761464,2.2404399932842556,129,104,25
GB024a,-65.84348071074716,135.78452239710407,0.4628084035039554,0.5371915964960446,0.20057147810563108,0.37954339844617924,126,65,61
GB024b,-57.4770597478474,119.05168047130455,0.09186743581285675,0.9081325641871433,0.36548808394869453,0.1587663389948934,126,49,77
GB025a,-67.57286915047497,139.24409895668765,0.8348773160260882,0.16512268397391178,0.25162921049310577,0.5854484728736646,125,91,34
GB025b,-47.09701006307725,98.2923807818922,0.08682835274037368,0.9131716472596263,0.67703140169209175,0.1398129625740307,125,19,106
GB026,NA,NA,NA,NA,NA,NA,116,116,0
GB027,-64.10046448717709,132.3221410955663,0.3321523755831505,0.6678476244168495,2.5047771957094938,1.2457471393154134,102,34,68
GB028,-10.425863939372043,24.94475113455804,0.01804906014782872,0.9819509398521713,4.3635092697492786,0.0802058461339461,132,2,130
GB030,-22.636228618518516,49.36620723703703,0.9587263419656489,0.04127365803435111,0.14503484968664215,3.3686114146211397,131,125,6
GB031,-73.30556948326164,150.70562715549966,0.2962422499034141,0.7037577500965859,0.6141660926281144,0.25135428018899914,130,42,88
GB035,-60.24793568119651,124.60596310551229,0.34719510700446726,0.6528048929955328,0.6699368975665408,0.21408349924837053,112,30,82
GB036,-27.893495551644506,59.898102214400126,0.9407394397096621,0.059260560290337924,0.15456835086758347,2.4678881053180306,111,103,8
GB037,-33.68287711956635,71.47686535024381,0.9043060781350312,0.09569392186496882,0.15266055532492265,1.4645042217658033,111,100,11
GB038,-20.74371904942545,45.59088637471297,0.9576822297563445,0.042317770243655434,0.9889665357160492,22.38103925669273,119,114,5
GB039,-40.835026396237694,85.77350106833745,0.8851590439042994,0.1148409560957005,0.526583773991468,4.058741527942365,119,106,13
GB041,-13.393473190843876,30.915978639752268,0.9673708018537789,0.03262919814622109,1.1434379753053676,33.89995997095364,96,93,3
GB042,-13.982490823055105,32.060219741348305,0.9717667572096527,0.028233242790347213,0.05747886650841608,1.9242367669517062,129,126,3
GB043,-10.193471946611764,24.482943893223528,0.9803394637331707,0.01966053626682924,0.03980467635074773,1.8252686159459481,128,126,2
GB044,-44.6903914371199,93.47834384984955,0.8533995481145219,0.14660045188547813,0.15946652047886933,1.0194337936910396,126,111,15
GB046,-40.18493096461361,84.56033811970342,0.6650692351108863,0.3349307648891136,0.6661098873671457,1.3203111014799291,66,45,21
GB047,-61.637616184216085,127.3940442496203,0.2801684060404983,0.7198315939595017,1.7380513420802772,0.6761403722598984,104,30,74
GB048,-59.301438053660114,122.73331088992893,0.6514321894445972,0.34856781055540287,0.3810990844338463,0.6144166740976237,95,63,32
GB049,-68.72746650581405,141.57614513284022,0.4019608997327934,0.5980391002672065,99.93250124491432,67.16777898804044,102,41,61
GB051,-10.209173161662811,24.51751987704463,0.9793911970947778,0.020608802905222087,0.05423952780612491,2.5659791269921852,124,122,2
GB052,-13.897187231715185,31.894374463430367,0.9706762329295118,0.02932376707048821,0.07097433177148013,2.339519821242875,123,120,3
GB053,-31.15737072508491,66.41643636542406,0.9120460706661189,0.08795392933388121,0.18295594158298817,1.8849844687578208,121,112,9
GB054,-11.316592911230188,26.73488073771461,0.9788044449949739,0.021195555005026144,0.05631015859232345,2.578236508593166,121,118,3
GB057,-53.88531169243741,111.87231830012907,0.7726394988051959,0.22736050119480422,0.1152684333670486,0.20153729579782462,121,81,40
GB058,-75.1775207539102,154.45760561038452,0.36900097168915513,0.6309990283108448,0.5876221631976214,0.4166147651986391,120,52,68
GB059,-13.935546060305304,31.968653096220365,0.02919079955056609,0.9708092004494339,1.7668286898336736,0.05514807948266517,126,3,123
GB065a,-91.94863048546839,187.99101097093677,0.469511361217239,0.5304886387827609,0.7068245571162538,0.651441516539769,131,61,70
GB065b,-56.694662327229814,117.48307465445963,0.091759887391737,0.9082401126082629,0.6878725149422149,0.1580621590359616,131,22,109
GB068,-65.15977029591383,134.42963233494692,0.3035128707384976,0.6964871292615024,1.216604225104102,0.5225834590879128,112,31,81
GB069,-68.80257688846284,141.7239656581138,0.6250022202972647,0.3749977797027354,59.5008284165141,99.1689868119414,104,65,39
GB070,-26.916085950691475,57.931345455101955,0.9434466893801703,0.056553310619829746,1.4388786967931093,24.003994249509514,124,117,7
GB071,-67.41022918039732,138.91963191451364,0.7656512945872738,0.23434870541272632,4.374094861926293,14.29080390174639,124,95,29
GB072,-51.93428729777915,107.96941493169275,0.8355041982351242,0.16449580176487583,0.4682663779707161,2.3794530463882424,122,103,19
GB073,-69.23094864803818,142.56446139864045,0.7206309940614802,0.2793690059385198,0.7764388388404286,2.0032225382787026,120,87,33
GB074,-16.900239791648275,37.89647958329655,0.012458629096519423,0.9875413709034805,0.3476850083639406,0.013585225910511275,128,9,119
GB075,-35.27337962146639,74.64759957906723,0.9863284849813464,0.013671515018653614,0.0471087327305905,0.32988798338490255,122,107,15
GB079,-40.11629278387045,84.3263355677409,0.09161617116534049,0.9083838288346595,100.00000000000004,10.085623307811677,131,12,119
GB080,-60.914899906861926,125.92428800270022,0.2083533616345757,0.7916466383654244,0.9857615904504315,0.23983355768368722,130,26,104
GB081,-26.80841459566445,57.71766952746335,0.956751007178275,0.04324899282172502,0.0735481509896378,0.8930070293625214,122,112,10
GB082,-32.16318856871736,68.42161523267282,0.9722105141313102,0.027789485868689793,0.08886219772243593,0.8595861153603441,129,119,10
GB083,-51.95701779007322,108.01003558014645,0.8589998727975637,0.1410001272024363,2.5807688937292035,15.722540081474431,128,110,18
GB084,-52.95416613190786,110.00433226381573,0.9407528590179908,0.059247140982009186,0.15508371162651882,0.4912970519180449,128,107,21
GB086,-76.78510096152547,157.67189683830517,0.6693787963560183,0.3306212036439818,40.85765111470869,82.72078446168842,121,81,40
GB089,-42.154986873341514,88.40521184192113,0.8992257613019073,0.1007742386980927,7.8928219215550754,70.42899944393311,129,116,13
GB090,-68.94613297463012,141.98750404449834,0.11382810988891398,0.8861718901110861,0.18299215937042626,0.26688313417925746,129,78,51
GB091,-34.92923116798892,73.95602331158759,0.9206326311124743,0.07936736888752557,6.857554363542233,79.54513807370266,126,116,10
GB092,-70.78400333871281,145.66636733316332,0.09011639100589229,0.9098836089941077,0.1779354762674396,0.3137118321558412,125,79,46
GB093,-75.87350647186776,155.84301294373552,0.005187300117187865,0.9948126998828122,0.18116832078419493,0.2579198659790632,128,52,76
GB094,-9.94390906912982,23.98381813825964,0.9998995862271357,1.0041377286433879e-4,0.019580982883741736,0.4039766794477141,128,126,2
GB095,-23.510281324525465,51.127705506193784,0.9466658360152864,0.053334163984713606,0.3775619365819413,6.70161411400853,115,109,6
GB096,-44.65102336156988,93.40824141340524,0.8704084240619616,0.12959157593803844,2.552407434153624,17.143374607836577,116,101,15
GB098,-56.13018056849999,116.36655582726546,0.8095674473091485,0.19043255269085146,1.3121775067476624,5.578333009520258,116,94,22
GB099,-9.523026354600773,23.167264830413668,0.9755149765677875,0.0244850234322125,0.02975189073110288,1.2275194747103357,102,100,2
GB103,-41.32916581138209,86.7748364771331,0.8644266833613098,0.13557331663869027,0.7387208037723719,4.710144968927809,106,92,14
GB104,-33.15602302649913,70.42969311182179,0.9412080520332806,0.05879194796671932,0.10024242247822883,0.35974764597245057,105,92,13
GB105,-67.16548685462173,138.45728949871716,0.5338146250981494,0.4661853749018507,1.1389762010160913,1.3062476198303812,98,50,48
GB107,-64.99567142086148,134.08509284172297,0.7281857350938833,0.27181426490611665,0.20420341072993275,0.6561264064576199,131,100,31
GB108,-68.550417586464,141.20167550906245,0.7898058174847611,0.2101941825152388,0.2796830407938252,0.3992887620387918,122,79,43
GB109,-31.4811996538939,67.08739930778779,0.8398818156850969,0.16011818431490302,0.12079567541198363,0.6844036833543595,99,88,11
GB110,NA,NA,NA,NA,NA,NA,100,100,0
GB111,-33.51605618522297,71.13556064630801,0.8760514775344994,0.12394852246550059,0.10603412805959876,0.7291834543900514,119,108,11
GB113,-56.62306138478427,117.34612276956854,0.20284004637526964,0.7971599536247304,1.3951227005136437,0.34545739679429144,123,22,101
GB114,-43.58780808180053,91.29212101796999,0.8460945104885603,0.1539054895114397,0.2697731974751475,1.4512090259513255,106,91,15
GB115,-70.09209662083911,144.29428498479749,0.3965632933110568,0.6034367066889431,0.7925768932129844,0.45466871332131575,112,41,71
GB116,-5.1612667296662815,14.439038313701495,0.9999993717517939,6.282482061277345e-7,0.010827036296226701,0.06981133451858917,106,105,1
GB117,-54.07388702210388,112.25686495329867,0.8063743616702119,0.19362563832978805,0.40963624997355774,1.7061732445978786,113,91,22
GB118,-50.74092550477524,105.5972356249351,0.2173605966918771,0.7826394033081229,0.6997162610767533,0.22423440263926586,107,23,84
GB119,-62.47345543759205,129.05035915104617,0.7815186336224977,0.21848136637750226,23.338356904089643,83.48245482483628,119,93,26
GB120,-63.68595313497855,131.47447037252118,0.7804278331138018,0.21957216688619816,1.6843813589134553,5.986815691052728,120,93,27
GB121,-47.26340910710529,98.62851312946482,0.8677715409656807,0.1322284590343194,15.237704026012613,100.00000000000004,121,105,16
GB122,-57.364280915939446,118.87670998002704,0.5714039474351853,0.4285960525648147,58.074914663320406,77.42543424513804,84,48,36
GB123,NA,NA,NA,NA,NA,NA,54,45,9
GB124,-48.22655705139197,100.60311410278395,0.055099869669036995,0.944900130330963,0.08153474666716025,0.3133894353434235,83,41,42
GB126,-65.51416298363878,135.1471378484657,0.34691638795488394,0.6530836120451161,1.551444866314297,0.8253069224548805,104,35,69
GB127,-15.225403864649326,34.60270646347587,0.9802669266034253,0.01973307339657469,0.04388998643739206,0.31005857508044593,82,77,5
GB129,-13.990739982404527,32.084928240671125,0.9727643470354498,0.027235652964550196,0.15392656243709243,5.497729243036292,119,116,3
GB130a,-58.528931469612026,121.1554239148338,0.024583666122125113,0.975416333877875,0.3104054515271099,0.12580705531808242,126,32,94
GB130b,-68.8874795435416,141.87252006269296,0.8857255985853724,0.11427440141462769,0.19021512385007705,0.37649966477947683,126,88,38
GB131,-56.98316596237017,118.06233192474035,0.9644596713967972,0.03554032860320272,0.11858960126578964,0.37010683131885524,128,94,34
GB132,-58.45592979605534,121.00863378565906,0.90335669539666,0.09664330460333999,0.37824647746313717,0.08575573031325048,127,43,84
GB133,-24.41614764968545,52.926783488347276,0.9925503611111283,0.007449638888871741,0.028173222072664348,0.25627216326234786,130,117,13
GB134,-13.772997029202003,31.659201605573816,0.028879279766404062,0.971120720233596,14.710076313898085,0.43744963978528933,109,3,106
GB135,-15.91632843363908,35.96168912534267,0.054151434071074714,0.9458485659289253,1.0451732050176956,0.05805761526702803,96,4,92
GB136,-65.89466084531324,135.89458484852122,0.3866344592367802,0.6133655407632199,0.653254870020271,0.3568222674850818,117,34,83
GB137,-57.83198416673049,119.76152930907074,0.7326837405951255,0.26731625940487436,0.19604046489473295,0.576337684964789,126,100,26
GB138,-83.6862990683126,171.46937233017357,0.6297267513242812,0.3702732486757188,12.01021197661427,20.42586602677582,127,80,47
GB139,-60.82260541133312,125.75430173175715,0.2231354983848948,0.7768645016151052,3.318357236000205,0.953116325860192,113,26,87
GB140,-59.51760070326236,123.17977971977773,0.5232557395492045,0.4767442604507955,66.98423732130671,73.51926293681565,86,45,41
GB146,-38.36149469792255,80.90480757766329,0.7513705367834144,0.24862946321658566,0.25551898310652543,0.5696750256115074,69,49,20
GB147,-64.09156350794457,132.29527654859942,0.705530225263463,0.294469774736537,0.5253167217676615,1.251366823873014,110,76,34
GB148,-38.86304767225773,81.85796347638359,0.8542058954838547,0.14579410451614516,0.30694812811755484,1.7927458299717272,94,79,15
GB149,NA,NA,NA,NA,NA,NA,114,114,0
GB150,-34.414295756455985,72.9681263966329,0.8604743496211394,0.1395256503788606,0.23146958862750186,1.4163152582544736,89,77,12
GB151,-23.593947515917694,51.2969859409263,0.9859340052455354,0.014065994754464609,0.05287720846314272,0.7821087304870892,113,106,7
GB152,-46.13602667573138,96.39205335146276,0.8348829496020694,0.16511705039793062,2.845000397572123,14.385203210811719,103,86,17
GB155,-43.68911399449299,91.47658864472369,0.6235973151071584,0.3764026848928416,0.40604456294411606,0.06667239362507787,125,26,99
GB156,-13.693952870953774,31.50441059627648,0.9703971434924412,0.029602856507558787,0.42713369931885015,14.001666413595487,106,103,3
GB158,-36.75801843550771,77.61359784662517,2.1707858124455875e-4,0.9997829214187555,0.163156940405393,0.07131408731193346,126,12,114
GB159,-62.72489660874907,129.57350455770433,0.34408703240972355,0.6559129675902764,0.9346528602855095,0.4537733920681371,100,36,64
GB160,-59.40118507474532,122.94694846274365,0.46511627801806493,0.534883721981935,83.74580963931356,72.8224428567719,86,40,46
GB165,-10.12938281528709,24.360460545828417,0.9780242236867555,0.02197577631324461,0.04529895515679946,1.9956219394809758,121,119,2
GB166,-13.994619706118392,32.09007974837124,0.9719764563848468,0.028023543615153336,0.09576252504379794,3.3207670626424064,122,119,3
GB167,NA,NA,NA,NA,NA,NA,95,95,0
GB170,-10.14468662598927,24.39193735454264,0.9783658846322952,0.021634115367704657,0.04984630666615705,2.238444362627255,120,118,2
GB171,-13.846355771758033,31.796159819378133,0.9706615718284588,0.029338428171541104,0.07960755465534364,2.6273767604588585,119,116,3
GB172,-31.674180855110965,67.44753526394094,0.9242111865783631,0.07578881342163685,0.1815851485754621,2.190360964328395,124,114,10
GB177,-31.987374004776505,68.09355989074113,0.9084502447851314,0.09154975521486874,0.2866302476711261,2.8436538205763386,104,94,10
GB184,-64.72275057549912,133.55661226210935,0.7291539576868845,0.27084604231311554,4.376839774446594,11.783041082836466,111,81,30
GB185,-71.98080673109631,148.06972157030071,0.626905243495069,0.37309475650493096,0.536638583307124,0.9129044976824521,114,69,45
