glottolog_parsimony_prediction	gray_mcct_parsimony_prediction	gray_posteriors_parsimony_prediction	glottolog_ML_prediction	gray_mcct_ML_prediction	gray_posteriors_ML_prediction	most_common_prediction	HL_prediction	Feature_ID	Proto-language	glottolog_parsimony_prediction_0	glottolog_parsimony_prediction_1	Parsimony result (Glottolog-tree)	ntips_parsimony_glottolog	min_percent_parsimony_glottolog	min_parsimony_glottolog	gray_mcct_parsimony_prediction_0	gray_mcct_parsimony_prediction_1	Parsimony result (Gray et al 2009-tree)	min_percent_parsimony_gray	min_parsimony_gray	ntips_parsimony_gray	gray_posteriors_parsimony_prediction_0	gray_posteriors_parsimony_prediction_1	ntips_parsimony_gray_posteriors	min_percent_parsimony_gray_posteriors	min_parsimony_gray_posteriors	Parsimony result (Gray et al 2009-tree posteriors)	glottolog_ML_prediction_0	glottolog_ML_prediction_1	min_percent_ML_glottolog	min_ML_glottolog	ntips_ML_glottolog	ML result (Glottolog-tree)	gray_mcct_ML_prediction_0	gray_mcct_ML_prediction_1	min_percent_ML_gray	min_ML_gray	ML result (Gray et al 2009-tree)	ntips_ML_gray	ML result (Gray et al 2009-tree posteriors)	ntips_ML_gray_posteriors	min_ML_gray_posteriors	min_percent_ML_gray_posteriors	gray_posteriors_ML_prediction_0	gray_posteriors_ML_prediction_1	ntip_most_common	min_most_common	most_common_prediction_0	most_common_prediction_1	min_percent_most_common	result_most_common	ntips	zeroes_total	ones_total	min_percent	conflict
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB043	Proto-Central Pacific	1	0		261	0.03065134099616858	8	1	0		0.015625	2	128	1	0	128	0.015625	2		0.9693398585721236	0.03066014142787638	0.03065134099616858	8	261		0.98073735243944	0.01926264756056008	0.015625	2		128		128	2	0.015625	0.9819608935584736	0.01803910644152656	261	8	0.9705882352941176	0.02941176470588235	0.03065134099616858		261	253	8	0.03065134099616858	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB043	Proto-Polynesian	1	0		261	0.03065134099616858	8	1	0		0.015625	2	128	1	0	128	0.015625	2		0.9693398382528242	0.03066016174717575	0.03065134099616858	8	261		0.9806667225281614	0.01933327747183855	0.015625	2		128		128	2	0.015625	0.98087215620105	0.0191278437989501	261	8	0.967741935483871	0.03225806451612903	0.03065134099616858		261	253	8	0.03065134099616858	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB043	Proto-Eastern Polynesian	1	0		261	0.03065134099616858	8	1	0		0.015625	2	128	1	0	128	0.015625	2		0.9693398484123724	0.03066015158762751	0.03065134099616858	8	261		0.9801911240432724	0.01980887595672761	0.015625	2		128		128	2	0.015625	0.9761201906319548	0.02387980936804513	261	8	0.8888888888888888	0.1111111111111111	0.03065134099616858		261	253	8	0.03065134099616858	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB044	Proto-Oceanic	1	0		262	0.14122137404580154	37	1	0		0.11904761904761904	15	126	1	0	126	0.11904761904761904	15		0.917432786135841	0.08256721386415897	0.14122137404580154	37	262		0.8741865756439621	0.125813424356038	0.11904761904761904	15		126		126	15	0.11904761904761904	0.9946250753890036	0.00537492461099649	262	37	0.8587786259541985	0.14122137404580154	0.14122137404580154		262	225	37	0.14122137404580154	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB044	Proto-Central Pacific	1	0		262	0.14122137404580154	37	1	0		0.11904761904761904	15	126	1	0	126	0.11904761904761904	15		0.9695152601459583	0.03048473985404147	0.14122137404580154	37	262		0.8741865756439622	0.12581342435603785	0.11904761904761904	15		126		126	15	0.11904761904761904	0.9928781182888766	0.00712188171112334	262	37	0.9411764705882352	0.0588235294117647	0.14122137404580154		262	225	37	0.14122137404580154	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB044	Proto-Polynesian	1	0		262	0.14122137404580154	37	1	0		0.11904761904761904	15	126	1	0	126	0.11904761904761904	15		0.9597300724765184	0.04026992752348164	0.14122137404580154	37	262		0.8741865756439622	0.12581342435603782	0.11904761904761904	15		126		126	15	0.11904761904761904	0.9972961337519474	0.00270386624805266	262	37	0.935483870967742	0.06451612903225806	0.14122137404580154		262	225	37	0.14122137404580154	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB044	Proto-Eastern Polynesian	1	0		262	0.14122137404580154	37	1	0		0.11904761904761904	15	126	1	0	126	0.11904761904761904	15		0.962995930713538	0.03700406928646207	0.14122137404580154	37	262		0.8741865756439622	0.1258134243560378	0.11904761904761904	15		126		126	15	0.11904761904761904	0.9982061771123026	0.00179382288769733	262	37	0.8888888888888888	0.1111111111111111	0.14122137404580154		262	225	37	0.14122137404580154	
Present	Present	Present	Present	Present	Present	Present	Present	GB047	Proto-Oceanic	0	1	True Positive	199	0.2914572864321608	58	0	1	True Positive	0.28846153846153844	30	104	0	1	104	0.28846153846153844	30	True Positive	0.2120530787842019	0.7879469212157981	0.2914572864321608	58	199	True Positive	0.29950874321930854	0.7004912567806915	0.28846153846153844	30	True Positive	104	True Positive	104	30	0.28846153846153844	0.2808156403306362	0.7191843596693638	199	58	0.2914572864321608	0.7085427135678392	0.2914572864321608	True Positive	199	58	141	0.2914572864321608	
Present	Present	Present	Present	Present	Present	Present		GB047	Proto-Central Pacific	0	1		199	0.2914572864321608	58	0	1		0.28846153846153844	30	104	0	1	104	0.28846153846153844	30		0.24899608312832355	0.7510039168716766	0.2914572864321608	58	199		0.2995087432193087	0.7004912567806914	0.28846153846153844	30		104		104	30	0.28846153846153844	0.2808566803538053	0.7191433196461947	199	58	0.3333333333333333	0.6666666666666666	0.2914572864321608		199	58	141	0.2914572864321608	
Present	Present	Present	Present	Present	Present	Present		GB047	Proto-Polynesian	0	1		199	0.2914572864321608	58	0	1		0.28846153846153844	30	104	0	1	104	0.28846153846153844	30		0.11965862083934632	0.8803413791606538	0.2914572864321608	58	199		0.2995087432193083	0.7004912567806917	0.28846153846153844	30		104		104	30	0.28846153846153844	0.28584419934186966	0.7141558006581303	199	58	0.3333333333333333	0.6666666666666666	0.2914572864321608		199	58	141	0.2914572864321608	
Present	Present	Present	Present	Present	Present	Present		GB047	Proto-Eastern Polynesian	0	1		199	0.2914572864321608	58	0	1		0.28846153846153844	30	104	0.005	0.995	104	0.28846153846153844	30		0.04979864387085835	0.9502013561291416	0.2914572864321608	58	199		0.2995087432193084	0.7004912567806916	0.28846153846153844	30		104		104	30	0.28846153846153844	0.2877887463933631	0.712211253606637	199	58	0.2857142857142857	0.7142857142857143	0.2914572864321608		199	58	141	0.2914572864321608	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB048	Proto-Oceanic	1	0		186	0.3709677419354839	69	1	0		0.3368421052631579	32	95	1	0	95	0.3368421052631579	32		0.7962489956482603	0.2037510043517398	0.3709677419354839	69	186		0.6415639002123642	0.3584360997876358	0.3368421052631579	32		95		95	32	0.3368421052631579	0.6880729268989408	0.31192707310105916	186	69	0.6290322580645161	0.3709677419354839	0.3709677419354839		186	117	69	0.3709677419354839	
Absent	Absent	Absent	Half	Absent	Absent	Absent		GB048	Proto-Central Pacific	1	0		186	0.3709677419354839	69	1	0		0.3368421052631579	32	95	0.9853333333333332	0.01466666666666666	95	0.3368421052631579	32		0.5786993694233984	0.4213006305766016	0.3709677419354839	69	186		0.6871251113854888	0.31287488861451107	0.3368421052631579	32		95		95	32	0.3368421052631579	0.7419686241939804	0.2580313758060197	186	69	0.75	0.25	0.3709677419354839		186	117	69	0.3709677419354839	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB048	Proto-Polynesian	1	0		186	0.3709677419354839	69	1	0		0.3368421052631579	32	95	0.9853333333333332	0.01466666666666666	95	0.3368421052631579	32		0.6639273768542812	0.3360726231457188	0.3709677419354839	69	186		0.7632012622237978	0.23679873777620217	0.3368421052631579	32		95		95	32	0.3368421052631579	0.8958134685578971	0.1041865314421029	186	69	0.7777777777777778	0.2222222222222222	0.3709677419354839		186	117	69	0.3709677419354839	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB048	Proto-Eastern Polynesian	1	0		186	0.3709677419354839	69	1	0		0.3368421052631579	32	95	1	0	95	0.3368421052631579	32		0.9760083056891083	0.02399169431089153	0.3709677419354839	69	186		0.8337551008821288	0.16624489911787127	0.3368421052631579	32		95		95	32	0.3368421052631579	0.9103075011681162	0.08969249883188382	186	69	0.6666666666666666	0.3333333333333333	0.3709677419354839		186	117	69	0.3709677419354839	
Present	Present	Present	Present	Half	Half	Half	Present	GB049	Proto-Oceanic	0	1	True Positive	190	0.4052631578947368	77	0	1	True Positive	0.4019607843137255	41	102	0	1	102	0.4019607843137255	41	True Positive	0.3219641244752522	0.6780358755247478	0.4052631578947368	77	190	True Positive	0.41757503903182086	0.5824249609681792	0.4019607843137255	41	Half	102	Half	102	41	0.4019607843137255	0.4009151204641568	0.5990848795358432	190	77	0.4052631578947368	0.5947368421052631	0.4052631578947368	Half	190	77	113	0.4052631578947368	
Present	Present	Present	Present	Half	Present	Half		GB049	Proto-Central Pacific	0	1		190	0.4052631578947368	77	0	1		0.4019607843137255	41	102	0	1	102	0.4019607843137255	41		0.05550046253491714	0.9444995374650828	0.4052631578947368	77	190		0.41757503903182097	0.5824249609681791	0.4019607843137255	41		102		102	41	0.4019607843137255	0.3533468508862387	0.6466531491137613	190	77	0.4166666666666667	0.5833333333333334	0.4052631578947368		190	77	113	0.4052631578947368	
Present	Present	Present	Present	Half	Present	Half		GB049	Proto-Polynesian	0	1		190	0.4052631578947368	77	0	1		0.4019607843137255	41	102	0	1	102	0.4019607843137255	41		0.04708529800296104	0.952914701997039	0.4052631578947368	77	190		0.4175750390318209	0.5824249609681791	0.4019607843137255	41		102		102	41	0.4019607843137255	0.3654022924624889	0.6345977075375111	190	77	0.47619047619047616	0.5238095238095238	0.4052631578947368		190	77	113	0.4052631578947368	
Absent	Absent	Absent	Absent	Half	Absent	Absent		GB049	Proto-Eastern Polynesian	1	0		190	0.4052631578947368	77	1	0		0.4019607843137255	41	102	0.8525	0.1475	102	0.4019607843137255	41		0.8569882086299543	0.14301179137004577	0.4052631578947368	77	190		0.4175750390318211	0.582424960968179	0.4019607843137255	41		102		102	41	0.4019607843137255	0.6278602231139288	0.3721397768860713	190	77	0.8333333333333334	0.16666666666666666	0.4052631578947368		190	77	113	0.4052631578947368	
Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	GB051	Proto-Oceanic	1	0	True Negative	251	0.01593625498007968	4	1	0	True Negative	0.01612903225806451	2	124	1	0	124	0.01612903225806451	2	True Negative	0.99999710563658	2.894363419896842e-6	0.01593625498007968	4	251	True Negative	0.9998567757857884	1.432242142115592e-4	0.01612903225806451	2	True Negative	124	True Negative	124	2	0.01612903225806451	0.999383547393228	6.164526067720769e-4	251	4	0.9840637450199204	0.01593625498007968	0.01593625498007968	True Negative	251	247	4	0.01593625498007968	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB051	Proto-Central Pacific	1	0		251	0.01593625498007968	4	1	0		0.01612903225806451	2	124	1	0	124	0.01612903225806451	2		0.999781558564102	2.1844143589804692e-4	0.01593625498007968	4	251		0.9999742548791904	2.574512080964088e-5	0.01612903225806451	2		124		124	2	0.01612903225806451	0.9993026522394276	6.973477605724908e-4	251	4	1	0	0.01593625498007968		251	247	4	0.01593625498007968	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB051	Proto-Polynesian	1	0		251	0.01593625498007968	4	1	0		0.01612903225806451	2	124	1	0	124	0.01612903225806451	2		0.999152498576791	8.475014232090572e-4	0.01593625498007968	4	251		0.9999891242113376	1.0875788662447049e-5	0.01612903225806451	2		124		124	2	0.01612903225806451	0.999496135136202	5.03864863798047e-4	251	4	1	0	0.01593625498007968		251	247	4	0.01593625498007968	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB051	Proto-Eastern Polynesian	1	0		251	0.01593625498007968	4	1	0		0.01612903225806451	2	124	1	0	124	0.01612903225806451	2		0.9992436709301686	7.563290698313777e-4	0.01593625498007968	4	251		0.999998800806725	1.199193275106746e-6	0.01612903225806451	2		124		124	2	0.01612903225806451	0.9995712394404044	4.2876055959567e-4	251	4	1	0	0.01593625498007968		251	247	4	0.01593625498007968	
Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	GB052	Proto-Oceanic	1	0	True Negative	250	0.02	5	1	0	True Negative	0.02439024390243902	3	123	1	0	123	0.02439024390243902	3	True Negative	0.999187605833144	8.123941668557916e-4	0.02	5	250	True Negative	0.9961584776670278	0.00384152233297221	0.02439024390243902	3	True Negative	123	True Negative	123	3	0.02439024390243902	0.9968844153735216	0.00311558462647829	250	5	0.98	0.02	0.02	True Negative	250	245	5	0.02	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB052	Proto-Central Pacific	1	0		250	0.02	5	1	0		0.02439024390243902	3	123	1	0	123	0.02439024390243902	3		0.9994899279991724	5.100720008275698e-4	0.02	5	250		0.9971941601368732	0.00280583986312694	0.02439024390243902	3		123		123	3	0.02439024390243902	0.9937567229991656	0.00624327700083447	250	5	0.9696969696969696	0.0303030303030303	0.02		250	245	5	0.02	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB052	Proto-Polynesian	1	0		250	0.02	5	1	0		0.02439024390243902	3	123	1	0	123	0.02439024390243902	3		0.9983703480800384	0.00162965191996166	0.02	5	250		0.9995146051993856	4.853948006144667e-4	0.02439024390243902	3		123		123	3	0.02439024390243902	0.9988242700754664	0.00117572992453351	250	5	0.9666666666666668	0.03333333333333333	0.02		250	245	5	0.02	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB052	Proto-Eastern Polynesian	1	0		250	0.02	5	1	0		0.02439024390243902	3	123	1	0	123	0.02439024390243902	3		0.998551153155126	0.00144884684487402	0.02	5	250		0.999972148803235	2.785119676488334e-5	0.02439024390243902	3		123		123	3	0.02439024390243902	0.9994409145230224	5.590854769774714e-4	250	5	1	0	0.02		250	245	5	0.02	
Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	GB053	Proto-Oceanic	1	0	True Negative	245	0.0653061224489796	16	1	0	True Negative	0.0743801652892562	9	121	1	0	121	0.0743801652892562	9	True Negative	0.9346938978590844	0.06530610214091545	0.0653061224489796	16	245	True Negative	0.9079817943569714	0.09201820564302864	0.0743801652892562	9	True Negative	121	True Negative	121	9	0.0743801652892562	0.9222181253901244	0.07778187460987579	245	16	0.9346938775510204	0.0653061224489796	0.0653061224489796	True Negative	245	229	16	0.0653061224489796	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB053	Proto-Central Pacific	1	0		245	0.0653061224489796	16	1	0		0.0743801652892562	9	121	1	0	121	0.0743801652892562	9		0.9346939658736784	0.06530603412632148	0.0653061224489796	16	245		0.9354308154851247	0.06456918451487507	0.0743801652892562	9		121		121	9	0.0743801652892562	0.9359307899928668	0.06406921000713313	245	16	1	0	0.0653061224489796		245	229	16	0.0653061224489796	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB053	Proto-Polynesian	1	0		245	0.0653061224489796	16	1	0		0.0743801652892562	9	121	1	0	121	0.0743801652892562	9		0.934693829846807	0.06530617015319282	0.0653061224489796	16	245		0.9700980886998604	0.02990191130013986	0.0743801652892562	9		121		121	9	0.0743801652892562	0.988360779105226	0.0116392208947741	245	16	1	0	0.0653061224489796		245	229	16	0.0653061224489796	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB053	Proto-Eastern Polynesian	1	0		245	0.0653061224489796	16	1	0		0.0743801652892562	9	121	1	0	121	0.0743801652892562	9		0.9346938978604528	0.0653061021395471	0.0653061224489796	16	245		0.9868568513968012	0.01314314860319876	0.0743801652892562	9		121		121	9	0.0743801652892562	0.995316916471774	0.00468308352822588	245	16	1	0	0.0653061224489796		245	229	16	0.0653061224489796	
Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	GB054	Proto-Oceanic	1	0	True Negative	245	0.02040816326530612	5	1	0	True Negative	0.02479338842975206	3	121	1	0	121	0.02479338842975206	3	True Negative	0.9996678960344126	3.321039655873051e-4	0.02040816326530612	5	245	True Negative	0.9784062634938742	0.0215937365061259	0.02479338842975206	3	True Negative	121	True Negative	121	3	0.02479338842975206	0.9991848630498288	8.151369501710623e-4	245	5	0.979591836734694	0.02040816326530612	0.02040816326530612	True Negative	245	240	5	0.02040816326530612	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB054	Proto-Central Pacific	1	0		245	0.02040816326530612	5	1	0		0.02479338842975206	3	121	1	0	121	0.02479338842975206	3		0.9996345289697454	3.654710302547105e-4	0.02040816326530612	5	245		0.980630570689164	0.019369429310836	0.02479338842975206	3		121		121	3	0.02479338842975206	0.9991932213801272	8.067786198727857e-4	245	5	1	0	0.02040816326530612		245	240	5	0.02040816326530612	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB054	Proto-Polynesian	1	0		245	0.02040816326530612	5	1	0		0.02479338842975206	3	121	1	0	121	0.02479338842975206	3		0.998641362389622	0.00135863761037803	0.02040816326530612	5	245		0.985368169476272	0.01463183052372784	0.02479338842975206	3		121		121	3	0.02479338842975206	0.9993392794601624	6.607205398375642e-4	245	5	1	0	0.02040816326530612		245	240	5	0.02040816326530612	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB054	Proto-Eastern Polynesian	1	0		245	0.02040816326530612	5	1	0		0.02479338842975206	3	121	1	0	121	0.02479338842975206	3		0.9987878543568453	0.00121214564315491	0.02040816326530612	5	245		0.989162329919662	0.01083767008033788	0.02479338842975206	3		121		121	3	0.02479338842975206	0.999490024852402	5.099751475980945e-4	245	5	1	0	0.02040816326530612		245	240	5	0.02040816326530612	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB057	Proto-Oceanic	1	0		244	0.2581967213114754	63	1	0		0.3305785123966942	40	121	0.7	0.3	121	0.3305785123966942	40		0.999986471014744	1.3528985255906556e-5	0.2581967213114754	63	244		0.8589656264725096	0.14103437352749043	0.3305785123966942	40		121		121	40	0.3305785123966942	0.9793679898102896	0.02063201018971025	244	63	0.7418032786885246	0.2581967213114754	0.2581967213114754		244	181	63	0.2581967213114754	
Absent	Present	Present	Absent	Present	Present	Present		GB057	Proto-Central Pacific	1	0		244	0.2581967213114754	63	0	1		0.3305785123966942	40	121	0.16416666666666666	0.8358333333333333	121	0.3305785123966942	40		0.9810057714265557	0.01899422857344436	0.2581967213114754	63	244		0.06024976035310453	0.9397502396468956	0.3305785123966942	40		121		121	40	0.3305785123966942	0.2985612418437671	0.7014387581562329	244	63	0.34375	0.65625	0.2581967213114754		244	181	63	0.2581967213114754	
Present	Present	Present	Present	Present	Present	Present		GB057	Proto-Polynesian	0	1		244	0.2581967213114754	63	0	1		0.3305785123966942	40	121	0.062	0.938	121	0.3305785123966942	40		0.00824535842234002	0.99175464157766	0.2581967213114754	63	244		9.660960999510748e-4	0.9990339039000488	0.3305785123966942	40		121		121	40	0.3305785123966942	0.00602516812998184	0.993974831870018	244	63	0.3103448275862069	0.6896551724137931	0.2581967213114754		244	181	63	0.2581967213114754	
Half	Half	Present	Present	Present	Present	Half		GB057	Proto-Eastern Polynesian	0.5	0.5		244	0.2581967213114754	63	0.5	0.5		0.3305785123966942	40	121	0.305	0.695	121	0.3305785123966942	40		0.15992798513749482	0.8400720148625053	0.2581967213114754	63	244		4.327270534292151e-4	0.9995672729465708	0.3305785123966942	40		121		121	40	0.3305785123966942	0.00338984198220968	0.9966101580177904	244	63	0.5555555555555556	0.4444444444444444	0.2581967213114754		244	181	63	0.2581967213114754	
Present	Half	Present	Present	Present	Present	Half	Present	GB058	Proto-Oceanic	0	1	True Positive	251	0.446215139442231	112	0.5	0.5	Half	0.43333333333333335	52	120	0.3	0.7	120	0.43333333333333335	52	True Positive	0.00308669197415539	0.9969133080258448	0.446215139442231	112	251	True Positive	0.25442221991151465	0.7455777800884853	0.43333333333333335	52	True Positive	120	True Positive	120	52	0.43333333333333335	0.08222008241028012	0.91777991758972	251	112	0.446215139442231	0.5537848605577689	0.446215139442231	Half	251	112	139	0.446215139442231	
Present	Present	Present	Present	Half	Present	Absent		GB058	Proto-Central Pacific	0	1		251	0.446215139442231	112	0	1		0.43333333333333335	52	120	0	1	120	0.43333333333333335	52		0.011847909358325	0.988152090641675	0.446215139442231	112	251		0.453324688325596	0.546675311674404	0.43333333333333335	52		120		120	52	0.43333333333333335	0.24647047690341123	0.7535295230965888	251	112	0.75	0.25	0.446215139442231		251	112	139	0.446215139442231	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB058	Proto-Polynesian	1	0		251	0.446215139442231	112	1	0		0.43333333333333335	52	120	0.93	0.07	120	0.43333333333333335	52		0.8289271763113335	0.17107282368866653	0.446215139442231	112	251		0.9323817652044024	0.06761823479559777	0.43333333333333335	52		120		120	52	0.43333333333333335	0.9766132605935062	0.02338673940649379	251	112	0.8275862068965517	0.1724137931034483	0.446215139442231		251	112	139	0.446215139442231	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB058	Proto-Eastern Polynesian	1	0		251	0.446215139442231	112	1	0		0.43333333333333335	52	120	1	0	120	0.43333333333333335	52		0.9870832537087624	0.01291674629123748	0.446215139442231	112	251		0.9967752720315904	0.00322472796840961	0.43333333333333335	52		120		120	52	0.43333333333333335	0.997384043649456	0.00261595635054389	251	112	0.8888888888888888	0.1111111111111111	0.446215139442231		251	112	139	0.446215139442231	
Present	Present	Present	Present	Present	Present	Present	Present	GB059	Proto-Oceanic	0	1	True Positive	260	0.03846153846153846	10	0	1	True Positive	0.0238095238095238	3	126	0	1	126	0.0238095238095238	3	True Positive	0.03846755938853598	0.961532440611464	0.03846153846153846	10	260	True Positive	0.02627583661433154	0.9737241633856684	0.0238095238095238	3	True Positive	126	True Positive	126	3	0.0238095238095238	0.02551763497727803	0.974482365022722	261	10	0.03831417624521072	0.9616858237547892	0.03831417624521072	True Positive	260	10	250	0.03846153846153846	
Present	Present	Present	Present	Present	Present	Present	Present	GB059	Proto-Polynesian	0	1	True Positive	260	0.03846153846153846	10	0	1	True Positive	0.0238095238095238	3	126	0	1	126	0.0238095238095238	3	True Positive	0.0384675593885358	0.961532440611464	0.03846153846153846	10	260	True Positive	0.02627583661433151	0.9737241633856684	0.0238095238095238	3	True Positive	126	True Positive	126	3	0.0238095238095238	0.02649158976303661	0.9735084102369632	261	10	0.03571428571428571	0.9642857142857144	0.03831417624521072	True Positive	260	10	250	0.03846153846153846	
Present	Present	Present	Present	Present	Present	Present		GB059	Proto-Central Pacific	0	1		260	0.03846153846153846	10	0	1		0.0238095238095238	3	126	0	1	126	0.0238095238095238	3		0.03846756458295557	0.9615324354170444	0.03846153846153846	10	260		0.02627583661433152	0.9737241633856686	0.0238095238095238	3		126		126	3	0.0238095238095238	0.02570666336034511	0.9742933366396548	261	10	0.0625	0.9375	0.03831417624521072		260	10	250	0.03846153846153846	
Present	Present	Present	Present	Present	Present	Present		GB059	Proto-Eastern Polynesian	0	1		260	0.03846153846153846	10	0	1		0.0238095238095238	3	126	0	1	126	0.0238095238095238	3		0.0384675593885358	0.961532440611464	0.03846153846153846	10	260		0.02627583661433151	0.9737241633856686	0.0238095238095238	3		126		126	3	0.0238095238095238	0.02484723451654879	0.9751527654834512	261	10	0	1	0.03831417624521072		260	10	250	0.03846153846153846	
Present	Half	Half	Present	Present	Present	Present	Present	GB068	Proto-Oceanic	0	1	True Positive	223	0.29596412556053814	66	0.5	0.5	Half	0.2767857142857143	31	112	0.435	0.565	112	0.2767857142857143	31	Half	0.1572864956659088	0.8427135043340912	0.29596412556053814	66	223	True Positive	0.28919266300001345	0.7108073369999867	0.2767857142857143	31	True Positive	112	True Positive	112	31	0.2767857142857143	0.2777186861154776	0.7222813138845223	223	66	0.29596412556053814	0.7040358744394619	0.29596412556053814	True Positive	223	66	157	0.29596412556053814	
Present	Present	Present	Present	Present	Present	Present		GB068	Proto-Central Pacific	0	1		223	0.29596412556053814	66	0	1		0.2767857142857143	31	112	0	1	112	0.2767857142857143	31		0.04205924399480919	0.9579407560051908	0.29596412556053814	66	223		0.28919266300001356	0.7108073369999864	0.2767857142857143	31		112		112	31	0.2767857142857143	0.27728388369162427	0.7227161163083757	223	66	0.2	0.8	0.29596412556053814		223	66	157	0.29596412556053814	
Present	Present	Present	Present	Present	Present	Present		GB068	Proto-Polynesian	0	1		223	0.29596412556053814	66	0	1		0.2767857142857143	31	112	0	1	112	0.2767857142857143	31		0.29380842284375885	0.7061915771562411	0.29596412556053814	66	223		0.28919266300001356	0.7108073369999863	0.2767857142857143	31		112		112	31	0.2767857142857143	0.276988902545041	0.723011097454959	223	66	0.2222222222222222	0.7777777777777778	0.29596412556053814		223	66	157	0.29596412556053814	
Present	Present	Present	Present	Present	Present	Present		GB068	Proto-Eastern Polynesian	0	1		223	0.29596412556053814	66	0	1		0.2767857142857143	31	112	0	1	112	0.2767857142857143	31		0.03403600756570979	0.96596399243429	0.29596412556053814	66	223		0.28919266300001345	0.7108073369999867	0.2767857142857143	31		112		112	31	0.2767857142857143	0.27549774080869205	0.724502259191308	223	66	0.125	0.875	0.29596412556053814		223	66	157	0.29596412556053814	
Absent	Half	Absent	Absent	Absent	Absent	Absent		GB069	Proto-Oceanic	1	0		206	0.3446601941747573	71	0.5	0.5		0.375	39	104	0.655	0.345	104	0.375	39		0.6701026511746114	0.32989734882538846	0.3446601941747573	71	206		0.6164934152777786	0.38350658472222143	0.375	39		104		104	39	0.375	0.6249825098530859	0.3750174901469141	206	71	0.6553398058252428	0.3446601941747573	0.3446601941747573		206	135	71	0.3446601941747573	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB069	Proto-Central Pacific	1	0		206	0.3446601941747573	71	1	0		0.375	39	104	1	0	104	0.375	39		0.6283162556614051	0.37168374433859486	0.3446601941747573	71	206		0.6164934152777786	0.3835065847222214	0.375	39		104		104	39	0.375	0.6249825210152777	0.3750174789847222	206	71	0.6538461538461539	0.34615384615384615	0.3446601941747573		206	135	71	0.3446601941747573	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB069	Proto-Polynesian	1	0		206	0.3446601941747573	71	1	0		0.375	39	104	1	0	104	0.375	39		0.7951110669999004	0.2048889330000996	0.3446601941747573	71	206		0.6164934152777787	0.3835065847222213	0.375	39		104		104	39	0.375	0.6249826910698464	0.3750173089301536	206	71	0.6521739130434783	0.34782608695652173	0.3446601941747573		206	135	71	0.3446601941747573	
Absent	Absent	Absent	Absent	Absent	Absent	Absent		GB069	Proto-Eastern Polynesian	1	0		206	0.3446601941747573	71	1	0		0.375	39	104	1	0	104	0.375	39		0.9094469938232894	0.09055300617671055	0.3446601941747573	71	206		0.6164934152777786	0.38350658472222143	0.375	39		104		104	39	0.375	0.624988788413882	0.375011211586118	206	71	0.8571428571428571	0.14285714285714285	0.3446601941747573		206	135	71	0.3446601941747573	
Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	GB070	Proto-Polynesian	1	0	True Negative	258	0.06589147286821706	17	1	0	True Negative	0.0564516129032258	7	124	1	0	124	0.0564516129032258	7	True Negative	0.9557406728222128	0.04425932717778711	0.06589147286821706	17	258	True Negative	0.9399938033132887	0.06000619668671125	0.0564516129032258	7	True Negative	124	True Negative	124	7	0.0564516129032258	0.9434632339996502	0.05653676600034989	259	17	0.9333333333333332	0.06666666666666667	0.06563706563706563	True Negative	258	241	17	0.06589147286821706	
