Feature_ID,LogLikelihood,AICc,pRoot0,pRoot1,q01,q10,nTips,nTips_state_0,nTips_state_1
GB020,-156.17275686846526,316.3933225018707,0.5977913427880933,0.4022086572119066,0.23230202526410174,0.2090926212816631,254,118,136
GB021,-139.2274569780685,282.506196007419,0.9986426944077365,0.0013573055922636032,0.18423144143090595,0.35934672811081636,237,159,78
GB022,-132.2266503947127,268.5003596129548,1.4022839340154523e-4,0.9998597716065984,0.10627364202431595,0.15100611710992778,258,122,136
GB023,-134.37460900606453,272.79609301212906,0.9158907126015291,0.08410928739847091,0.16797444098845637,0.5577212542007036,259,201,58
GB024a,-125.42162084072602,254.89124168145204,1.3868948301037006e-4,0.9998613105169897,0.0681639645267175,0.20901627731159028,253,155,98
GB024b,-107.85769208045632,219.76338416091264,0.06009333199774569,0.9399066680022543,0.12782592158894754,0.07748602968774435,253,79,174
GB025a,-132.16434256976316,268.37574396305575,0.9978678382541787,0.0021321617458213158,0.1304601077359732,0.36308652523948814,258,191,67
GB025b,-100.79918302133707,205.64542486620354,0.0021739025959349586,0.997826097404065,0.5102060971709439,0.09081232212798208,258,38,220
GB026,-11.639309671579369,27.33056739510679,0.9903476786177616,0.009652321382238246,0.14487980372617992,14.864951532991713,234,232,2
GB027,-116.74205730365946,237.54125746446178,0.10530512647384992,0.8946948735261501,0.32033918803041345,0.14574272218106704,213,63,150
GB028,-30.480486377220164,65.00574887384332,2.5167911478851472e-12,0.9999999999974831,0.06331088687339657,0.012081153926465383,271,7,264
GB030,-29.153766179169715,62.353159734765285,0.9999974360101421,2.5639898579494073e-6,0.014904993953190362,0.35840462020411223,266,259,7
GB031,-137.7074754439042,279.46146251571537,1.1582275591364925e-4,0.9998841772440863,0.19025415837978665,0.13271417299860994,261,90,171
GB035,-148.29772846553433,300.6467389823507,0.10124423706961488,0.8987557629303851,0.48311675560570866,0.23396168872835496,237,81,156
GB036,-56.663790724252536,117.37886349978712,0.9999471584468551,5.2841553144927436e-5,0.04160474238090114,0.40454171144002665,237,220,17
GB037,-74.49403083673862,153.03978581140828,0.9908301845372682,0.009169815462731873,0.09422687744494648,0.8365288002881257,235,212,23
GB038,-28.221145711830665,60.49107191146621,0.8368642372197115,0.16313576278028843,0.03200216804999055,1.2892204108300243,249,243,6
