Language_ID	aes	category	classification	level	med	subclassification	Name	Macroarea	Latitude	Longitude	Glottocode	ISO639P3code	Countries	Family_ID	Language_level_ID
lamo1244	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/sout2874/bibl1237	language	grammar sketch	(iban1265:1,lomo1241:1,muse1238:1,pare1269:1,puli1237:1)lamo1244:1	Lamogai	Papunesia	-5.87071	149.321	lamo1244	lmg	PG	aust1307	lamo1244
lare1249	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/cent2316	language	phonology/text	lare1249:1	Larevat	Papunesia	-16.1971	167.387	lare1249	lrv	VU	aust1307	lare1249
laua1243	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/east2446	language	Wordlist or less	(lauu1248:1,vanu1243:1)laua1243:1	Lauan	Papunesia	-18.2131	-178.785	laua1243	llx	FJ	aust1307	laua1243
lauu1247	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout2853/mala1485/mala1540/mala1542/nort2833/nort3284	language	grammar sketch	(daii1239:1,nucl1477:1,suaf1237:1)lauu1247:1	Lau	Papunesia	-8.51018	160.872	lauu1247	llu	SB	aust1307	lauu1247
lava1239	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/mada1284	language	Wordlist or less	(kont1245:1,lamu1255:1,lava1240:1,ugan1242:1)lava1239:1	Lavatbura-Lamusong	Papunesia	-3.21903	151.728	lava1239	lbv	PG	aust1307	lava1239
lawu1237	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/piva1237	language	Wordlist or less	(amun1244:1)lawu1237:1	Lawunuia	Papunesia	-6.15201	155.129	lawu1237	tgi	PG	aust1307	lawu1237
leha1243	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/torr1262	language	Wordlist or less	leha1243:1	Lehali	Papunesia	-13.5043	167.332	leha1243	tql	VU	aust1307	leha1243
leha1244	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/torr1262	language	Wordlist or less	leha1244:1	Lehalurup	Papunesia	-13.542726	167.343342	leha1244	urr	VU	aust1307	leha1244
leip1237	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/manu1262/east2460	language	Wordlist or less	leip1237:1	Leipon	Papunesia	-1.9665	147.226	leip1237	lek	PG	aust1307	leip1237
lele1267	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/epie1239/efat1236/nort3222	language	long grammar	lele1267:1	Lelepa	Papunesia	-17.6042	168.202	lele1267	lpa	VU	aust1307	lele1267
lele1270	threatened	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/manu1262/east2460/koro1314	language	long grammar	(sabo1241:1)lele1270:1	Lele (Papua New Guinea)	Papunesia	-2.04783	147.207	lele1270	lle	PG	aust1307	lele1270
leme1238	nearly extinct	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/torr1262/leme1240	language	phonology/text	leme1238:1	Lemerig	Papunesia	-13.739697	167.420676	leme1238	lrz	VU	aust1307	leme1238
lena1238	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout3173/sout2868/tann1242/nort3218	language	grammar sketch	(ikyo1237:1,iton1249:1,loan1237:1,nera1237:1)lena1238:1	Lenakel	Papunesia	-19.4763	169.261	lena1238	tnl	VU	aust1307	lena1238
leng1259	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout2853/guad1241/nucl1470/nort2832	language	grammar	(aola1237:1,ghai1237:1,nucl1472:1,pari1257:1)leng1259:1	Lengo	Papunesia	-9.56425	160.42	leng1259	lgr	SB	aust1307	leng1259
lenk1247	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/sout2879	language	Wordlist or less	lenk1247:1	Lenkau	Papunesia	-2.33367	147.742	lenk1247	ler	PG	aust1307	lenk1247
lesi1239	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/sout2874/araw1269/araw1283/east2763	language	Wordlist or less	(geli1237:1,lesi1240:1)lesi1239:1	Lesing-Gelimi	Papunesia	-6.19889	150.506	lesi1239	let	PG	aust1307	lesi1239
lete1241	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/sout3240	language	Wordlist or less	(lete1242:1,repa1237:1)lete1241:1	Letemboi-Repanbitip	Papunesia	-16.4339	167.566	lete1241	nms	VU	aust1307	lete1241
lewo1242	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/epie1239/epii1237/lame1259	language	long grammar	(mate1259:1,tasi1237:1)lewo1242:1	Lewo	Papunesia	-16.7612	168.334	lewo1242	lww	VU	aust1307	lewo1242
lihi1237	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/taba1270	language	grammar sketch	lihi1237:1	Lihir	Papunesia	-3.18895	152.606	lihi1237	lih	PG	aust1307	lihi1237
liki1241	moribund	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/sarm1241/sarm1242/sobe1239/sobe1240	language	Wordlist or less	liki1241:1	Liki	Papunesia	-1.60652	138.731	liki1241	lio	ID	aust1307	liki1241
liku1243	moribund	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/manu1262/west2533/west2849	language	Wordlist or less	liku1243:1	Likum	Papunesia	-2.16157	146.695	liku1243	lib	PG	aust1307	liku1243
ling1265	threatened	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/cent2316	language	long grammar	ling1265:1	Neverver	Papunesia	-16.1986	167.499	ling1265	lgk	VU	aust1307	ling1265
litz1237	nearly extinct	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/cent2316	language	long grammar	litz1237:1	Naman	Papunesia	-16.1331	167.415	litz1237	lzl	VU	aust1307	litz1237
loma1261	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/east2446	language	Wordlist or less	loma1261:1	Lomaiviti	Papunesia	-18.0001	179.306	loma1261	lmv	FJ	aust1307	loma1261
long1395	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout2853/mala1485	language	long grammar	long1395:1	Longgu	Papunesia	-9.75258	160.663	long1395	lgu	SB	aust1307	long1395
loni1238	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/manu1262/moko1244	language	long grammar	loni1238:1	Loniu	Papunesia	-2.06124	147.35	loni1238	los	PG	aust1307	loni1238
lonw1238	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/ambr1240	language	grammar	lonw1238:1	Lonwolwol	Papunesia	-16.2286	168.016	lonw1238	crc	VU	aust1307	lonw1238
lore1244	moribund	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/espi1234/nucl1793/shar1251	language	Wordlist or less	lore1244:1	Nethalp	Papunesia	-15.334763	167.166325	lore1244	lnn	VU	aust1307	lore1244
lote1237	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/meng1266	language	grammar	lote1237:1	Lote	Papunesia	-5.954	150.911	lote1237	uvl	PG	aust1307	lote1237
loto1240	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/torr1262/hiwl1234	language	Wordlist or less	loto1240:1	Lo-Toga	Papunesia	-13.334872	166.634338	loto1240	lht	VU	aust1307	loto1240
louu1245	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/sout2879/loup1244	language	grammar sketch	(reii1237:1)louu1245:1	Lou	Papunesia	-2.38659	147.346	louu1245	loj	PG	aust1307	louu1245
lung1249	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/newg1239/west2857/simb1260/ghan1246	language	Wordlist or less	lung1249:1	Lungga	Papunesia	-8.17469	156.573	lung1249	lga	SB	aust1307	lung1249
lusi1240	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/nger1240/east2772/kali1298	language	grammar	(kali1299:1)lusi1240:1	Lusi	Papunesia	-5.55033	149.148	lusi1240	khl	PG	aust1307	lusi1240
mada1285	threatened	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/mada1284	language	grammar sketch	(danu1250:1,kati1275:1,lele1268:1,malo1244:1,mesi1243:1)mada1285:1	Madak	Papunesia	-3.34342	151.967	mada1285	mmx	PG	aust1307	mada1285
maee1241	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/nort3261	language	long grammar	(nort2837:1)maee1241:1	Tirax	Papunesia	-15.9914	167.288	maee1241	mme	VU	aust1307	maee1241
mafe1237	nearly extinct	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/espi1234/nucl1793/east2754/mafe1238	language	long grammar	mafe1237:1	Mafea	Papunesia	-15.4316	167.241	mafe1237	mkv	VU	aust1307	mafe1237
mago1248	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/peri1258/cent2070/oumi1237/mago1247	language	Wordlist or less	mago1248:1	Magori	Papunesia	-10.2321	149.26	mago1248	zgr	PG	aust1307	mago1248
maia1251	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/bwai1241/iama1238	language	phonology/text	maia1251:1	Maiadomu	Papunesia	-9.47132	150.76	maia1251	mzz	PG	aust1307	maia1251
maii1238	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/epie1239/epii1237/bier1245	language	phonology/text	maii1238:1	Maii	Papunesia	-16.7388	168.211	maii1238	mmm	VU	aust1307	maii1238
mais1250	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241	language	grammar	(nucl1499:1,kosi1238:1)mais1250:1	Maisin	Papunesia	-9.22853	148.731	mais1250	mbq	PG	aust1307	mais1250
maiw1249	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241/taup1241/nucl1794/east2762	language	Wordlist or less	maiw1249:1	Maiwala	Papunesia	-10.3282	150.33	maiw1249	mum	PG	aust1307	maiw1249
mala1484	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout2853/guad1241/nucl1470/nort2832	language	Wordlist or less	mala1484:1	Malango	Papunesia	-9.61383	160.118	mala1484	mln	SB	aust1307	mala1484
mala1487	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/kora1297	language	Wordlist or less	(nucl1509:1,sing1268:1)mala1487:1	Malasanga	Papunesia	-5.9401	147.058	mala1487	mqz	PG	aust1307	mala1487
mala1489	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/nger1240/west2862	language	Wordlist or less	mala1489:1	Malalamai	Papunesia	-5.77495	146.642	mala1489	mmt	PG	aust1307	mala1489
male1289	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243	language	grammar sketch	(kile1242:1,male1290:1)male1289:1	Maleu-Kilenge	Papunesia	-5.61613	148.445	male1289	mgl	PG	aust1307	male1289
malf1237	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/sout3240/sout3197	language	Wordlist or less	(orie1237:1)malf1237:1	Na'ahai	Papunesia	-16.5499	167.509	malf1237	mlx	VU	aust1307	malf1237
malo1243	threatened	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/espi1234/nucl1793/sout3339	language	long grammar	(atar1237:1,avun1237:1)malo1243:1	Tamambo	Papunesia	-15.6835	167.16	malo1243	mla	VU	aust1307	malo1243
malo1245	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/scho1242/siau1243/siss1244/sera1271/siss1245	language	Wordlist or less	malo1245:1	Malol	Papunesia	-3.11695	142.244	malo1245	mbk	PG	aust1307	malo1245
malu1245	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/nort3223	language	grammar	malu1245:1	Malua Bay	Papunesia	-15.9813	167.208	malu1245	mll	VU	aust1307	malu1245
mamu1254	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/meng1266/mamu1256	language	Wordlist or less	(melk1241:1,nucl1511:1)mamu1254:1	Mamusi	Papunesia	-5.84776	151.033	mamu1254	kdf	PG	aust1307	mamu1254
mana1295	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/scho1242/kair1261/mana1294/bamm1241/mana1301	language	long grammar	(wana1266:1)mana1295:1	Manam	Papunesia	-4.07921	145.033	mana1295	mva	PG	aust1307	mana1295
mand1440	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/taba1270	language	grammar sketch	(taba1261:1,simb1257:1,tata1256:1)mand1440:1	Mandara	Papunesia	-2.7828	151.956	mand1440	tbf	PG	aust1307	mand1440
mang1401	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/nort3246/solo1260/cent2298/east2449/cent2062	language	grammar	mang1401:1	Mangareva	Papunesia	-23.1095	-134.97	mang1401	mrv	PF	aust1307	mang1401
mang1403	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/sout2874/araw1269/bebe1254	language	grammar sketch	(mara1401:1,umua1241:1)mang1403:1	Mangseng	Papunesia	-5.89752	150.68	mang1403	mbh	PG	aust1307	mang1403
mang1404	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/buan1245/mapo1247	language	grammar sketch	(kwas1244:1,lagi1237:1)mang1404:1	Mangga Buang	Papunesia	-6.99891	146.685	mang1404	mmo	PG	aust1307	mang1404
maor1246	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/nort3246/solo1260/cent2298/east2449/cent2062	language	long grammar	((sout2867:1,ngaa1243:1,ngaa1242:1,bayo1258:1)east2850:1,mori1267:1,(roto1247:1,(ngaa1244:1,teau1234:1)nort2846:1,tara1315:1,waik1246:1,wang1297:1)west2940:1)maor1246:1	Maori	Papunesia	-38.2881	176.541	maor1246	mri	NZ	aust1307	maor1246
mapi1250	extinct	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/micr1243/micr1244/cent2276/west2844/pona1247/truk1243/nucl1749	language	Wordlist or less	mapi1250:1	Mapia	Papunesia	0.908889	134.304722	mapi1250	mpy	ID	aust1307	mapi1250
mapo1242	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/buan1245/mapo1247	language	long grammar	(buwe1237:1,chim1298:1,mamb1304:1,mapo1243:1,papa1266:1,waga1263:1,wins1237:1)mapo1242:1	Mapos Buang	Papunesia	-6.86672	146.774	mapo1242	bzh	PG	aust1307	mapo1242
mara1399	nearly extinct	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/nort3261	language	grammar	mara1399:1	Maragus	Papunesia	-16.0695	167.33	mara1399	mrs	VU	aust1307	mara1399
mari1426	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/maew1234	language	long grammar	mari1426:1	Sunwadia	Papunesia	-14.970047	168.057941	mari1426	mrb	VU	aust1307	mari1426
mari1428	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/belr1234/bell1262/nucl1510	language	grammar sketch	(nort2853:1,sout2875:1,west2531:1)mari1428:1	Marik	Papunesia	-5.349	145.59	mari1428	dad	PG	aust1307	mari1428
mari1429	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/huon1245/mark1257/uppe1423/moun1250	language	phonology/text	mari1429:1	Mari (Madang Province)	Papunesia	-5.97399	145.828	mari1429	hob	PG	aust1307	mari1429
maro1244	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/newg1239/east2761/maro1247	language	phonology/text	maro1244:1	Marovo	Papunesia	-8.37943	157.747	maro1244	mvo	SB	aust1307	maro1244
mars1254	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/micr1243/micr1244/cent2276/west2844	language	long grammar	(rata1243:1,rali1241:1)mars1254:1	Marshallese	Papunesia	8.72	167.73	mars1254	mah	MH	aust1307	mars1254
masi1265	moribund	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/sarm1241/sarm1242	language	Wordlist or less	masi1265:1	Masimasi	Papunesia	-2.00717	139.04	masi1265	ism	ID	aust1307	masi1265
mask1242	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315/sout3239	language	long grammar	mask1242:1	Maskelynes	Papunesia	-16.5073	167.818	mask1242	klv	VU	aust1307	mask1242
mato1252	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/belr1234	language	grammar	(bone1251:1,nana1258:1)mato1252:1	Mato	Papunesia	-5.91639	146.859	mato1252	met	PG	aust1307	mato1252
matu1261	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/belr1234/bell1262/nucl1510	language	phonology/text	matu1261:1	Matukar	Papunesia	-4.9078	145.779	matu1261	mjk	PG	aust1307	matu1261
mbul1263	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243	language	long grammar	(gaur1239:1,nort2856:1,nucl1512:1,saka1290:1)mbul1263:1	Mbula	Papunesia	-5.66965	148.041	mbul1263	mna	PG	aust1307	mbul1263
mede1237	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/scho1242/kair1261/mana1294	language	Wordlist or less	mede1237:1	Medebur	Papunesia	-4.49918	145.425	mede1237	mjm	PG	aust1307	mede1237
meke1243	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/peri1258/cent2070/west2850/nucl1506	language	long grammar	(east2455:1,nort2850:1,nort2851:1,west2528:1)meke1243:1	Mekeo	Papunesia	-8.23853	146.586	meke1243	mek	PG	aust1307	meke1243
mele1250	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/vanu1245/mele1252	language	grammar sketch	(fila1237:1,mele1251:1)mele1250:1	Mele-Fila	Papunesia	-17.6841	168.275	mele1250	mxe	VU	aust1307	mele1250
meng1267	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/meng1266/mamu1256	language	grammar sketch	(bush1249:1,nort2855:1,sout2876:1)meng1267:1	Mengen	Papunesia	-5.47036	151.373	meng1267	mee	PG	aust1307	meng1267
mera1242	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/will1243/naka1266	language	phonology/text	(lolo1263:1)mera1242:1	Meramera	Papunesia	-4.97468	151.528	mera1242	mxm	PG	aust1307	mera1242
mere1242	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/espi1234/west2956/tial1241	language	grammar sketch	(wini1243:1)mere1242:1	Merei	Papunesia	-15.2839	166.905	mere1242	lmb	VU	aust1307	mere1242
merl1237	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/torr1262	language	Wordlist or less	(matl1238:1,mwer1250:1,west2512:1)merl1237:1	Merlav	Papunesia	-14.450679	168.053527	merl1237	mrm	VU	aust1307	merl1237
midd1327	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/huon1245/mark1257/watu1246	language	grammar sketch	midd1327:1	Middle Watut	Papunesia	-6.88249	146.399126	midd1327	mpl	PG	aust1307	midd1327
mina1269	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241/taup1241	language	phonology/text	mina1269:1	Minaveha	Papunesia	-9.59922	150.501	mina1269	mvn	PG	aust1307	mina1269
mind1255	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/belr1234/bell1262/astr1247	language	Wordlist or less	mind1255:1	Mindiri	Papunesia	-5.5	146.15	mind1255	mpn	PG	aust1307	mind1255
mini1251	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/patp1244/mini1257	language	long grammar	mini1251:1	Minigir	Papunesia	-4.31803	152.005	mini1251	vmg	PG	aust1307	mini1251
misi1243	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/peri1258/kili1270	language	grammar sketch	(nasi1246:1,tewa1259:1)misi1243:1	Misima-Paneati	Papunesia	-10.6821	152.696	misi1243	mpx	PG	aust1307	misi1243
miuu1237	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/sout2874/araw1269/pasi1254	language	Wordlist or less	miuu1237:1	Miu	Papunesia	-5.88037	149.557	miuu1237	mpo	PG	aust1307	miuu1237
moke1240	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/manu1262/moko1244	language	Wordlist or less	moke1240:1	Mokerang	Papunesia	-2.01602	147.423	moke1240	mft	PG	aust1307	moke1240
moki1238	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/micr1243/micr1244/cent2276/west2844/pona1247/pona1248	language	long grammar	moki1238:1	Mokilese	Papunesia	6.65651	159.776	moki1238	mkj	FM	aust1307	moki1238
moli1248	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/bwai1241	language	phonology/text	(aial1237:1,tala1284:1,tosi1237:1)moli1248:1	Molima	Papunesia	-9.57457	150.614	moli1248	mox	PG	aust1307	moli1248
mond1265	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/manu1262/west2533/west2849	language	Wordlist or less	mond1265:1	Mondropolon	Papunesia	-2.01359	146.931	mond1265	npn	PG	aust1307	mond1265
mono1273	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/mono1280	language	grammar	(aluu1243:1,faur1237:1,mono1274:1)mono1273:1	Mono-Alu	Papunesia	-7.05102	155.76	mono1273	mte	SB	aust1307	mono1273
moro1286	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/espi1234/west2956/sout3194	language	Wordlist or less	moro1286:1	Morouas	Papunesia	-15.3498	166.891	moro1286	mrp	VU	aust1307	moro1286
mort1237	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/micr1243/micr1244/cent2276/west2844/pona1247/truk1243/nucl1749/cent2290/east2764/mort1238	language	grammar sketch	(lowe1410:1,midm1238:1,uppe1422:1)mort1237:1	Mortlockese	Papunesia	5.50735	153.710778	mort1237	mrl	FM	aust1307	mort1237
mota1237	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/torr1262	language	grammar sketch	mota1237:1	Mota	Papunesia	-13.835361	167.690924	mota1237	mtt	VU	aust1307	mota1237
motl1237	threatened	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/torr1262	language	long grammar	(volo1238:1)motl1237:1	Mwotlap	Papunesia	-13.655015	167.706277	motl1237	mlv	VU	aust1307	motl1237
motu1246	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/peri1258/cent2070/west2850	language	long grammar	(east2454:1,west2526:1)motu1246:1	Motu	Papunesia	-9.67492	147.424	motu1246	meu	PG	aust1307	motu1246
mouk1239	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/sout2874/bibl1237	language	grammar sketch	(mouk1240:1,tour1244:1)mouk1239:1	Mouk-Aria	Papunesia	-5.71155	149.158	mouk1239	mwh	PG	aust1307	mouk1239
mpot1241	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/nort3223/nort3230/boto1250	language	Wordlist or less	mpot1241:1	Mpotovoro	Papunesia	-15.8988	167.232	mpot1241	mvt	VU	aust1307	mpot1241
mudu1242	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/bali1280	language	grammar	mudu1242:1	Muduapa	Papunesia	-4.69751	149.489	mudu1242	wiv	PG	aust1307	mudu1242
murp1234	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/kora1297	language	Wordlist or less	murp1234:1	Mur Pano	Papunesia	-5.6642	146.522	murp1234	tkv	PG	aust1307	murp1234
muso1238	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/huon1245/mark1257/lowe1411/busu1245/muso1239	language	grammar sketch	muso1238:1	Musom	Papunesia	-6.53817	146.93	muso1238	msu	PG	aust1307	muso1238
muss1246	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/stma1240	language	grammar	(emir1237:1,(east2461:1,sout2880:1,west2534:1)muss1248:1)muss1246:1	Mussau-Emira	Papunesia	-1.44105	149.624	muss1246	emi	PG	aust1307	muss1246
