Language_ID	aes	category	classification	level	med	subclassification	Name	Macroarea	Latitude	Longitude	Glottocode	ISO639P3code	Countries	Family_ID	Language_level_ID
eluu1241	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/manu1262/east2460/kurt1251/kurt1252	language	Wordlist or less	eluu1241:1	Elu	Papunesia	-1.99841	147.101	eluu1241	elu	PG	aust1307	eluu1241
emae1237	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/vanu1245	language	grammar sketch	emae1237:1	Emae	Papunesia	-17.052	168.399	emae1237	mmw	VU	aust1307	emae1237
eree1241	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/manu1262/east2460/kurt1251	language	Wordlist or less	eree1241:1	Ere	Papunesia	-2.15569	147.083	eree1241	twp	PG	aust1307	eree1241
eton1255	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/epie1239/efat1236/sout3196	language	Wordlist or less	(eton1256:1,pang1289:1)eton1255:1	Eton (Vanuatu)	Papunesia	-17.74	168.549	eton1255	etn	VU	aust1307	eton1255
faga1239	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout2853/mala1485/mala1540/sanc1243	language	Wordlist or less	(aguf1237:1,nucl1474:1,rihu1237:1)faga1239:1	Fagani	Papunesia	-10.4479	161.662	faga1239	faf	SB	aust1307	faga1239
fata1245	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout2853/mala1485/mala1540/mala1542/nort2833/nort3284	language	Wordlist or less	fata1245:1	Fataleka	Papunesia	-8.59041	160.861	fata1245	far	SB	aust1307	fata1245
fiji1243	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/east2446	language	long grammar	(bauu1243:1,cent2061:1,kada1285:1,nort2843:1,nort2842:1,sout2863:1,sout2864:1,west2514:1)fiji1243:1	Fijian	Papunesia	-18	178.33	fiji1243	fij	FJ	aust1307	fiji1243
fort1240	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/espi1234/west2956	language	Wordlist or less	fort1240:1	Kiai	Papunesia	-15.4484	166.931	fort1240	frt	VU	aust1307	fort1240
futu1245	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/vanu1245/mele1252	language	long grammar	(aniw1237:1,west2515:1)futu1245:1	Futuna-Aniwa	Papunesia	-19.5303	170.215	futu1245	fut	VU	aust1307	futu1245
fwai1237	threatened	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211/nmip1235/nmif1235/hyen1234	language	phonology/text	fwai1237:1	Fwâi	Papunesia	-20.6873	164.901	fwai1237	fwa	NC	aust1307	fwai1237
gale1257	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/dobu1240/bose1238	language	Wordlist or less	(basi1247:1,game1243:1,gare1237:1,sebu1244:1,urua1243:1,wada1262:1)gale1257:1	Galeya	Papunesia	-9.54137	150.836	gale1257	gar	PG	aust1307	gale1257
gaoo1237	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/sant1458/east2452	language	Wordlist or less	gaoo1237:1	Gao	Papunesia	-8.35163	159.789	gaoo1237	gga	SB	aust1307	gaoo1237
gapa1238	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241/arei1235/boan1246	language	grammar sketch	gapa1238:1	Gapapaiwa	Papunesia	-9.73317	149.854	gapa1238	pwg	PG	aust1307	gapa1238
geda1237	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/belr1234/bell1262/nucl1510	language	grammar sketch	geda1237:1	Gedaged	Papunesia	-5.18175	145.781	geda1237	gdd	PG	aust1307	geda1237
gela1263	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout2853/guad1241/nucl1470/ngge1240	language	long grammar	gela1263:1	Gela	Papunesia	-9.04587	160.186	gela1263	nlg	SB	aust1307	gela1263
ghan1242	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/newg1239/west2857/simb1260/ghan1246	language	grammar sketch	(gano1234:1,kubo1244:1)ghan1242:1	Ghanongga	Papunesia	-8.02035	156.552	ghan1242	ghn	SB	aust1307	ghan1242
ghar1239	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout2853/guad1241/nucl1470/nort2832	language	grammar sketch	(gaee1238:1,geri1237:1,ndii1241:1,ngin1246:1,nucl1471:1,tand1254:1)ghar1239:1	Ghari	Papunesia	-9.4791	159.917	ghar1239	gri	SB	aust1307	ghar1239
ghay1237	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241/arei1235/boan1246	language	phonology/text	ghay1237:1	Ghayavi	Papunesia	-10.011	149.84	ghay1237	bmk	PG	aust1307	ghay1237
gilb1244	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/micr1243/micr1244/cent2276	language	grammar	(bana1287:1,nuii1237:1)gilb1244:1	Gilbertese	Papunesia	-1.34	176.44	gilb1244	gil	KI;SB	aust1307	gilb1244
gimi1242	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/sout2874/araw1269/araw1283/west2530	language	Wordlist or less	gimi1242:1	Gimi (West New Britain)	Papunesia	-6.02464	149.478	gimi1242	gip	PG	aust1307	gimi1242
gitu1237	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/nger1240/west2862/tuam1243	language	Wordlist or less	gitu1237:1	Gitua	Papunesia	-6.0151	147.485	gitu1237	ggt	PG	aust1307	gitu1237
gone1237	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/east2446	language	Wordlist or less	gone1237:1	Gone Dau	Papunesia	-16.5886	178.599	gone1237	goo	FJ	aust1307	gone1237
gora1262	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/buan1245/mume1239	language	Wordlist or less	(yant1237:1)gora1262:1	Gorakor	Papunesia	-6.85564	146.579	gora1262	goc	PG	aust1307	gora1262
gula1270	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout2853/mala1485/mala1540/mala1542/nort2833	language	Wordlist or less	gula1270:1	Gula'alaa	Papunesia	-8.74742	161.023	gula1270	gmb	SB	aust1307	gula1270
guma1254	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848	language	grammar	guma1254:1	Gumawana	Papunesia	-9.28497	150.762	guma1254	gvs	PG	aust1307	guma1254
gura1254	extinct	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/patp1244/mini1257	language	Wordlist or less	gura1254:1	Guramalum	Papunesia	-4.26666	152.933	gura1254	grz	PG	aust1307	gura1254
gwed1239	moribund	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241/taup1241/nucl1794/east2762	language	Wordlist or less	gwed1239:1	Gweda	Papunesia	-10.2173	150.421	gwed1239	grw	PG	aust1307	gwed1239
haek1239	moribund	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211/vohk1236/vohk1234/bwat1242/haek1241	language	phonology/text	haek1239:1	Haeke	Papunesia	-21.0735	164.869	haek1239	aek	NC	aust1307	haek1239
haho1237	threatened	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/neha1246/nucl1750/buka1262/sapo1252/tinp1238	language	Wordlist or less	(arav1240:1,kuru1306:1,rats1237:1)haho1237:1	Hahon	Papunesia	-5.59031	154.801	haho1237	hah	PG	aust1307	haho1237
haig1237	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241/taup1241/nucl1794/east2762	language	Wordlist or less	(kapu1244:1,naur1244:1)haig1237:1	Haigwai	Papunesia	-10.2741	150.256	haig1237	hgw	PG	aust1307	haig1237
hako1237	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/neha1246/nucl1750/buka1262/hali1243	language	Wordlist or less	(lont1237:1)hako1237:1	Hakö	Papunesia	-5.06832	154.594	hako1237	hao	PG	aust1307	hako1237
hali1244	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/neha1246/nucl1750/buka1262/hali1243	language	grammar	(hana1243:1,hang1262:1,sela1258:1,toul1237:1)hali1244:1	Halia	Papunesia	-5.26603	154.662	hali1244	hla	PG	aust1307	hali1244
hano1246	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205	language	long grammar	hano1246:1	Hano	Papunesia	-15.5432	168.167	hano1246	lml	VU	aust1307	hano1246
have1241	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211/vohk1236/vohk1234/bwat1242	language	phonology/text	have1241:1	Haveke	Papunesia	-21.0249	164.753	have1241	hvk	NC	aust1307	have1241
hawa1245	moribund	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/nort3246/solo1260/cent2298/east2449/cent2062	language	grammar	hawa1245:1	Hawaiian	Papunesia	19.6297	-155.43	hawa1245	haw	US	aust1307	hawa1245
herm1237	nearly extinct	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/manu1262/west2533/west2848	language	Wordlist or less	herm1237:1	Hermit	Papunesia	-1.52891	145.075	herm1237	llf	PG	aust1307	herm1237
hiww1237	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/torr1262/hiwl1234	language	phonology/text	hiww1237:1	Hiw	Papunesia	-13.126367	166.584857	hiww1237	hiw	VU	aust1307	hiww1237
hmwa1243	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211/vohk1236/vohk1234	language	phonology/text	hmwa1243:1	Hmwaveke	Papunesia	-20.9246	164.768	hmwa1243	mrk	NC	aust1307	hmwa1243
hoav1238	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/newg1239/east2761/rovi1239/hoav1239	language	long grammar	hoav1238:1	Hoava	Papunesia	-8.19679	157.595	hoav1238	hoa	SB	aust1307	hoav1238
hote1245	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/hote1244	language	grammar sketch	(misi1244:1,nucl1515:1)hote1245:1	Hote	Papunesia	-7.07708	146.869	hote1245	hot	PG	aust1307	hote1245
hula1239	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/peri1258/cent2070/sina1272/hula1245	language	grammar sketch	(alew1234:1,irup1240:1,kapo1252:1,vula1238:1)hula1239:1	Hula	Papunesia	-9.99427	147.705	hula1239	hul	PG	aust1307	hula1239
iaai1238	threatened	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout3173/newc1243/loya1239	language	grammar	iaai1238:1	Iaai	Papunesia	-20.6301	166.59	iaai1238	iai	NC	aust1307	iaai1238
iama1237	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/bwai1241/iama1238	language	grammar sketch	(cent2067:1,didi1259:1,gwab1237:1,masi1264:1,sout2873:1)iama1237:1	Iamalele	Papunesia	-9.45005	150.573	iama1237	yml	PG	aust1307	iama1237
idun1242	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/bwai1241/bwai1244	language	grammar	(bele1252:1,cent2066:1,goia1237:1,idak1245:1,kala1387:1,ufau1237:1,ufuf1237:1,waib1244:1)idun1242:1	Iduna	Papunesia	-9.34361	150.24	idun1242	viv	PG	aust1307	idun1242
ifoo1237	extinct	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout3173/sout2868/erro1239	language	Wordlist or less	ifoo1237:1	Ifo	Papunesia	-18.7668	169.007	ifoo1237	iff	VU	aust1307	ifoo1237
iwal1237	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/huon1245/sout2878	language	grammar sketch	iwal1237:1	Iwal	Papunesia	-7.20938	146.983	iwal1237	kbm	PG	aust1307	iwal1237
jawe1237	threatened	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211	language	phonology/text	jawe1237:1	Jawe	Papunesia	-20.6648	164.676	jawe1237	jaz	NC	aust1307	jawe1237
kahu1241	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout2853/mala1485/mala1540/sanc1243	language	grammar sketch	kahu1241:1	Kahua	Papunesia	-10.6963	162.191	kahu1241	agw	SB	aust1307	kahu1241
kaie1237	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/scho1242/kair1261/kair1262/kaie1238	language	Wordlist or less	kaie1237:1	Kaiep	Papunesia	-3.70524	143.884	kaie1237	kbw	PG	aust1307	kaie1237
kair1263	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/scho1242/kair1261/kair1262	language	grammar	kair1263:1	Kairiru	Papunesia	-3.34608	143.558	kair1263	kxa	PG	aust1307	kair1263
kaka1267	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/kaka1266	language	Wordlist or less	(nort2849:1,sout2872:1)kaka1267:1	Kakabai	Papunesia	-10.2976	150.027	kaka1267	kqf	PG	aust1307	kaka1267
kand1301	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/kand1307	language	Wordlist or less	kand1301:1	Kandas	Papunesia	-4.3652	152.781	kand1301	kqw	PG	aust1307	kand1301
kani1281	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241/arei1235	language	Wordlist or less	kani1281:1	Kaninuwa	Papunesia	-9.23148	150.253	kani1281	wat	PG	aust1307	kani1281
kani1282	extinct	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/west2532/anch1239	language	Wordlist or less	kani1282:1	Kaniet	Papunesia	-1.51777	145.086	kani1282	ktk	PG	aust1307	kani1282
kani1283	extinct	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/west2532/anch1239	language	Wordlist or less	kani1283:1	Kaniet-Dempwolff	Papunesia	-0.892611	145.543794	kani1283	NA	PG	aust1307	kani1283
kapi1249	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/nort3246/nort3235	language	grammar sketch	kapi1249:1	Kapingamarangi	Papunesia	1.039166	154.797223	kapi1249	kpg	FM	aust1307	kapi1249
kapi1250	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/buan1245	language	phonology/text	(gara1260:1,nucl1514:1)kapi1250:1	Kapin	Papunesia	-7.05732	146.529	kapi1250	tbx	PG	aust1307	kapi1250
kapp1237	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/scho1242/siau1243/siss1244/alit1234	language	phonology/text	(alii1241:1,yaka1276:1)kapp1237:1	Kap	Papunesia	-3.28761	142.659	kapp1237	ykm	PG	aust1307	kapp1237
kapt1235	moribund	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/sarm1241/sarm1242	language	Wordlist or less	kapt1235:1	Kaptiau	Papunesia	-2.388426	139.795818	kapt1235	kbi	ID	aust1307	kapt1235
kara1486	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/tung1294	language	grammar	(east2453:1,laua1244:1,lubu1242:1,ngav1237:1,west2524:1)kara1486:1	Kara (Papua New Guinea)	Papunesia	-2.81957	151.111	kara1486	leu	PG	aust1307	kara1486
karn1252	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/kora1297	language	grammar sketch	karn1252:1	Karnai	Papunesia	-5.74133	147.917	karn1252	bbv	PG	aust1307	karn1252
karo1298	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/sout2874/araw1269/pasi1254	language	Wordlist or less	karo1298:1	Karore	Papunesia	-6.15563	149.907	karo1298	xkx	PG	aust1307	karo1298
katb1237	threatened	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/sout3240	language	grammar	katb1237:1	Avava	Papunesia	-16.2701	167.484	katb1237	tmb	VU	aust1307	katb1237
kaul1240	extinct	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/sout2874/araw1269/pasi1254	language	grammar sketch	(east2457:1,nucl1508:1)kaul1240:1	Kaulong	Papunesia	-6.08192	149.696	kaul1240	pss	PG	aust1307	kaul1240
kayu1243	moribund	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/sarm1241/jaya1243	language	phonology/text	kayu1243:1	Kayupulau	Papunesia	-2.54415	140.626	kayu1243	kzu	ID	aust1307	kayu1243
kazu1245	extinct	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/newg1239	language	Wordlist or less	kazu1245:1	Kazukuru	Papunesia	-8.23886	157.687	kazu1245	kzk	SB	aust1307	kazu1245
keap1239	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/peri1258/cent2070/sina1272/hula1245	language	grammar sketch	(arom1238:1,baba1270:1,kalo1259:1,kapa1252:1,lala1267:1,maop1237:1,nucl1505:1,wani1242:1)keap1239:1	Keapara	Papunesia	-10.1342	147.95	keap1239	khz	PG	aust1307	keap1239
kela1255	threatened	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/huon1245/nort2858	language	phonology/text	kela1255:1	Kela (Papua New Guinea)	Papunesia	-7.47103	147.173	kela1255	kcl	PG	aust1307	kela1255
kele1258	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/manu1262/east2460/kurt1251	language	grammar sketch	kele1258:1	Kele (Papua New Guinea)	Papunesia	-2.09163	147.064	kele1258	sbc	PG	aust1307	kele1258
kheh1237	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/manu1262/west2533/west2849	language	Wordlist or less	(buch1237:1,dreh1238:1,leve1237:1)kheh1237:1	Khehek	Papunesia	-2.06626	146.746	kheh1237	tlx	PG	aust1307	kheh1237
kili1267	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/peri1258/kili1270/kili1266/kili1271	language	long grammar	(kita1250:1,sina1267:1,vaku1237:1)kili1267:1	Kilivila	Papunesia	-8.72574	151.072	kili1267	kij	PG	aust1307	kili1267
kiss1246	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/scho1242/kair1261/mana1294/kisw1234	language	Wordlist or less	kiss1246:1	Kis	Papunesia	-3.83909	143.96	kiss1246	kis	PG	aust1307	kiss1246
koko1269	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/sant1458/cent2063	language	long grammar	koko1269:1	Kokota	Papunesia	-8.16481	159.191	koko1269	kkk	SB	aust1307	koko1269
kolu1245	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/bwai1241	language	grammar sketch	kolu1245:1	Koluwawa	Papunesia	-9.42742	150.462	kolu1245	klx	PG	aust1307	kolu1245
kono1269	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234	language	Wordlist or less	(lake1254:1,nucl1491:1)kono1269:1	Konomala	Papunesia	-4.16184	152.87	kono1269	koa	PG	aust1307	kono1269
koro1308	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/torr1262/koto1266	language	Wordlist or less	(koro1318:1,olra1234:1)koro1308:1	Koro-Olrat	Papunesia	-14.2943	167.467	koro1308	krf	VU	aust1307	koro1308
koro1309	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/manu1262/east2460/koro1314/bowa1234	language	Wordlist or less	koro1309:1	Lopohan	Papunesia	-2.03429	147.143	koro1309	kxr	PG	aust1307	koro1309
kosr1238	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/micr1243/micr1244	language	long grammar	(lelu1237:1,male1285:1)kosr1238:1	Kosraean	Papunesia	5.31	162.98	kosr1238	kos	FM	aust1307	kosr1238
kove1237	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/nger1240/east2772/kali1298	language	long grammar	kove1237:1	Kove	Papunesia	-5.58623	149.63	kove1237	kvc	PG	aust1307	kove1237
kuan1248	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/patp1244/mini1257	language	grammar	(kaba1283:1,kini1237:1,koko1268:1,livu1239:1,masa1304:1,matu1260:1,nodu1236:1,raku1237:1,ralu1237:1,rapi1237:1,reba1237:1,vanu1244:1,vuna1240:1,wato1237:1)kuan1248:1	Kuanua	Papunesia	-4.30986	152.114	kuan1248	ksd	PG	aust1307	kuan1248
kuma1276	threatened	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/extr1244/kumn1236/kumn1237	language	long grammar	(nucl1483:1,nene1250:1)kuma1276:1	Nêlêmwa-Nixumwak	Papunesia	-20.4035	164.193	kuma1276	nee	NC	aust1307	kuma1276
kuma1278	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/buan1245/mume1239/damb1252	language	Wordlist or less	kuma1278:1	Kumalu	Papunesia	-7.1135	146.57	kuma1278	ksl	PG	aust1307	kuma1278
kuni1263	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/peri1258/cent2070/west2850/nucl1506	language	grammar sketch	kuni1263:1	Kuni	Papunesia	-8.66368	146.874	kuni1263	kse	PG	aust1307	kuni1263
kurt1250	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/manu1262/east2460/kurt1251/kurt1252	language	Wordlist or less	kurt1250:1	Kurti	Papunesia	-2.01187	147.036	kurt1250	ktm	PG	aust1307	kurt1250
kusa1251	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/newg1239/east2761/rovi1239/hoav1239	language	Wordlist or less	(kusa1253:1,njel1239:1)kusa1251:1	Kusaghe-Njela	Papunesia	-8.04056	157.463	kusa1251	ksg	SB	aust1307	kusa1251
kwai1243	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout2853/mala1485/mala1540/mala1542/nort2833	language	long grammar	kwai1243:1	Kwaio	Papunesia	-8.93744	160.965	kwai1243	kwd	SB	aust1307	kwai1243
kwam1252	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout3173/sout2868/tann1242/sout3195	language	grammar sketch	kwam1252:1	Kwamera	Papunesia	-19.5954	169.442	kwam1252	tnk	VU	aust1307	kwam1252
kwar1239	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout2853/mala1485/mala1540/mala1542/nort2833	language	long grammar	kwar1239:1	Kwara'ae	Papunesia	-8.75779	160.804	kwar1239	kwf	SB	aust1307	kwar1239
labe1239	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/labe1241	language	grammar sketch	labe1239:1	Label	Papunesia	-4.46971	152.678	labe1239	lbb	PG	aust1307	labe1239
labo1244	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/nind1243	language	grammar sketch	labo1244:1	Ninde	Papunesia	-16.4291	167.442	labo1244	mwi	VU	aust1307	labo1244
labu1248	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/huon1245/mark1257/lowe1411	language	grammar sketch	labu1248:1	Labu	Papunesia	-6.75	146.903	labu1248	lbu	PG	aust1307	labu1248
lagh1246	extinct	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/west2523	language	Wordlist or less	lagh1246:1	Laghu	Papunesia	-8.00509	158.961	lagh1246	lgb	SB	aust1307	lagh1246
lako1245	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/torr1262/koto1266	language	Wordlist or less	lako1245:1	Lakon	Papunesia	-14.29899	167.429382	lako1245	lkn	VU	aust1307	lako1245
laku1238	threatened	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/tung1294	language	phonology/text	laku1238:1	Lakuramau	Papunesia	-2.883333	151.25	laku1238	NA	PG	aust1307	laku1238
lala1268	not endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/peri1258/cent2070/west2850/nucl1506	language	grammar	lala1268:1	Lala	Papunesia	-8.93195	146.749	lala1268	nrz	PG	aust1307	lala1268
lame1260	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/epie1239/epii1237/lame1259	language	grammar sketch	lame1260:1	Lamenu	Papunesia	-16.6098	168.171	lame1260	lmu	VU	aust1307	lame1260
