Glottocode	Smallest_Island_group	Smallest_Island_group_main	Language_name	Glottocode_language_level	level	country_ids	Near_Remote_Oceania	Subsubgroupings	Oceania_subregion	Boxplot_groups	Abberancy_group	Macroarea	desc_status	Island group	Latitude	Longitude	Family_name	boxplot_color	Abberancy_group_color
maia1253	NA	NA	Maiani	maia1253	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-4.55066	145.239	Nuclear Trans New Guinea	NA	NA
pall1244	NA	NA	Pal	pall1244	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.756	145.24	Nuclear Trans New Guinea	NA	NA
sian1257	NA	NA	Siane	sian1257	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-6.13188	145.247	Nuclear Trans New Guinea	NA	NA
dano1240	NA	NA	Dano	dano1240	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	specific_feature	NA	-5.92188	145.254	Nuclear Trans New Guinea	NA	NA
mian1254	NA	NA	Miani	mian1254	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-4.42116	145.276	Nuclear Trans New Guinea	NA	NA
mawa1266	NA	NA	Mawak	mawa1266	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.61817	145.283	Nuclear Trans New Guinea	NA	NA
kobo1248	NA	NA	Kobol	kobo1248	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.79614	145.284	Nuclear Trans New Guinea	NA	NA
pamo1253	NA	NA	Pamosu	pamo1253	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar	NA	-4.69874	145.288	Nuclear Trans New Guinea	NA	NA
fait1240	NA	NA	Kulsab	fait1240	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-5.59947	145.298	Nuclear Trans New Guinea	NA	NA
toka1244	NA	NA	Tokano	toka1244	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-6.05047	145.298	Nuclear Trans New Guinea	NA	NA
huaa1250	NA	NA	Hua (Yagaria)	huaa1250	dialect	NA	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	NA	NA	-6.353409	145.339379	Nuclear Trans New Guinea	NA	NA
orok1267	NA	NA	Orokolo	orok1267	language	PG	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar	NA	-7.81309	145.34	Eleman	NA	NA
biyo1244	NA	NA	Biyom	biyo1244	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.79929	145.348	Nuclear Trans New Guinea	NA	NA
yawe1241	NA	NA	Yaweyuha	yawe1241	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-6.1868	145.359	Nuclear Trans New Guinea	NA	NA
sopp1247	NA	NA	Sop	sopp1247	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.49605	145.361	Nuclear Trans New Guinea	NA	NA
yabe1255	NA	NA	Yaben	yabe1255	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.90868	145.361	Nuclear Trans New Guinea	NA	NA
usan1239	NA	NA	Usan	usan1239	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar	NA	-4.84265	145.362	Nuclear Trans New Guinea	NA	NA
tauy1241	NA	NA	Tauya	tauy1241	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar	NA	-5.74255	145.366	Nuclear Trans New Guinea	NA	NA
amai1246	NA	NA	Amaimon	amai1246	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.18742	145.368	Nuclear Trans New Guinea	NA	NA
alek1238	NA	NA	Alekano	alek1238	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-6.03901	145.387	Nuclear Trans New Guinea	NA	NA
yaga1260	NA	NA	Yagaria	yaga1260	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar	NA	-6.32432	145.388	Nuclear Trans New Guinea	NA	NA
mauw1238	NA	NA	Mauwake	mauw1238	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar	NA	-4.52416	145.394	Nuclear Trans New Guinea	NA	NA
kowa1245	NA	NA	Kowaki	kowa1245	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.63032	145.412	Nuclear Trans New Guinea	NA	NA
musa1265	NA	NA	Musar	musa1265	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.70258	145.413	Nuclear Trans New Guinea	NA	NA
keor1235	NA	NA	Keoru-Ahia	keor1235	language	PG	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-7.63603	145.415	Eleman	NA	NA
para1307	NA	NA	Parawen	para1307	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.0112	145.418	Nuclear Trans New Guinea	NA	NA
wana1269	NA	NA	Wanambre	wana1269	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.78822	145.419	Nuclear Trans New Guinea	NA	NA
move1241	NA	NA	Move	move1241	dialect	NA	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	NA	NA	-6.358	145.42	Nuclear Trans New Guinea	NA	NA
gira1247	NA	NA	Girawa	gira1247	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar	NA	-5.35342	145.423	Nuclear Trans New Guinea	NA	NA
mede1237	NA	NA	Medebur	mede1237	language	PG	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.49918	145.425	Austronesian	NA	NA
bepo1240	NA	NA	Bepour	bepo1240	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.5985	145.442	Nuclear Trans New Guinea	NA	NA
yara1250	NA	NA	Yarawata	yara1250	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.93943	145.454	Nuclear Trans New Guinea	NA	NA
dana1254	NA	NA	Danaru	dana1254	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.53634	145.457	Nuclear Trans New Guinea	NA	NA
moer1240	NA	NA	Moere	moer1240	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.62246	145.458	Nuclear Trans New Guinea	NA	NA
isab1240	NA	NA	Isabi	isab1240	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.83809	145.462	Nuclear Trans New Guinea	NA	NA
keya1238	NA	NA	Keyagana	keya1238	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	specific_feature	NA	-6.47599	145.464	Nuclear Trans New Guinea	NA	NA
uyaa1238	NA	NA	Uya	uyaa1238	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.32246	145.47	Nuclear Trans New Guinea	NA	NA
suma1270	NA	NA	Sumau	suma1270	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.48556	145.474	Nuclear Trans New Guinea	NA	NA
kein1239	NA	NA	Kein	kein1239	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.3373	145.483	Nuclear Trans New Guinea	NA	NA
saus1246	NA	NA	Sausi	saus1246	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.6873	145.492	Nuclear Trans New Guinea	NA	NA
kare1341	NA	NA	Kare (Papua New Guinea)	kare1341	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.07674	145.499	Nuclear Trans New Guinea	NA	NA
fore1270	NA	NA	Fore	fore1270	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar	NA	-6.64473	145.5065	Nuclear Trans New Guinea	NA	NA
urig1240	NA	NA	Urigina	urig1240	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.58982	145.507	Nuclear Trans New Guinea	NA	NA
kora1296	NA	NA	Korak	kora1296	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.5998	145.514	Nuclear Trans New Guinea	NA	NA
ukur1240	NA	NA	Ukuriguma	ukur1240	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.94407	145.514	Nuclear Trans New Guinea	NA	NA
bena1264	NA	NA	Benabena	bena1264	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-6.09974	145.534	Nuclear Trans New Guinea	NA	NA
samo1306	NA	NA	Samosa	samo1306	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.01391	145.537	Nuclear Trans New Guinea	NA	NA
inok1238	NA	NA	Inoke-Yate	inok1238	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-6.32311	145.539	Nuclear Trans New Guinea	NA	NA
wama1247	NA	NA	Wamas	wama1247	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.97757	145.541	Nuclear Trans New Guinea	NA	NA
kani1283	NA	NA	Kaniet-Dempwolff	kani1283	language	PG	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	NA	NA	-0.892611	145.543794	Austronesian	NA	NA
utuu1240	NA	NA	Utu	utuu1240	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.16422	145.544	Nuclear Trans New Guinea	NA	NA
muni1257	NA	NA	Munit	muni1257	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	phonology	NA	-5.24329	145.548	Nuclear Trans New Guinea	NA	NA
asas1240	NA	NA	Asas	asas1240	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.69345	145.549	Nuclear Trans New Guinea	NA	NA
kani1286	NA	NA	Kanite	kani1286	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar	NA	-6.38841	145.556	Nuclear Trans New Guinea	NA	NA
bila1257	NA	NA	Bilakura	bila1257	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.93116	145.559	Nuclear Trans New Guinea	NA	NA
brem1238	NA	NA	Brem	brem1238	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.67372	145.562	Nuclear Trans New Guinea	NA	NA
siha1245	NA	NA	Sihan	siha1245	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.28029	145.574	Nuclear Trans New Guinea	NA	NA
saru1243	NA	NA	Saruga	saru1243	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.08824	145.578	Nuclear Trans New Guinea	NA	NA
kesa1244	NA	NA	Kesawai	kesa1244	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar	NA	-5.76797	145.58	Nuclear Trans New Guinea	NA	NA
silo1240	NA	NA	Silopi	silo1240	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.12302	145.586	Nuclear Trans New Guinea	NA	NA
mawa1267	NA	NA	Mawan	mawa1267	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.2219	145.589	Nuclear Trans New Guinea	NA	NA
mari1428	NA	NA	Marik	mari1428	language	PG	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-5.349	145.59	Austronesian	NA	NA
sins1241	NA	NA	Sinsauru	sins1241	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.64336	145.599	Nuclear Trans New Guinea	NA	NA
simb1255	NA	NA	Simbari	simb1255	language	PG	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	phonology	NA	-7.02259	145.603	Angan	NA	NA
mosi1248	NA	NA	Mosimo	mosi1248	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.95226	145.605	Nuclear Trans New Guinea	NA	NA
baim1245	NA	NA	Baimak	baim1245	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.18943	145.606	Nuclear Trans New Guinea	NA	NA
muru1273	NA	NA	Murupi	muru1273	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.0245	145.606	Nuclear Trans New Guinea	NA	NA
bauu1244	NA	NA	Bau	bauu1244	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.26465	145.611	Nuclear Trans New Guinea	NA	NA
mate1260	NA	NA	Matepi	mate1260	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.13857	145.617	Nuclear Trans New Guinea	NA	NA
guma1255	NA	NA	Gumalu	guma1255	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.22189	145.618	Nuclear Trans New Guinea	NA	NA
mala1495	NA	NA	Malas	mala1495	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.76685	145.621	Nuclear Trans New Guinea	NA	NA
gall1278	NA	NA	Gal	gall1278	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.16351	145.623	Nuclear Trans New Guinea	NA	NA
kwat1244	NA	NA	Kwato	kwat1244	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.53799	145.629	Nuclear Trans New Guinea	NA	NA
bagu1252	NA	NA	Bagupi	bagu1252	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.07778	145.632	Nuclear Trans New Guinea	NA	NA
usar1243	NA	NA	Usarufa	usar1243	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar	NA	-6.38898	145.633	Nuclear Trans New Guinea	NA	NA
dudu1240	NA	NA	Duduela	dudu1240	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.43119	145.642	Nuclear Trans New Guinea	NA	NA
dump1243	NA	NA	Dumpu	dump1243	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.82002	145.655	Nuclear Trans New Guinea	NA	NA
nake1240	NA	NA	Nake	nake1240	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.09087	145.655	Nuclear Trans New Guinea	NA	NA
abag1245	NA	NA	Abaga	abag1245	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	comparative	NA	-6.12028	145.665	Nuclear Trans New Guinea	NA	NA
akoy1238	NA	NA	Akoye	akoy1238	language	PG	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar	NA	-7.66067	145.669	Angan	NA	NA
rapt1240	NA	NA	Rapting	rapt1240	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	comparative	NA	-4.99351	145.671	Nuclear Trans New Guinea	NA	NA
dimi1244	NA	NA	Dimir	dimi1244	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.8296	145.676	Nuclear Trans New Guinea	NA	NA
tain1253	NA	NA	Tainae	tain1253	language	PG	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar	NA	-7.40306	145.682	Angan	NA	NA
garu1246	NA	NA	Garus	garu1246	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.9222	145.683	Nuclear Trans New Guinea	NA	NA
amel1241	NA	NA	Amele	amel1241	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar	NA	-5.29126	145.687	Nuclear Trans New Guinea	NA	NA
iseb1246	NA	NA	Isebe	iseb1246	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.20719	145.691	Nuclear Trans New Guinea	NA	NA
jili1241	NA	NA	Jilim	jili1241	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.56611	145.706	Nuclear Trans New Guinea	NA	NA
ogea1238	NA	NA	Ogea	ogea1238	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-5.37766	145.71	Nuclear Trans New Guinea	NA	NA
nobo1238	NA	NA	Nobonob	nobo1238	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	dictionary	NA	-5.06952	145.712	Nuclear Trans New Guinea	NA	NA
awap1236	NA	NA	Awa (Papua New Guinea)	awap1236	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-6.65534	145.714	Nuclear Trans New Guinea	NA	NA
rera1240	NA	NA	Rerau	rera1240	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.51361	145.716	Nuclear Trans New Guinea	NA	NA
anja1238	NA	NA	Anjam	anja1238	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	specific_feature	NA	-5.45899	145.717	Nuclear Trans New Guinea	NA	NA
wagi1249	NA	NA	Wagi (Papua New Guinea)	wagi1249	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.17834	145.726	Nuclear Trans New Guinea	NA	NA
kama1370	NA	NA	Kamano	kama1370	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-6.25829	145.728	Nuclear Trans New Guinea	NA	NA
tair1256	NA	NA	Tairuma	tair1256	language	PG	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-7.94866	145.732	Eleman	NA	NA
pula1267	NA	NA	Pulabu	pula1267	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.59558	145.738	Nuclear Trans New Guinea	NA	NA
opao1240	NA	NA	Opao	opao1240	language	PG	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-7.85988	145.751	Eleman	NA	NA
pani1258	NA	NA	Panim	pani1258	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.21388	145.752	Nuclear Trans New Guinea	NA	NA
anka1246	NA	NA	Ankave	anka1246	language	PG	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	phonology	NA	-7.19444	145.754	Angan	NA	NA
barg1252	NA	NA	Bargam	barg1252	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar	NA	-4.8723	145.756	Nuclear Trans New Guinea	NA	NA
male1291	NA	NA	Male (Papua New Guinea)	male1291	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.49975	145.757	Nuclear Trans New Guinea	NA	NA
yoid1240	NA	NA	Yoidik	yoid1240	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.94044	145.758	Nuclear Trans New Guinea	NA	NA
awiy1238	NA	NA	Awiyaana	awiy1238	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-6.54079	145.76	Nuclear Trans New Guinea	NA	NA
bilb1241	NA	NA	Bilibil	bilb1241	language	PG	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-5.26505	145.764	Austronesian	NA	NA
matu1261	NA	NA	Matukar	matu1261	language	PG	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	specific_feature	NA	-4.9078	145.779	Austronesian	NA	NA
remp1241	NA	NA	Rempi	remp1241	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.02487	145.782	Nuclear Trans New Guinea	NA	NA
bong1291	NA	NA	Bongu	bong1291	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar	NA	-5.50519	145.806	Nuclear Trans New Guinea	NA	NA
samm1244	NA	NA	Sam	samm1244	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	phonology	NA	-5.55572	145.813	Nuclear Trans New Guinea	NA	NA
kaki1249	NA	NA	Kaki Ae	kaki1249	language	PG	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-7.9946	145.816	NA	NA	NA
owen1244	NA	NA	Oweina	owen1244	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	specific_feature	NA	-6.70452	145.817	Nuclear Trans New Guinea	NA	NA
baru1267	NA	NA	Baruya	baru1267	language	PG	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-6.89261	145.818	Angan	NA	NA
mari1429	NA	NA	Mari (Madang Province)	mari1429	language	PG	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	phonology	NA	-5.97399	145.828	Austronesian	NA	NA
yagw1240	NA	NA	Yagwoia	yagw1240	language	PG	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	phonology	NA	-7.14042	145.854	Angan	NA	NA
yang1298	NA	NA	Yangulam	yang1298	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.52697	145.858	Nuclear Trans New Guinea	NA	NA
kena1250	NA	NA	Kenati	kena1250	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	comparative	NA	-6.74765	145.881	Nuclear Trans New Guinea	NA	NA
sout2943	NA	NA	South Tairora	sout2943	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-6.35337	145.883	Nuclear Trans New Guinea	NA	NA
araw1272	NA	NA	Arawum	araw1272	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.52787	145.903	Nuclear Trans New Guinea	NA	NA
agar1252	NA	NA	Agarabi	agar1252	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-6.20604	145.917	Nuclear Trans New Guinea	NA	NA
rawa1267	NA	NA	Rawa	rawa1267	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar	NA	-5.83155	145.937	Nuclear Trans New Guinea	NA	NA
nort2920	NA	NA	North Tairora	nort2920	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-6.51563	145.959	Nuclear Trans New Guinea	NA	NA
wase1252	NA	NA	Wasembo	wase1252	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-6.01318	145.969	Nuclear Trans New Guinea	NA	NA
wask1241	NA	NA	Waskia	wask1241	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar	NA	-4.57978	145.979	Nuclear Trans New Guinea	NA	NA
siro1249	NA	NA	Siroi	siro1249	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar	NA	-5.52893	145.994	Nuclear Trans New Guinea	NA	NA
gads1258	NA	NA	Gadsup	gads1258	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-6.31631	145.997	Nuclear Trans New Guinea	NA	NA
meny1245	NA	NA	Menya	meny1245	language	PG	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar	NA	-7.17425	146.071	Angan	NA	NA
saep1240	NA	NA	Saep	saep1240	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.64812	146.078	Nuclear Trans New Guinea	NA	NA
dumu1246	NA	NA	Dumun	dumu1246	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	overview	NA	-5.55315	146.082	Nuclear Trans New Guinea	NA	NA
kamb1303	NA	NA	Kambaira	kamb1303	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	comparative	NA	-6.26656	146.083	Nuclear Trans New Guinea	NA	NA
safe1240	NA	NA	Safeyoka	safe1240	language	PG	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar	NA	-7.05417	146.09	Angan	NA	NA
waff1241	NA	NA	Waffa	waff1241	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-6.55783	146.09	Nuclear Trans New Guinea	NA	NA
iyoo1238	NA	NA	Iyo	iyoo1238	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-5.84161	146.092	Nuclear Trans New Guinea	NA	NA
binu1245	NA	NA	Binumarien	binu1245	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-6.22068	146.102	Nuclear Trans New Guinea	NA	NA
wamp1248	NA	NA	Wampur	wamp1248	language	PG	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	phonology	NA	-6.33644	146.126	Austronesian	NA	NA
gang1270	NA	NA	Ganglau	gang1270	language	PG	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.57945	146.1305	Nuclear Trans New Guinea	NA	NA
mind1255	NA	NA	Mindiri	mind1255	language	PG	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	comparative	NA	-5.54613	146.138	Austronesian	NA	NA
