Feature_ID	Proto-language	value	tree_type	variable	method	conflict
GB132	Proto-Oceanic	127	gray_posteriors	ntip	parsimony	
GB132	Proto-Polynesian	127	gray_posteriors	ntip	parsimony	
GB132	Proto-Eastern Polynesian	127	gray_posteriors	ntip	parsimony	
GB133	Proto-Central Pacific	130	gray_posteriors	ntip	parsimony	
GB133	Proto-Oceanic	130	gray_posteriors	ntip	parsimony	
GB133	Proto-Polynesian	130	gray_posteriors	ntip	parsimony	
GB133	Proto-Eastern Polynesian	130	gray_posteriors	ntip	parsimony	
GB134	Proto-Oceanic	109	gray_posteriors	ntip	parsimony	
GB134	Proto-Central Pacific	109	gray_posteriors	ntip	parsimony	
GB134	Proto-Polynesian	109	gray_posteriors	ntip	parsimony	
GB134	Proto-Eastern Polynesian	109	gray_posteriors	ntip	parsimony	
GB135	Proto-Oceanic	96	gray_posteriors	ntip	parsimony	
GB135	Proto-Central Pacific	96	gray_posteriors	ntip	parsimony	
GB135	Proto-Polynesian	96	gray_posteriors	ntip	parsimony	
GB135	Proto-Eastern Polynesian	96	gray_posteriors	ntip	parsimony	
GB136	Proto-Oceanic	117	gray_posteriors	ntip	parsimony	
GB136	Proto-Central Pacific	117	gray_posteriors	ntip	parsimony	
GB136	Proto-Polynesian	117	gray_posteriors	ntip	parsimony	
GB136	Proto-Eastern Polynesian	117	gray_posteriors	ntip	parsimony	
GB137	Proto-Oceanic	126	gray_posteriors	ntip	parsimony	
GB137	Proto-Central Pacific	126	gray_posteriors	ntip	parsimony	
GB137	Proto-Polynesian	126	gray_posteriors	ntip	parsimony	
GB137	Proto-Eastern Polynesian	126	gray_posteriors	ntip	parsimony	
GB138	Proto-Oceanic	127	gray_posteriors	ntip	parsimony	
GB138	Proto-Central Pacific	127	gray_posteriors	ntip	parsimony	
GB138	Proto-Polynesian	127	gray_posteriors	ntip	parsimony	
GB138	Proto-Eastern Polynesian	127	gray_posteriors	ntip	parsimony	
GB139	Proto-Polynesian	113	gray_posteriors	ntip	parsimony	
GB139	Proto-Oceanic	113	gray_posteriors	ntip	parsimony	
GB139	Proto-Central Pacific	113	gray_posteriors	ntip	parsimony	
GB139	Proto-Eastern Polynesian	113	gray_posteriors	ntip	parsimony	
GB140	Proto-Eastern Polynesian	86	gray_posteriors	ntip	parsimony	
GB140	Proto-Oceanic	86	gray_posteriors	ntip	parsimony	
GB140	Proto-Central Pacific	86	gray_posteriors	ntip	parsimony	
GB140	Proto-Polynesian	86	gray_posteriors	ntip	parsimony	
GB146	Proto-Oceanic	69	gray_posteriors	ntip	parsimony	
GB146	Proto-Central Pacific	69	gray_posteriors	ntip	parsimony	
GB146	Proto-Polynesian	69	gray_posteriors	ntip	parsimony	
GB146	Proto-Eastern Polynesian	69	gray_posteriors	ntip	parsimony	
GB147	Proto-Eastern Polynesian	110	gray_posteriors	ntip	parsimony	
GB147	Proto-Oceanic	110	gray_posteriors	ntip	parsimony	
GB147	Proto-Polynesian	110	gray_posteriors	ntip	parsimony	
GB147	Proto-Central Pacific	110	gray_posteriors	ntip	parsimony	
GB148	Proto-Oceanic	94	gray_posteriors	ntip	parsimony	
GB148	Proto-Central Pacific	94	gray_posteriors	ntip	parsimony	
GB148	Proto-Polynesian	94	gray_posteriors	ntip	parsimony	
GB148	Proto-Eastern Polynesian	94	gray_posteriors	ntip	parsimony	
GB149	Proto-Oceanic	114	gray_posteriors	ntip	parsimony	
GB149	Proto-Central Pacific	114	gray_posteriors	ntip	parsimony	
GB149	Proto-Polynesian	114	gray_posteriors	ntip	parsimony	
GB149	Proto-Eastern Polynesian	114	gray_posteriors	ntip	parsimony	
GB150	Proto-Oceanic	89	gray_posteriors	ntip	parsimony	
GB150	Proto-Central Pacific	89	gray_posteriors	ntip	parsimony	
GB150	Proto-Polynesian	89	gray_posteriors	ntip	parsimony	
GB150	Proto-Eastern Polynesian	89	gray_posteriors	ntip	parsimony	
GB151	Proto-Oceanic	113	gray_posteriors	ntip	parsimony	
GB151	Proto-Central Pacific	113	gray_posteriors	ntip	parsimony	
GB151	Proto-Polynesian	113	gray_posteriors	ntip	parsimony	
GB151	Proto-Eastern Polynesian	113	gray_posteriors	ntip	parsimony	
GB152	Proto-Oceanic	103	gray_posteriors	ntip	parsimony	
GB152	Proto-Central Pacific	103	gray_posteriors	ntip	parsimony	
GB152	Proto-Polynesian	103	gray_posteriors	ntip	parsimony	
GB152	Proto-Eastern Polynesian	103	gray_posteriors	ntip	parsimony	
GB155	Proto-Central Pacific	125	gray_posteriors	ntip	parsimony	
GB155	Proto-Oceanic	125	gray_posteriors	ntip	parsimony	
GB155	Proto-Polynesian	125	gray_posteriors	ntip	parsimony	
GB155	Proto-Eastern Polynesian	125	gray_posteriors	ntip	parsimony	
GB156	Proto-Oceanic	106	gray_posteriors	ntip	parsimony	
GB156	Proto-Central Pacific	106	gray_posteriors	ntip	parsimony	
GB156	Proto-Polynesian	106	gray_posteriors	ntip	parsimony	
GB156	Proto-Eastern Polynesian	106	gray_posteriors	ntip	parsimony	
GB158	Proto-Oceanic	126	gray_posteriors	ntip	parsimony	
GB158	Proto-Central Pacific	126	gray_posteriors	ntip	parsimony	
GB158	Proto-Polynesian	126	gray_posteriors	ntip	parsimony	
GB158	Proto-Eastern Polynesian	126	gray_posteriors	ntip	parsimony	
GB159	Proto-Oceanic	100	gray_posteriors	ntip	parsimony	
GB159	Proto-Central Pacific	100	gray_posteriors	ntip	parsimony	
GB159	Proto-Polynesian	100	gray_posteriors	ntip	parsimony	
GB159	Proto-Eastern Polynesian	100	gray_posteriors	ntip	parsimony	
GB160	Proto-Oceanic	86	gray_posteriors	ntip	parsimony	
GB160	Proto-Central Pacific	86	gray_posteriors	ntip	parsimony	
GB160	Proto-Polynesian	86	gray_posteriors	ntip	parsimony	
GB160	Proto-Eastern Polynesian	86	gray_posteriors	ntip	parsimony	
GB165	Proto-Oceanic	121	gray_posteriors	ntip	parsimony	
GB165	Proto-Central Pacific	121	gray_posteriors	ntip	parsimony	
GB165	Proto-Polynesian	121	gray_posteriors	ntip	parsimony	
GB165	Proto-Eastern Polynesian	121	gray_posteriors	ntip	parsimony	
GB166	Proto-Oceanic	122	gray_posteriors	ntip	parsimony	
GB166	Proto-Central Pacific	122	gray_posteriors	ntip	parsimony	
GB166	Proto-Polynesian	122	gray_posteriors	ntip	parsimony	
GB166	Proto-Eastern Polynesian	122	gray_posteriors	ntip	parsimony	
GB167	Proto-Oceanic	95	gray_posteriors	ntip	parsimony	
GB167	Proto-Central Pacific	95	gray_posteriors	ntip	parsimony	
GB167	Proto-Polynesian	95	gray_posteriors	ntip	parsimony	
GB167	Proto-Eastern Polynesian	95	gray_posteriors	ntip	parsimony	
GB170	Proto-Oceanic	120	gray_posteriors	ntip	parsimony	
GB170	Proto-Central Pacific	120	gray_posteriors	ntip	parsimony	
GB170	Proto-Polynesian	120	gray_posteriors	ntip	parsimony	
GB170	Proto-Eastern Polynesian	120	gray_posteriors	ntip	parsimony	
GB171	Proto-Oceanic	119	gray_posteriors	ntip	parsimony	
GB171	Proto-Central Pacific	119	gray_posteriors	ntip	parsimony	
GB171	Proto-Polynesian	119	gray_posteriors	ntip	parsimony	
GB171	Proto-Eastern Polynesian	119	gray_posteriors	ntip	parsimony	
GB172	Proto-Oceanic	124	gray_posteriors	ntip	parsimony	
GB172	Proto-Central Pacific	124	gray_posteriors	ntip	parsimony	
GB172	Proto-Polynesian	124	gray_posteriors	ntip	parsimony	
GB172	Proto-Eastern Polynesian	124	gray_posteriors	ntip	parsimony	
GB177	Proto-Oceanic	104	gray_posteriors	ntip	parsimony	
GB177	Proto-Central Pacific	104	gray_posteriors	ntip	parsimony	
GB177	Proto-Polynesian	104	gray_posteriors	ntip	parsimony	
GB177	Proto-Eastern Polynesian	104	gray_posteriors	ntip	parsimony	
GB184	Proto-Oceanic	111	gray_posteriors	ntip	parsimony	
GB184	Proto-Central Pacific	111	gray_posteriors	ntip	parsimony	
GB184	Proto-Polynesian	111	gray_posteriors	ntip	parsimony	
GB184	Proto-Eastern Polynesian	111	gray_posteriors	ntip	parsimony	
GB185	Proto-Oceanic	114	gray_posteriors	ntip	parsimony	
GB185	Proto-Central Pacific	114	gray_posteriors	ntip	parsimony	
GB185	Proto-Polynesian	114	gray_posteriors	ntip	parsimony	
GB185	Proto-Eastern Polynesian	114	gray_posteriors	ntip	parsimony	
GB186	Proto-Oceanic	118	gray_posteriors	ntip	parsimony	
GB186	Proto-Central Pacific	118	gray_posteriors	ntip	parsimony	
GB186	Proto-Polynesian	118	gray_posteriors	ntip	parsimony	
GB186	Proto-Eastern Polynesian	118	gray_posteriors	ntip	parsimony	
GB187	Proto-Oceanic	70	gray_posteriors	ntip	parsimony	
GB187	Proto-Central Pacific	70	gray_posteriors	ntip	parsimony	
GB187	Proto-Polynesian	70	gray_posteriors	ntip	parsimony	
GB187	Proto-Eastern Polynesian	70	gray_posteriors	ntip	parsimony	
GB188	Proto-Oceanic	72	gray_posteriors	ntip	parsimony	
GB188	Proto-Central Pacific	72	gray_posteriors	ntip	parsimony	
GB188	Proto-Polynesian	72	gray_posteriors	ntip	parsimony	
GB188	Proto-Eastern Polynesian	72	gray_posteriors	ntip	parsimony	
GB192	Proto-Oceanic	123	gray_posteriors	ntip	parsimony	
GB192	Proto-Central Pacific	123	gray_posteriors	ntip	parsimony	
GB192	Proto-Polynesian	123	gray_posteriors	ntip	parsimony	
GB192	Proto-Eastern Polynesian	123	gray_posteriors	ntip	parsimony	
GB196	Proto-Oceanic	127	gray_posteriors	ntip	parsimony	
GB196	Proto-Central Pacific	127	gray_posteriors	ntip	parsimony	
GB196	Proto-Polynesian	127	gray_posteriors	ntip	parsimony	
GB196	Proto-Eastern Polynesian	127	gray_posteriors	ntip	parsimony	
GB197	Proto-Oceanic	127	gray_posteriors	ntip	parsimony	
GB197	Proto-Central Pacific	127	gray_posteriors	ntip	parsimony	
GB197	Proto-Polynesian	127	gray_posteriors	ntip	parsimony	
GB197	Proto-Eastern Polynesian	127	gray_posteriors	ntip	parsimony	
GB198	Proto-Oceanic	120	gray_posteriors	ntip	parsimony	
GB198	Proto-Central Pacific	120	gray_posteriors	ntip	parsimony	
GB198	Proto-Polynesian	120	gray_posteriors	ntip	parsimony	
GB198	Proto-Eastern Polynesian	120	gray_posteriors	ntip	parsimony	
GB204	Proto-Oceanic	75	gray_posteriors	ntip	parsimony	
GB204	Proto-Central Pacific	75	gray_posteriors	ntip	parsimony	
GB204	Proto-Polynesian	75	gray_posteriors	ntip	parsimony	
GB204	Proto-Eastern Polynesian	75	gray_posteriors	ntip	parsimony	
GB250	Proto-Oceanic	74	gray_posteriors	ntip	parsimony	
GB250	Proto-Central Pacific	74	gray_posteriors	ntip	parsimony	
GB250	Proto-Polynesian	74	gray_posteriors	ntip	parsimony	
GB250	Proto-Eastern Polynesian	74	gray_posteriors	ntip	parsimony	
GB254	Proto-Oceanic	71	gray_posteriors	ntip	parsimony	
GB254	Proto-Central Pacific	71	gray_posteriors	ntip	parsimony	
GB254	Proto-Polynesian	71	gray_posteriors	ntip	parsimony	
GB254	Proto-Eastern Polynesian	71	gray_posteriors	ntip	parsimony	
GB257	Proto-Oceanic	97	gray_posteriors	ntip	parsimony	
GB257	Proto-Central Pacific	97	gray_posteriors	ntip	parsimony	
GB257	Proto-Polynesian	97	gray_posteriors	ntip	parsimony	
GB257	Proto-Eastern Polynesian	97	gray_posteriors	ntip	parsimony	
GB260	Proto-Oceanic	98	gray_posteriors	ntip	parsimony	
GB260	Proto-Central Pacific	98	gray_posteriors	ntip	parsimony	
GB260	Proto-Polynesian	98	gray_posteriors	ntip	parsimony	
GB260	Proto-Eastern Polynesian	98	gray_posteriors	ntip	parsimony	
GB262	Proto-Oceanic	98	gray_posteriors	ntip	parsimony	
GB262	Proto-Central Pacific	98	gray_posteriors	ntip	parsimony	
GB262	Proto-Polynesian	98	gray_posteriors	ntip	parsimony	
GB262	Proto-Eastern Polynesian	98	gray_posteriors	ntip	parsimony	
GB263	Proto-Oceanic	100	gray_posteriors	ntip	parsimony	
GB263	Proto-Central Pacific	100	gray_posteriors	ntip	parsimony	
GB263	Proto-Polynesian	100	gray_posteriors	ntip	parsimony	
GB263	Proto-Eastern Polynesian	100	gray_posteriors	ntip	parsimony	
GB264	Proto-Oceanic	97	gray_posteriors	ntip	parsimony	
GB264	Proto-Central Pacific	97	gray_posteriors	ntip	parsimony	
GB264	Proto-Polynesian	97	gray_posteriors	ntip	parsimony	
GB264	Proto-Eastern Polynesian	97	gray_posteriors	ntip	parsimony	
GB265	Proto-Oceanic	73	gray_posteriors	ntip	parsimony	
GB265	Proto-Central Pacific	73	gray_posteriors	ntip	parsimony	
GB265	Proto-Polynesian	73	gray_posteriors	ntip	parsimony	
GB265	Proto-Eastern Polynesian	73	gray_posteriors	ntip	parsimony	
GB266	Proto-Oceanic	74	gray_posteriors	ntip	parsimony	
GB266	Proto-Central Pacific	74	gray_posteriors	ntip	parsimony	
GB266	Proto-Polynesian	74	gray_posteriors	ntip	parsimony	
GB266	Proto-Eastern Polynesian	74	gray_posteriors	ntip	parsimony	
GB275	Proto-Oceanic	84	gray_posteriors	ntip	parsimony	
GB275	Proto-Central Pacific	84	gray_posteriors	ntip	parsimony	
GB275	Proto-Polynesian	84	gray_posteriors	ntip	parsimony	
GB275	Proto-Eastern Polynesian	84	gray_posteriors	ntip	parsimony	
GB276	Proto-Oceanic	79	gray_posteriors	ntip	parsimony	
GB276	Proto-Central Pacific	79	gray_posteriors	ntip	parsimony	
GB276	Proto-Polynesian	79	gray_posteriors	ntip	parsimony	
GB276	Proto-Eastern Polynesian	79	gray_posteriors	ntip	parsimony	
GB285	Proto-Oceanic	100	gray_posteriors	ntip	parsimony	
GB285	Proto-Central Pacific	100	gray_posteriors	ntip	parsimony	
GB285	Proto-Polynesian	100	gray_posteriors	ntip	parsimony	
GB285	Proto-Eastern Polynesian	100	gray_posteriors	ntip	parsimony	
GB286	Proto-Oceanic	99	gray_posteriors	ntip	parsimony	
GB286	Proto-Central Pacific	99	gray_posteriors	ntip	parsimony	
GB286	Proto-Polynesian	99	gray_posteriors	ntip	parsimony	
GB286	Proto-Eastern Polynesian	99	gray_posteriors	ntip	parsimony	
GB291	Proto-Oceanic	106	gray_posteriors	ntip	parsimony	
GB291	Proto-Central Pacific	106	gray_posteriors	ntip	parsimony	
GB291	Proto-Polynesian	106	gray_posteriors	ntip	parsimony	
GB291	Proto-Eastern Polynesian	106	gray_posteriors	ntip	parsimony	
GB297	Proto-Oceanic	90	gray_posteriors	ntip	parsimony	
GB297	Proto-Central Pacific	90	gray_posteriors	ntip	parsimony	
GB297	Proto-Polynesian	90	gray_posteriors	ntip	parsimony	
GB297	Proto-Eastern Polynesian	90	gray_posteriors	ntip	parsimony	
GB298	Proto-Oceanic	123	gray_posteriors	ntip	parsimony	
GB298	Proto-Central Pacific	123	gray_posteriors	ntip	parsimony	
GB298	Proto-Polynesian	123	gray_posteriors	ntip	parsimony	
GB298	Proto-Eastern Polynesian	123	gray_posteriors	ntip	parsimony	
GB299	Proto-Oceanic	124	gray_posteriors	ntip	parsimony	
GB299	Proto-Polynesian	124	gray_posteriors	ntip	parsimony	
GB299	Proto-Central Pacific	124	gray_posteriors	ntip	parsimony	
GB299	Proto-Eastern Polynesian	124	gray_posteriors	ntip	parsimony	
GB300	Proto-Oceanic	84	gray_posteriors	ntip	parsimony	
GB300	Proto-Central Pacific	84	gray_posteriors	ntip	parsimony	
GB300	Proto-Polynesian	84	gray_posteriors	ntip	parsimony	
GB300	Proto-Eastern Polynesian	84	gray_posteriors	ntip	parsimony	
GB301	Proto-Oceanic	70	gray_posteriors	ntip	parsimony	
GB301	Proto-Central Pacific	70	gray_posteriors	ntip	parsimony	
GB301	Proto-Polynesian	70	gray_posteriors	ntip	parsimony	
GB301	Proto-Eastern Polynesian	70	gray_posteriors	ntip	parsimony	
GB302	Proto-Oceanic	106	gray_posteriors	ntip	parsimony	
GB302	Proto-Central Pacific	106	gray_posteriors	ntip	parsimony	
GB302	Proto-Polynesian	106	gray_posteriors	ntip	parsimony	
GB302	Proto-Eastern Polynesian	106	gray_posteriors	ntip	parsimony	
GB303	Proto-Oceanic	80	gray_posteriors	ntip	parsimony	
GB303	Proto-Central Pacific	80	gray_posteriors	ntip	parsimony	
GB303	Proto-Polynesian	80	gray_posteriors	ntip	parsimony	
GB303	Proto-Eastern Polynesian	80	gray_posteriors	ntip	parsimony	
GB304	Proto-Oceanic	90	gray_posteriors	ntip	parsimony	
GB304	Proto-Central Pacific	90	gray_posteriors	ntip	parsimony	
GB304	Proto-Polynesian	90	gray_posteriors	ntip	parsimony	
GB304	Proto-Eastern Polynesian	90	gray_posteriors	ntip	parsimony	
GB305	Proto-Oceanic	97	gray_posteriors	ntip	parsimony	
GB305	Proto-Central Pacific	97	gray_posteriors	ntip	parsimony	
GB305	Proto-Polynesian	97	gray_posteriors	ntip	parsimony	
GB305	Proto-Eastern Polynesian	97	gray_posteriors	ntip	parsimony	
GB306	Proto-Oceanic	95	gray_posteriors	ntip	parsimony	
GB306	Proto-Central Pacific	95	gray_posteriors	ntip	parsimony	
GB306	Proto-Polynesian	95	gray_posteriors	ntip	parsimony	
GB306	Proto-Eastern Polynesian	95	gray_posteriors	ntip	parsimony	
GB309	Proto-Oceanic	122	gray_posteriors	ntip	parsimony	
GB309	Proto-Central Pacific	122	gray_posteriors	ntip	parsimony	
GB309	Proto-Polynesian	122	gray_posteriors	ntip	parsimony	
GB309	Proto-Eastern Polynesian	122	gray_posteriors	ntip	parsimony	
GB312	Proto-Oceanic	117	gray_posteriors	ntip	parsimony	
GB312	Proto-Central Pacific	117	gray_posteriors	ntip	parsimony	
GB312	Proto-Polynesian	117	gray_posteriors	ntip	parsimony	
GB312	Proto-Eastern Polynesian	117	gray_posteriors	ntip	parsimony	
GB313	Proto-Oceanic	117	gray_posteriors	ntip	parsimony	
GB313	Proto-Central Pacific	117	gray_posteriors	ntip	parsimony	
GB313	Proto-Polynesian	117	gray_posteriors	ntip	parsimony	
GB313	Proto-Eastern Polynesian	117	gray_posteriors	ntip	parsimony	
GB314	Proto-Oceanic	113	gray_posteriors	ntip	parsimony	
GB314	Proto-Central Pacific	113	gray_posteriors	ntip	parsimony	
GB314	Proto-Polynesian	113	gray_posteriors	ntip	parsimony	
GB314	Proto-Eastern Polynesian	113	gray_posteriors	ntip	parsimony	
GB315	Proto-Oceanic	112	gray_posteriors	ntip	parsimony	
GB315	Proto-Central Pacific	112	gray_posteriors	ntip	parsimony	
GB315	Proto-Polynesian	112	gray_posteriors	ntip	parsimony	
GB315	Proto-Eastern Polynesian	112	gray_posteriors	ntip	parsimony	
GB316	Proto-Oceanic	118	gray_posteriors	ntip	parsimony	
GB316	Proto-Central Pacific	118	gray_posteriors	ntip	parsimony	
GB316	Proto-Polynesian	118	gray_posteriors	ntip	parsimony	
GB316	Proto-Eastern Polynesian	118	gray_posteriors	ntip	parsimony	
GB317	Proto-Oceanic	116	gray_posteriors	ntip	parsimony	
GB317	Proto-Central Pacific	116	gray_posteriors	ntip	parsimony	
GB317	Proto-Polynesian	116	gray_posteriors	ntip	parsimony	
GB317	Proto-Eastern Polynesian	116	gray_posteriors	ntip	parsimony	
GB318	Proto-Polynesian	118	gray_posteriors	ntip	parsimony	
GB318	Proto-Oceanic	118	gray_posteriors	ntip	parsimony	
GB318	Proto-Central Pacific	118	gray_posteriors	ntip	parsimony	
GB318	Proto-Eastern Polynesian	118	gray_posteriors	ntip	parsimony	
GB319	Proto-Oceanic	122	gray_posteriors	ntip	parsimony	
GB319	Proto-Central Pacific	122	gray_posteriors	ntip	parsimony	
GB319	Proto-Polynesian	122	gray_posteriors	ntip	parsimony	
GB319	Proto-Eastern Polynesian	122	gray_posteriors	ntip	parsimony	
GB320	Proto-Oceanic	119	gray_posteriors	ntip	parsimony	
GB320	Proto-Central Pacific	119	gray_posteriors	ntip	parsimony	
GB320	Proto-Polynesian	119	gray_posteriors	ntip	parsimony	
GB320	Proto-Eastern Polynesian	119	gray_posteriors	ntip	parsimony	
GB321	Proto-Oceanic	116	gray_posteriors	ntip	parsimony	
GB321	Proto-Central Pacific	116	gray_posteriors	ntip	parsimony	
GB321	Proto-Polynesian	116	gray_posteriors	ntip	parsimony	
GB321	Proto-Eastern Polynesian	116	gray_posteriors	ntip	parsimony	
GB324	Proto-Oceanic	109	gray_posteriors	ntip	parsimony	
GB324	Proto-Central Pacific	109	gray_posteriors	ntip	parsimony	
GB324	Proto-Polynesian	109	gray_posteriors	ntip	parsimony	
GB324	Proto-Eastern Polynesian	109	gray_posteriors	ntip	parsimony	
GB325	Proto-Oceanic	92	gray_posteriors	ntip	parsimony	
GB325	Proto-Central Pacific	92	gray_posteriors	ntip	parsimony	
GB325	Proto-Polynesian	92	gray_posteriors	ntip	parsimony	
GB325	Proto-Eastern Polynesian	92	gray_posteriors	ntip	parsimony	
GB326	Proto-Oceanic	105	gray_posteriors	ntip	parsimony	
GB326	Proto-Central Pacific	105	gray_posteriors	ntip	parsimony	
GB326	Proto-Polynesian	105	gray_posteriors	ntip	parsimony	
GB326	Proto-Eastern Polynesian	105	gray_posteriors	ntip	parsimony	
GB327	Proto-Polynesian	113	gray_posteriors	ntip	parsimony	
GB327	Proto-Oceanic	113	gray_posteriors	ntip	parsimony	
GB327	Proto-Central Pacific	113	gray_posteriors	ntip	parsimony	
GB327	Proto-Eastern Polynesian	113	gray_posteriors	ntip	parsimony	
GB328	Proto-Polynesian	108	gray_posteriors	ntip	parsimony	
GB328	Proto-Oceanic	108	gray_posteriors	ntip	parsimony	
GB328	Proto-Central Pacific	108	gray_posteriors	ntip	parsimony	
GB328	Proto-Eastern Polynesian	108	gray_posteriors	ntip	parsimony	
GB329	Proto-Oceanic	103	gray_posteriors	ntip	parsimony	
GB329	Proto-Central Pacific	103	gray_posteriors	ntip	parsimony	
GB329	Proto-Polynesian	103	gray_posteriors	ntip	parsimony	
GB329	Proto-Eastern Polynesian	103	gray_posteriors	ntip	parsimony	
GB330	Proto-Oceanic	98	gray_posteriors	ntip	parsimony	
GB330	Proto-Central Pacific	98	gray_posteriors	ntip	parsimony	
GB330	Proto-Polynesian	98	gray_posteriors	ntip	parsimony	
GB330	Proto-Eastern Polynesian	98	gray_posteriors	ntip	parsimony	
GB331	Proto-Oceanic	99	gray_posteriors	ntip	parsimony	
GB331	Proto-Central Pacific	99	gray_posteriors	ntip	parsimony	
GB331	Proto-Polynesian	99	gray_posteriors	ntip	parsimony	
GB331	Proto-Eastern Polynesian	99	gray_posteriors	ntip	parsimony	
GB333	Proto-Oceanic	120	gray_posteriors	ntip	parsimony	
GB333	Proto-Central Pacific	120	gray_posteriors	ntip	parsimony	
GB333	Proto-Polynesian	120	gray_posteriors	ntip	parsimony	
GB333	Proto-Eastern Polynesian	120	gray_posteriors	ntip	parsimony	
GB334	Proto-Oceanic	115	gray_posteriors	ntip	parsimony	
GB334	Proto-Central Pacific	115	gray_posteriors	ntip	parsimony	
GB334	Proto-Polynesian	115	gray_posteriors	ntip	parsimony	
GB334	Proto-Eastern Polynesian	115	gray_posteriors	ntip	parsimony	
GB335	Proto-Oceanic	117	gray_posteriors	ntip	parsimony	
GB335	Proto-Central Pacific	117	gray_posteriors	ntip	parsimony	
GB335	Proto-Polynesian	117	gray_posteriors	ntip	parsimony	
GB335	Proto-Eastern Polynesian	117	gray_posteriors	ntip	parsimony	
GB336	Proto-Oceanic	109	gray_posteriors	ntip	parsimony	
GB336	Proto-Central Pacific	109	gray_posteriors	ntip	parsimony	
GB336	Proto-Polynesian	109	gray_posteriors	ntip	parsimony	
GB336	Proto-Eastern Polynesian	109	gray_posteriors	ntip	parsimony	
GB400	Proto-Oceanic	102	gray_posteriors	ntip	parsimony	
GB400	Proto-Central Pacific	102	gray_posteriors	ntip	parsimony	
GB400	Proto-Polynesian	102	gray_posteriors	ntip	parsimony	
GB400	Proto-Eastern Polynesian	102	gray_posteriors	ntip	parsimony	
GB402	Proto-Oceanic	82	gray_posteriors	ntip	parsimony	
GB402	Proto-Central Pacific	82	gray_posteriors	ntip	parsimony	
GB402	Proto-Polynesian	82	gray_posteriors	ntip	parsimony	
GB402	Proto-Eastern Polynesian	82	gray_posteriors	ntip	parsimony	
GB403	Proto-Oceanic	86	gray_posteriors	ntip	parsimony	
GB403	Proto-Central Pacific	86	gray_posteriors	ntip	parsimony	
GB403	Proto-Polynesian	86	gray_posteriors	ntip	parsimony	
GB403	Proto-Eastern Polynesian	86	gray_posteriors	ntip	parsimony	
GB408	Proto-Eastern Polynesian	117	gray_posteriors	ntip	parsimony	
GB408	Proto-Oceanic	117	gray_posteriors	ntip	parsimony	
GB408	Proto-Polynesian	117	gray_posteriors	ntip	parsimony	Yes
GB408	Proto-Central Pacific	117	gray_posteriors	ntip	parsimony	
GB409	Proto-Eastern Polynesian	115	gray_posteriors	ntip	parsimony	
GB409	Proto-Oceanic	115	gray_posteriors	ntip	parsimony	
GB409	Proto-Polynesian	115	gray_posteriors	ntip	parsimony	Yes
GB409	Proto-Central Pacific	115	gray_posteriors	ntip	parsimony	Yes
GB410	Proto-Central Pacific	113	gray_posteriors	ntip	parsimony	
GB410	Proto-Oceanic	113	gray_posteriors	ntip	parsimony	
GB410	Proto-Polynesian	113	gray_posteriors	ntip	parsimony	
GB410	Proto-Eastern Polynesian	113	gray_posteriors	ntip	parsimony	
GB415	Proto-Oceanic	92	gray_posteriors	ntip	parsimony	
GB415	Proto-Central Pacific	92	gray_posteriors	ntip	parsimony	
GB415	Proto-Polynesian	92	gray_posteriors	ntip	parsimony	
GB415	Proto-Eastern Polynesian	92	gray_posteriors	ntip	parsimony	
GB421	Proto-Oceanic	92	gray_posteriors	ntip	parsimony	
GB421	Proto-Central Pacific	92	gray_posteriors	ntip	parsimony	
GB421	Proto-Polynesian	92	gray_posteriors	ntip	parsimony	
GB421	Proto-Eastern Polynesian	92	gray_posteriors	ntip	parsimony	
GB422	Proto-Oceanic	96	gray_posteriors	ntip	parsimony	
GB422	Proto-Central Pacific	96	gray_posteriors	ntip	parsimony	
GB422	Proto-Polynesian	96	gray_posteriors	ntip	parsimony	
GB422	Proto-Eastern Polynesian	96	gray_posteriors	ntip	parsimony	
GB430	Proto-Oceanic	123	gray_posteriors	ntip	parsimony	
GB430	Proto-Central Pacific	123	gray_posteriors	ntip	parsimony	
GB430	Proto-Polynesian	123	gray_posteriors	ntip	parsimony	
GB430	Proto-Eastern Polynesian	123	gray_posteriors	ntip	parsimony	
GB431	Proto-Oceanic	124	gray_posteriors	ntip	parsimony	
GB431	Proto-Central Pacific	124	gray_posteriors	ntip	parsimony	
GB431	Proto-Polynesian	124	gray_posteriors	ntip	parsimony	
GB431	Proto-Eastern Polynesian	124	gray_posteriors	ntip	parsimony	
GB432	Proto-Oceanic	122	gray_posteriors	ntip	parsimony	
GB432	Proto-Central Pacific	122	gray_posteriors	ntip	parsimony	
GB432	Proto-Polynesian	122	gray_posteriors	ntip	parsimony	
GB432	Proto-Eastern Polynesian	122	gray_posteriors	ntip	parsimony	
GB433	Proto-Oceanic	126	gray_posteriors	ntip	parsimony	
GB433	Proto-Central Pacific	126	gray_posteriors	ntip	parsimony	
GB433	Proto-Polynesian	126	gray_posteriors	ntip	parsimony	
GB433	Proto-Eastern Polynesian	126	gray_posteriors	ntip	parsimony	
GB519	Proto-Polynesian	106	gray_posteriors	ntip	parsimony	
GB519	Proto-Oceanic	106	gray_posteriors	ntip	parsimony	
GB519	Proto-Central Pacific	106	gray_posteriors	ntip	parsimony	
GB519	Proto-Eastern Polynesian	106	gray_posteriors	ntip	parsimony	
GB520	Proto-Central Pacific	120	gray_posteriors	ntip	parsimony	
