Feature_ID,LogLikelihood,AICc,pRoot0,pRoot1,q01,q10,nTips,nTips_state_0,nTips_state_1
GB020,-84.95199488114046,173.99922785751903,0.570112897034489,0.4298871029655111,0.5376686490309511,0.3612726202064152,129,51,78
GB021,-82.67380019775271,169.4537950857709,0.9437020571031662,0.05629794289683374,0.21590834830087735,0.4286766584279657,116,74,42
GB022,-71.0946685145058,146.28382521798798,0.9683823879909019,0.03161761200909809,0.30492030945903054,0.10435065313222401,130,49,81
GB023,-76.96275593378456,158.02074996280723,0.7834001579179376,0.2165998420820623,0.3249474436744437,1.2254435824611434,129,104,25
GB024a,-84.76079687809012,173.61915473179,0.161327691493188,0.838672308506812,0.1751393695878248,0.3344173551984773,126,65,61
GB024b,-60.35170954349309,124.80098006259593,0.16846203496132411,0.8315379650386759,0.2351166752778703,0.1667336867886552,126,49,77
GB025a,-74.24487494516991,152.58811054607753,0.7642322792379541,0.235767720762046,0.25812624572438064,0.712571841956574,125,91,34
GB025b,-48.250115250022226,100.59859115578216,0.07604261355698061,0.9239573864430194,0.6053012323883187,0.13078219922971923,125,19,106
GB026,NA,NA,NA,NA,NA,NA,116,116,0
GB027,-69.30689139003121,142.73499490127455,0.24118733289400376,0.7588126671059962,0.6341875892692995,0.31648063626058826,102,34,68
GB028,-10.266072108582271,24.625167472978497,0.0195982013991065,0.9804017986008935,2.579039658636129,0.05166917363764925,132,2,130
GB030,-28.56366967084272,61.22108934168544,0.955180020381566,0.044819979618434085,0.09884561890601658,2.102767030740798,131,125,6
GB031,-73.2425263751238,150.579540939224,0.22542061131190474,0.7745793886880953,0.525305537400953,0.2240811644972912,130,42,88
GB035,-56.8603801767055,117.83085209653026,0.7553405434315196,0.24465945656848045,0.44650351158695617,0.14949414501912542,112,30,82
GB036,-28.429658462178338,60.97042803546779,0.9247855835290532,0.07521441647094684,0.6965455118966016,8.564252411938398,111,103,8
GB037,-36.885980268122466,77.88307164735605,0.9048909599650872,0.09510904003491279,10.510552568519678,100.00000000000004,111,100,11
GB038,-20.530470971008544,45.16439021787916,0.9559086913189092,0.044091308681090756,1.3672434300950012,29.642120342347667,119,114,5
GB039,-44.192101159931624,92.48765059572531,0.8852337211281465,0.11476627887185362,12.96451729443776,100.00000000000004,119,106,13
GB041,-13.265549468397948,30.660131194860412,0.9659782046423573,0.034021795357642756,1.0062459302284452,28.57026288274357,96,93,3
GB042,-13.874118857212382,31.84347580966286,0.9716288707857224,0.02837112921427767,0.05141527066641157,1.6837823042493367,129,126,3
GB043,-10.265055329493528,24.626110658987056,0.980740641341165,0.019259358658835126,0.09124813735344177,4.646603241477761,128,126,2
GB044,-48.93386531699071,101.96529160959118,0.8741865756439621,0.12581342435603785,14.392056325431255,100.00000000000004,126,111,15
GB046,-44.34559885036337,92.88167389120294,0.6721354678370475,0.3278645321629525,48.77953148612001,100.00000000000004,66,45,21
GB047,-68.786145729274807,141.69110333973774,0.2995190846761341,0.700480915323866,100.00000000000004,42.75906425482732,104,30,74
GB048,-58.376183398593646,120.882801579796,0.6415639002123642,0.35843609978763574,0.44405475701462577,0.8267851339085718,95,63,32
GB049,-69.50329417392244,143.127800469057,0.41757503903182075,0.5824249609681792,100.00000000000004,71.69593802052644,102,41,61
GB051,-9.812306397963425,23.72378634964586,0.9998567757857885,1.4322421421155952e-4,0.014903249072679597,0.13395007178153615,124,122,2
GB052,-13.417730576726411,30.93546115345282,0.9961584776670278,0.0038415223329722175,0.025898175136389985,0.40039036668387473,123,120,3
GB053,-30.643746899129134,65.38918871351251,0.9079817943569717,0.09201820564302839,0.13203549368484668,1.252613172933054,121,112,9
GB054,-10.168999547974645,24.439694011203528,0.9784062634938744,0.0215937365061255,0.045552126493292856,2.0016209251690364,121,118,3
GB057,-60.154593245251036,124.41088140575631,0.8589656264725098,0.1410343735274901,0.10208580880174772,0.22873174232575655,121,81,40
GB058,-78.18215011781456,160.4668643381932,0.25442221991151426,0.7455777800884859,0.5494403744266378,0.3222365219593199,120,52,68
GB059,-17.88252983810153,39.86262065181282,0.02627460060708426,0.9737253993929158,100.00000000000004,2.6983583486130236,126,3,123
GB065a,-94.07279967561885,192.2393493512377,0.46258140878414417,0.5374185912158559,100.00000000000004,86.0746941667202,131,61,70
GB065b,-68.28739698032531,140.66854396065062,0.17842864404571876,0.8215713559542813,100.00000000000004,21.717972851970764,131,22,109
GB068,-72.10952571693814,148.32914317699553,0.28919266300001456,0.7108073369999856,100.00000000000004,40.6850981899784,112,31,81
GB069,-76.92582139851746,157.97045467822304,0.6164934152777786,0.3835065847222215,62.20773413280041,100.00000000000004,104,65,39
GB070,-26.48842386095511,57.07602127562922,0.9399938033132887,0.06000619668671127,1.3050707875075995,20.443862815488384,124,117,7
GB071,-71.99866421932913,148.09650199237726,0.754737517941623,0.24526248205837706,32.49639460448122,100.00000000000004,124,95,29
GB072,-61.244258358770615,126.58935705367568,0.8365087711210724,0.16349122887892775,19.54447275667178,100.00000000000004,122,103,19
GB073,-76.66805397593494,157.438672054434,0.7138157483615628,0.28618425163843714,40.09217396720684,100.00000000000004,120,87,33
GB074,-17.161912606327295,38.41982521265459,0.04621774336624277,0.9537822566337573,0.4589235594966513,0.014242351849272762,128,9,119
GB075,-38.686498712678556,81.47383776149157,0.9541455386955597,0.045854461304440264,0.03759579876955695,0.39346927376276186,122,107,15
GB079,-45.579215284257984,95.25218056851597,0.09661699801766208,0.9033830019823379,100.00000000000004,10.695020584364615,131,12,119
GB080,-69.86382642566258,143.82214104030155,0.2046290766144559,0.7953709233855442,0.909706902900733,0.22036722738920855,130,26,104
GB081,-26.791331481303466,57.683503298741385,0.9996228340651298,3.7716593487024794e-4,0.04113130999751223,0.1257306151129424,122,112,10
GB082,-38.29301087886166,80.6812598529614,0.9263411067432098,0.07365889325679031,7.951595014039403,100.00000000000004,129,119,10
GB083,-54.67029942886802,113.43659885773604,0.8586331871000874,0.1413668128999126,16.464168287899426,100.00000000000004,128,110,18
GB084,-67.83765719526197,139.77131439052394,0.8117555759701728,0.1882444240298273,0.2040622032092897,0.9031627550199495,128,107,21
GB086,-73.73344955631839,151.568594027891,0.6611492063295458,0.33885079367045423,26.668903918932102,52.03506967975058,121,81,40
GB089,-41.31387966489229,86.72299742502267,0.8927974354757898,0.10720256452421008,10.307484137818472,85.84211996508216,129,116,13
GB090,-74.53970060817127,153.17463931158065,0.1749322817527956,0.8250677182472044,0.17171627615184124,0.26803879099300637,129,78,51
GB091,-35.41656417544833,74.93068932650641,0.908373411960233,0.09162658803976685,0.11976533852311225,1.1687551169215327,126,116,10
GB092,-83.5333443132763,171.1650492822903,0.12765632471512223,0.8723436752848778,0.16644925466600283,0.30839941153928474,125,79,46
GB093,-76.40230596861527,156.90061193723054,0.01815113143352395,0.981848868566476,0.2261721261017735,0.21581171726937484,128,52,76
GB094,-9.46105282526066,23.01810565052132,0.9998906108081049,1.0938919189509939e-4,0.014086773407336575,0.11174319955257153,128,126,2
GB095,-27.179913492298944,58.46696984174074,0.9459167055977488,0.0540832944022512,5.71755357339571,100.00000000000004,115,109,6
GB096,-47.679054473082516,99.46430363643051,0.8639725422577595,0.13602745774224043,15.744419074565652,100.00000000000004,116,101,15
GB098,-65.47231579288925,135.05082627604398,0.803773544883644,0.19622645511635603,24.41315173476656,100.00000000000004,116,94,22
GB099,-8.981453654628476,22.084119430469073,0.9814765990016093,0.018523400998390654,0.03032735542110751,1.6114996393199705,102,100,2
GB103,-42.49100767811133,89.09852021059159,0.8373562648836135,0.16264373511638658,0.1707201859544426,0.976660212104714,106,92,14
GB104,-34.40545120757663,72.9285494739768,0.8968860700394927,0.10311392996050726,0.09795626312651963,0.46142950964393914,105,92,13
GB105,-68.73147767768836,141.58927114485041,0.5,0.5,100.00000000000004,100.00000000000004,98,50,48
GB107,-73.62954343610333,151.35283687220667,0.8333776031734453,0.16662239682655472,0.18085613148714058,0.5002713218730812,131,100,31
GB108,-77.25968458263971,158.62020950141385,0.8903104083230985,0.10968959167690145,0.22742124865889207,0.2517588234954812,122,79,43
GB109,-40.84578453115602,85.81656906231204,0.8601629865446346,0.13983701345536542,0.12476154407434717,0.9278139797558101,99,88,11
GB110,NA,NA,NA,NA,NA,NA,100,100,0
GB111,-39.428324181342035,82.96009663854613,0.9710293368594273,0.028970663140572752,0.07509114170840134,0.4806110630254011,119,108,11
GB113,-64.24592835422568,132.59185670845136,0.18770040958445142,0.8122995904155486,100.00000000000004,23.107288468338325,123,22,101
GB114,-40.65665839706046,85.42982164848985,0.8614199269084925,0.13858007309150763,3.4267272658195753,21.30068981063723,106,91,15
GB115,-69.09461408330853,142.2993199097363,0.3991800491544186,0.6008199508455813,0.6698105950130485,0.39469011666482934,112,41,71
GB116,-5.322173463130152,14.760851780629237,0.9999493057884826,5.0694211517418516e-5,0.009473828692977028,0.07876146780107786,106,105,1
GB117,-67.48487248665323,139.07883588239736,0.7928537817793726,0.20714621822062743,26.126660801911875,100.00000000000004,113,91,22
GB118,-60.63508247962872,125.38554957464206,0.21344331100722408,0.786556688992776,100.00000000000004,27.136418009558692,107,23,84
GB119,-66.43110623113957,136.9656607381412,0.7792231366750237,0.22077686332497615,28.332945074890873,100.00000000000004,119,93,26
GB120,-66.04346832321828,136.18950074900067,0.7617718809812557,0.23822811901874424,31.272894808335145,100.00000000000004,120,93,27
GB121,-50.10814926210959,104.31799343947343,0.8600287769030975,0.1399712230969025,16.275179023768136,100.00000000000004,121,105,16
GB122,-58.77708983165264,121.70232781145343,0.5637512224591452,0.4362487775408548,77.38320737255161,100.00000000000004,84,48,36
GB123,NA,NA,NA,NA,NA,NA,54,45,9
