Feature_ID	Proto-language	Language_ID	Prediction	Historical Linguistics sources
GB134	Proto-Polynesian	poly1242	NA	NA
GB135	Proto-Polynesian	poly1242	NA	NA
GB136	Proto-Polynesian	poly1242	NA	NA
GB137	Proto-Polynesian	poly1242	NA	NA
GB138	Proto-Polynesian	poly1242	NA	NA
GB140	Proto-Polynesian	poly1242	NA	NA
GB146	Proto-Polynesian	poly1242	NA	NA
GB148	Proto-Polynesian	poly1242	NA	NA
GB149	Proto-Polynesian	poly1242	NA	NA
GB150	Proto-Polynesian	poly1242	NA	NA
GB151	Proto-Polynesian	poly1242	NA	NA
GB152	Proto-Polynesian	poly1242	NA	NA
GB155	Proto-Polynesian	poly1242	NA	NA
GB156	Proto-Polynesian	poly1242	NA	NA
GB158	Proto-Polynesian	poly1242	NA	NA
GB159	Proto-Polynesian	poly1242	NA	NA
GB160	Proto-Polynesian	poly1242	NA	NA
GB165	Proto-Polynesian	poly1242	NA	NA
GB166	Proto-Polynesian	poly1242	NA	NA
GB167	Proto-Polynesian	poly1242	NA	NA
GB170	Proto-Polynesian	poly1242	NA	NA
GB171	Proto-Polynesian	poly1242	NA	NA
GB172	Proto-Polynesian	poly1242	NA	NA
GB177	Proto-Polynesian	poly1242	NA	NA
GB184	Proto-Polynesian	poly1242	NA	NA
GB185	Proto-Polynesian	poly1242	NA	NA
GB186	Proto-Polynesian	poly1242	NA	NA
GB187	Proto-Polynesian	poly1242	NA	NA
GB188	Proto-Polynesian	poly1242	NA	NA
GB192	Proto-Polynesian	poly1242	NA	NA
GB196	Proto-Polynesian	poly1242	NA	NA
GB197	Proto-Polynesian	poly1242	NA	NA
GB198	Proto-Polynesian	poly1242	NA	NA
GB203	Proto-Polynesian	poly1242	NA	NA
GB204	Proto-Polynesian	poly1242	NA	NA
GB250	Proto-Polynesian	poly1242	NA	NA
GB252	Proto-Polynesian	poly1242	NA	NA
GB253	Proto-Polynesian	poly1242	NA	NA
GB254	Proto-Polynesian	poly1242	NA	NA
GB256	Proto-Polynesian	poly1242	NA	NA
GB257	Proto-Polynesian	poly1242	NA	NA
GB260	Proto-Polynesian	poly1242	NA	NA
GB262	Proto-Polynesian	poly1242	NA	NA
GB263	Proto-Polynesian	poly1242	NA	NA
GB264	Proto-Polynesian	poly1242	NA	NA
GB265	Proto-Polynesian	poly1242	NA	NA
GB266	Proto-Polynesian	poly1242	NA	NA
GB270	Proto-Polynesian	poly1242	NA	NA
GB273	Proto-Polynesian	poly1242	NA	NA
GB275	Proto-Polynesian	poly1242	NA	NA
GB276	Proto-Polynesian	poly1242	NA	NA
GB285	Proto-Polynesian	poly1242	NA	NA
GB286	Proto-Polynesian	poly1242	NA	NA
GB291	Proto-Polynesian	poly1242	NA	NA
GB296	Proto-Polynesian	poly1242	NA	NA
GB297	Proto-Polynesian	poly1242	NA	NA
GB298	Proto-Polynesian	poly1242	NA	NA
GB300	Proto-Polynesian	poly1242	NA	NA
GB301	Proto-Polynesian	poly1242	NA	NA
GB302	Proto-Polynesian	poly1242	NA	NA
GB303	Proto-Polynesian	poly1242	NA	NA
GB304	Proto-Polynesian	poly1242	NA	NA
GB305	Proto-Polynesian	poly1242	NA	NA
GB306	Proto-Polynesian	poly1242	NA	NA
GB309	Proto-Polynesian	poly1242	NA	NA
GB312	Proto-Polynesian	poly1242	NA	NA
GB313	Proto-Polynesian	poly1242	NA	NA
GB314	Proto-Polynesian	poly1242	NA	NA
GB315	Proto-Polynesian	poly1242	NA	NA
GB316	Proto-Polynesian	poly1242	NA	NA
GB317	Proto-Polynesian	poly1242	NA	NA
GB319	Proto-Polynesian	poly1242	NA	NA
GB320	Proto-Polynesian	poly1242	NA	NA
GB321	Proto-Polynesian	poly1242	NA	NA
GB322	Proto-Polynesian	poly1242	NA	NA
GB323	Proto-Polynesian	poly1242	NA	NA
GB324	Proto-Polynesian	poly1242	NA	NA
GB325	Proto-Polynesian	poly1242	NA	NA
GB326	Proto-Polynesian	poly1242	NA	NA
GB329	Proto-Polynesian	poly1242	NA	NA
GB330	Proto-Polynesian	poly1242	NA	NA
GB331	Proto-Polynesian	poly1242	NA	NA
GB333	Proto-Polynesian	poly1242	NA	NA
GB334	Proto-Polynesian	poly1242	NA	NA
GB335	Proto-Polynesian	poly1242	NA	NA
GB336	Proto-Polynesian	poly1242	NA	NA
GB400	Proto-Polynesian	poly1242	NA	NA
GB401	Proto-Polynesian	poly1242	NA	NA
GB402	Proto-Polynesian	poly1242	NA	NA
GB403	Proto-Polynesian	poly1242	NA	NA
GB410	Proto-Polynesian	poly1242	NA	NA
GB415	Proto-Polynesian	poly1242	NA	NA
GB421	Proto-Polynesian	poly1242	NA	NA
GB422	Proto-Polynesian	poly1242	NA	NA
GB430	Proto-Polynesian	poly1242	NA	NA
GB431	Proto-Polynesian	poly1242	NA	NA
GB432	Proto-Polynesian	poly1242	NA	NA
GB433	Proto-Polynesian	poly1242	NA	NA
GB521	Proto-Polynesian	poly1242	NA	NA
GB028	Proto-Oceanic	ocea1241	1	\citet[112]{pawley1973some}, \citet[184]{crowley1985common}, \citet[500]{ross2004morphosyntactic}, \citet[67, 75]{lynchrosscrowley_proto_grammar_oceanic}
GB023	Proto-Oceanic	ocea1241	0	\citet[112]{pawley1973some}, \citet[498]{ross2004morphosyntactic}
GB431	Proto-Oceanic	ocea1241	0	\citet[117]{pawley1973some}, \citet[494, 497]{ross2004morphosyntactic}
GB105	Proto-Oceanic	ocea1241	0	\citet[118]{pawley1973some}
GB133	Proto-Oceanic	ocea1241	1	\citet[118]{pawley1973some}
GB131	Proto-Oceanic	ocea1241	1	\citet[118]{pawley1973some}, \citet[86]{lynchrosscrowley_proto_grammar_oceanic}
GB079	Proto-Oceanic	ocea1241	1	\citet[142]{pawley1973some}, \citet[292]{ross2007two}, \citet[83]{lynchrosscrowley_proto_grammar_oceanic}
GB140	Proto-Oceanic	ocea1241	0	\citet[143-6]{pawley1973some}, \citet[88]{lynchrosscrowley_proto_grammar_oceanic}
GB058	Proto-Oceanic	ocea1241	1	\citet[154]{pawley1973some}, \citet[498]{ross2004morphosyntactic}, \citet[69, 77]{lynchrosscrowley_proto_grammar_oceanic}
GB065	Proto-Oceanic	ocea1241	3	\citet[155-156]{pawley1973some}, \citet[512]{ross2004morphosyntactic}, \citet[77]{lynchrosscrowley_proto_grammar_oceanic}; \citet[76]{lynchrosscrowley_proto_grammar_oceanic}, \citet[155-156]{pawley1973some}
GB408	Proto-Oceanic	ocea1241	1	\citet[167]{pawley1973some}, \citet[498]{ross2004morphosyntactic}
GB074	Proto-Oceanic	ocea1241	1	\citet[167]{pawley1973some}, \citet[498]{ross2004morphosyntactic}
GB113	Proto-Oceanic	ocea1241	1	\citet[171]{pawley1973some}, \citet[123]{wilson1982proto}, \citet[80, 92]{lynchrosscrowley_proto_grammar_oceanic}, \citet[112]{evans2003study}
GB115	Proto-Oceanic	ocea1241	1	\citet[172]{pawley1973some}, \citet[495, 513]{ross2004morphosyntactic}
GB059	Proto-Oceanic	ocea1241	1	\citet[492, 511-512]{ross2004morphosyntactic}, \citet[69]{lynchrosscrowley_proto_grammar_oceanic}
GB522	Proto-Oceanic	ocea1241	1	\citet[495]{ross2004morphosyntactic}
GB433	Proto-Oceanic	ocea1241	1	\citet[495]{ross2004morphosyntactic}, \citet[155]{pawley1973some}
GB409	Proto-Oceanic	ocea1241	0	\citet[496]{ross2004morphosyntactic}
GB132	Proto-Oceanic	ocea1241	1	\citet[497]{ross2004morphosyntactic}, \citet[117]{pawley1973some}
GB193	Proto-Oceanic	ocea1241	2	\citet[497]{ross2004morphosyntactic}, \citet[74]{lynchrosscrowley_proto_grammar_oceanic};
GB091	Proto-Oceanic	ocea1241	0	\citet[498-499]{ross2004morphosyntactic}, \citet[83]{lynchrosscrowley_proto_grammar_oceanic}
GB094	Proto-Oceanic	ocea1241	0	\citet[498-499]{ross2004morphosyntactic}, \citet[83]{lynchrosscrowley_proto_grammar_oceanic}
GB092	Proto-Oceanic	ocea1241	1	\citet[498-499]{ross2004morphosyntactic}, \citet[83]{lynchrosscrowley_proto_grammar_oceanic}
GB090	Proto-Oceanic	ocea1241	1	\citet[498-499]{ross2004morphosyntactic}, \citet[83]{lynchrosscrowley_proto_grammar_oceanic}
GB089	Proto-Oceanic	ocea1241	0	\citet[498-499]{ross2004morphosyntactic}, \citet[83]{lynchrosscrowley_proto_grammar_oceanic}
GB093	Proto-Oceanic	ocea1241	1	\citet[498-499]{ross2004morphosyntactic}, \citet[83]{lynchrosscrowley_proto_grammar_oceanic}, \citet[112]{evans2003study}
GB030	Proto-Oceanic	ocea1241	0	\citet[498]{ross2004morphosyntactic}
GB051	Proto-Oceanic	ocea1241	0	\citet[498]{ross2004morphosyntactic}
GB054	Proto-Oceanic	ocea1241	0	\citet[498]{ross2004morphosyntactic}
GB170	Proto-Oceanic	ocea1241	0	\citet[498]{ross2004morphosyntactic}
GB172	Proto-Oceanic	ocea1241	0	\citet[498]{ross2004morphosyntactic}
GB192	Proto-Oceanic	ocea1241	0	\citet[498]{ross2004morphosyntactic}
GB198	Proto-Oceanic	ocea1241	0	\citet[498]{ross2004morphosyntactic}
GB432	Proto-Oceanic	ocea1241	0	\citet[498]{ross2004morphosyntactic}
GB052	Proto-Oceanic	ocea1241	0	\citet[498]{ross2004morphosyntactic}
GB053	Proto-Oceanic	ocea1241	0	\citet[498]{ross2004morphosyntactic}
GB171	Proto-Oceanic	ocea1241	0	\citet[498]{ross2004morphosyntactic}
GB031	Proto-Oceanic	ocea1241	1	\citet[498]{ross2004morphosyntactic}, \citet[109]{kikusawa2001rotuman}, \citet[69]{lynchrosscrowley_proto_grammar_oceanic}, \citet[173]{pawley1973some}
GB075	Proto-Oceanic	ocea1241	0	\citet[500]{ross2004morphosyntactic}
GB430	Proto-Oceanic	ocea1241	0	\citet[511]{ross2004morphosyntactic}
GB147	Proto-Oceanic	ocea1241	0	\citet[533]{ross2004morphosyntactic}
GB068	Proto-Oceanic	ocea1241	1	\citet[63, 74]{lynchrosscrowley_proto_grammar_oceanic}, \citet[113]{pawley1973some}
GB047	Proto-Oceanic	ocea1241	1	\citet[70]{lynchrosscrowley_proto_grammar_oceanic}
GB159	Proto-Oceanic	ocea1241	1	\citet[70]{lynchrosscrowley_proto_grammar_oceanic}
GB049	Proto-Oceanic	ocea1241	1	\citet[70]{lynchrosscrowley_proto_grammar_oceanic}
GB333	Proto-Oceanic	ocea1241	1	\citet[72]{lynchrosscrowley_proto_grammar_oceanic}
GB025	Proto-Oceanic	ocea1241	2	\citet[72]{lynchrosscrowley_proto_grammar_oceanic}
GB035	Proto-Oceanic	ocea1241	1	\citet[72]{lynchrosscrowley_proto_grammar_oceanic}
GB155	Proto-Oceanic	ocea1241	1	\citet[74, 83]{lynchrosscrowley_proto_grammar_oceanic}, \citet[130]{pawley1973some}, \citet[344]{evans2003study}
GB082	Proto-Oceanic	ocea1241	0	\citet[84]{lynchrosscrowley_proto_grammar_oceanic}
GB521	Proto-Oceanic	ocea1241	0	\citet[84]{lynchrosscrowley_proto_grammar_oceanic}
GB083	Proto-Oceanic	ocea1241	0	\citet[84]{lynchrosscrowley_proto_grammar_oceanic}
GB084	Proto-Oceanic	ocea1241	0	\citet[84]{lynchrosscrowley_proto_grammar_oceanic}
GB121	Proto-Oceanic	ocea1241	0	\citet[84]{lynchrosscrowley_proto_grammar_oceanic}
GB312	Proto-Oceanic	ocea1241	1	\citet[84]{lynchrosscrowley_proto_grammar_oceanic}
GB086	Proto-Oceanic	ocea1241	1	\citet[84]{lynchrosscrowley_proto_grammar_oceanic}
GB158	Proto-Oceanic	ocea1241	1	\citet[84]{lynchrosscrowley_proto_grammar_oceanic}, \citet[112]{evans2003study}
GB117	Proto-Oceanic	ocea1241	0	\citet[86]{lynchrosscrowley_proto_grammar_oceanic}
GB299	Proto-Oceanic	ocea1241	1	\citet[88]{lynchrosscrowley_proto_grammar_oceanic}
GB260	Proto-Oceanic	ocea1241	0	\citet[89]{lynchrosscrowley_proto_grammar_oceanic}
GB264	Proto-Oceanic	ocea1241	0	\citet[89]{lynchrosscrowley_proto_grammar_oceanic}
GB285	Proto-Oceanic	ocea1241	0	\citet[89]{lynchrosscrowley_proto_grammar_oceanic}
GB286	Proto-Oceanic	ocea1241	0	\citet[89]{lynchrosscrowley_proto_grammar_oceanic}
GB291	Proto-Oceanic	ocea1241	0	\citet[89]{lynchrosscrowley_proto_grammar_oceanic}
GB262	Proto-Oceanic	ocea1241	0	\citet[89]{lynchrosscrowley_proto_grammar_oceanic}
GB297	Proto-Oceanic	ocea1241	0	\citet[89]{lynchrosscrowley_proto_grammar_oceanic}
GB022	Proto-Oceanic	ocea1241	1	\citet{crowley1985common}, \citet[70]{lynchrosscrowley_proto_grammar_oceanic}, \citet[112]{pawley1973some}
GB020	Proto-Oceanic	ocea1241	NA	NA
GB021	Proto-Oceanic	ocea1241	NA	NA
GB024	Proto-Oceanic	ocea1241	NA	NA
GB026	Proto-Oceanic	ocea1241	NA	NA
GB027	Proto-Oceanic	ocea1241	NA	NA
GB036	Proto-Oceanic	ocea1241	NA	NA
GB037	Proto-Oceanic	ocea1241	NA	NA
GB038	Proto-Oceanic	ocea1241	NA	NA
GB039	Proto-Oceanic	ocea1241	NA	NA
GB041	Proto-Oceanic	ocea1241	NA	NA
GB042	Proto-Oceanic	ocea1241	NA	NA
GB043	Proto-Oceanic	ocea1241	NA	NA
GB044	Proto-Oceanic	ocea1241	NA	NA
GB046	Proto-Oceanic	ocea1241	NA	NA
GB048	Proto-Oceanic	ocea1241	NA	NA
GB057	Proto-Oceanic	ocea1241	NA	NA
GB069	Proto-Oceanic	ocea1241	NA	NA
GB070	Proto-Oceanic	ocea1241	NA	NA
GB071	Proto-Oceanic	ocea1241	NA	NA
GB072	Proto-Oceanic	ocea1241	NA	NA
GB073	Proto-Oceanic	ocea1241	NA	NA
GB080	Proto-Oceanic	ocea1241	NA	NA
GB081	Proto-Oceanic	ocea1241	NA	NA
GB095	Proto-Oceanic	ocea1241	NA	NA
GB096	Proto-Oceanic	ocea1241	NA	NA
GB098	Proto-Oceanic	ocea1241	NA	NA
GB099	Proto-Oceanic	ocea1241	NA	NA
GB103	Proto-Oceanic	ocea1241	NA	NA
GB104	Proto-Oceanic	ocea1241	NA	NA
GB107	Proto-Oceanic	ocea1241	NA	NA
GB108	Proto-Oceanic	ocea1241	NA	NA
GB109	Proto-Oceanic	ocea1241	NA	NA
GB110	Proto-Oceanic	ocea1241	NA	NA
GB111	Proto-Oceanic	ocea1241	NA	NA
GB114	Proto-Oceanic	ocea1241	NA	NA
GB116	Proto-Oceanic	ocea1241	NA	NA
GB118	Proto-Oceanic	ocea1241	NA	NA
GB119	Proto-Oceanic	ocea1241	NA	NA
GB120	Proto-Oceanic	ocea1241	NA	NA
GB122	Proto-Oceanic	ocea1241	NA	NA
GB123	Proto-Oceanic	ocea1241	NA	NA
GB124	Proto-Oceanic	ocea1241	NA	NA
GB126	Proto-Oceanic	ocea1241	NA	NA
GB127	Proto-Oceanic	ocea1241	NA	NA
GB129	Proto-Oceanic	ocea1241	NA	NA
GB130	Proto-Oceanic	ocea1241	NA	NA
GB134	Proto-Oceanic	ocea1241	NA	NA
GB135	Proto-Oceanic	ocea1241	NA	NA
GB136	Proto-Oceanic	ocea1241	NA	NA
GB137	Proto-Oceanic	ocea1241	NA	NA
GB138	Proto-Oceanic	ocea1241	NA	NA
GB139	Proto-Oceanic	ocea1241	NA	NA
GB146	Proto-Oceanic	ocea1241	NA	NA
GB148	Proto-Oceanic	ocea1241	NA	NA
GB149	Proto-Oceanic	ocea1241	NA	NA
GB150	Proto-Oceanic	ocea1241	NA	NA
GB151	Proto-Oceanic	ocea1241	NA	NA
GB152	Proto-Oceanic	ocea1241	NA	NA
GB156	Proto-Oceanic	ocea1241	NA	NA
GB160	Proto-Oceanic	ocea1241	NA	NA
GB165	Proto-Oceanic	ocea1241	NA	NA
GB166	Proto-Oceanic	ocea1241	NA	NA
GB167	Proto-Oceanic	ocea1241	NA	NA
GB177	Proto-Oceanic	ocea1241	NA	NA
GB184	Proto-Oceanic	ocea1241	NA	NA
GB185	Proto-Oceanic	ocea1241	NA	NA
GB186	Proto-Oceanic	ocea1241	NA	NA
GB187	Proto-Oceanic	ocea1241	NA	NA
GB188	Proto-Oceanic	ocea1241	NA	NA
GB196	Proto-Oceanic	ocea1241	NA	NA
GB197	Proto-Oceanic	ocea1241	NA	NA
GB203	Proto-Oceanic	ocea1241	NA	NA
GB204	Proto-Oceanic	ocea1241	NA	NA
GB250	Proto-Oceanic	ocea1241	NA	NA
GB252	Proto-Oceanic	ocea1241	NA	NA
GB253	Proto-Oceanic	ocea1241	NA	NA
GB254	Proto-Oceanic	ocea1241	NA	NA
GB256	Proto-Oceanic	ocea1241	NA	NA
GB257	Proto-Oceanic	ocea1241	NA	NA
GB263	Proto-Oceanic	ocea1241	NA	NA
GB265	Proto-Oceanic	ocea1241	NA	NA
GB266	Proto-Oceanic	ocea1241	NA	NA
GB270	Proto-Oceanic	ocea1241	NA	NA
GB273	Proto-Oceanic	ocea1241	NA	NA
GB275	Proto-Oceanic	ocea1241	NA	NA
GB276	Proto-Oceanic	ocea1241	NA	NA
GB296	Proto-Oceanic	ocea1241	NA	NA
GB298	Proto-Oceanic	ocea1241	NA	NA
GB300	Proto-Oceanic	ocea1241	NA	NA
GB301	Proto-Oceanic	ocea1241	NA	NA
GB302	Proto-Oceanic	ocea1241	NA	NA
GB303	Proto-Oceanic	ocea1241	NA	NA
GB304	Proto-Oceanic	ocea1241	NA	NA
GB305	Proto-Oceanic	ocea1241	NA	NA
GB306	Proto-Oceanic	ocea1241	NA	NA
GB309	Proto-Oceanic	ocea1241	NA	NA
GB313	Proto-Oceanic	ocea1241	NA	NA
GB314	Proto-Oceanic	ocea1241	NA	NA
GB315	Proto-Oceanic	ocea1241	NA	NA
GB316	Proto-Oceanic	ocea1241	NA	NA
GB317	Proto-Oceanic	ocea1241	NA	NA
GB318	Proto-Oceanic	ocea1241	NA	NA
GB319	Proto-Oceanic	ocea1241	NA	NA
GB320	Proto-Oceanic	ocea1241	NA	NA
GB321	Proto-Oceanic	ocea1241	NA	NA
GB322	Proto-Oceanic	ocea1241	NA	NA
GB323	Proto-Oceanic	ocea1241	NA	NA
GB324	Proto-Oceanic	ocea1241	NA	NA
GB325	Proto-Oceanic	ocea1241	NA	NA
GB326	Proto-Oceanic	ocea1241	NA	NA
GB327	Proto-Oceanic	ocea1241	NA	NA
GB328	Proto-Oceanic	ocea1241	NA	NA
GB329	Proto-Oceanic	ocea1241	NA	NA
GB330	Proto-Oceanic	ocea1241	NA	NA
GB331	Proto-Oceanic	ocea1241	NA	NA
GB334	Proto-Oceanic	ocea1241	NA	NA
GB335	Proto-Oceanic	ocea1241	NA	NA
GB336	Proto-Oceanic	ocea1241	NA	NA
GB400	Proto-Oceanic	ocea1241	NA	NA
GB401	Proto-Oceanic	ocea1241	NA	NA
GB402	Proto-Oceanic	ocea1241	NA	NA
GB403	Proto-Oceanic	ocea1241	NA	NA
GB410	Proto-Oceanic	ocea1241	NA	NA
GB415	Proto-Oceanic	ocea1241	NA	NA
GB421	Proto-Oceanic	ocea1241	NA	NA
GB422	Proto-Oceanic	ocea1241	NA	NA
GB519	Proto-Oceanic	ocea1241	NA	NA
GB520	Proto-Oceanic	ocea1241	NA	NA
