Feature_ID	Proto-language	gray_ML_prediction_0	gray_ML_prediction_1	ntips_ML_gray	min_ML_gray	min_percent_ML_gray	gray_ML_prediction	Prediction	ML result (Gray et al 2009-tree posteriors)
GB104	Proto-Central Pacific	0.9089798171945769	0.09102018280542314	105	13	0.12380952380952381	Absent	NA	NA
GB104	Proto-Eastern Polynesian	0.9997863107236135	2.1368927638650253e-4	105	13	0.12380952380952381	Absent	NA	NA
GB104	Proto-Oceanic	0.9953472949898174	0.004652705010182545	105	13	0.12380952380952381	Absent	NA	NA
GB104	Proto-Polynesian	0.9741275799077738	0.025872420092226265	105	13	0.12380952380952381	Absent	NA	NA
GB105	Proto-Central Pacific	0.6189167232888538	0.38108327671114617	98	48	0.4897959183673469	Absent	NA	NA
GB105	Proto-Eastern Polynesian	0.9445856771000288	0.055414322899971176	98	48	0.4897959183673469	Absent	NA	NA
GB105	Proto-Oceanic	0.5216122651297282	0.47838773487027175	98	48	0.4897959183673469	Half	0	Half
GB105	Proto-Polynesian	0.9465434095466576	0.05345659045334239	98	48	0.4897959183673469	Absent	NA	NA
GB107	Proto-Central Pacific	0.9764109117265092	0.023589088273490825	131	31	0.2366412213740458	Absent	NA	NA
GB107	Proto-Eastern Polynesian	0.9981379364550311	0.0018620635449688493	131	31	0.2366412213740458	Absent	NA	NA
GB107	Proto-Oceanic	0.9802001855401666	0.01979981445983339	131	31	0.2366412213740458	Absent	NA	NA
GB107	Proto-Polynesian	0.9928031131170361	0.007196886882963888	131	31	0.2366412213740458	Absent	NA	NA
GB108	Proto-Central Pacific	0.9600646555251932	0.03993534447480686	122	43	0.3524590163934426	Absent	NA	NA
GB108	Proto-Eastern Polynesian	0.9996375846302985	3.624153697014511e-4	122	43	0.3524590163934426	Absent	NA	NA
GB108	Proto-Oceanic	0.9839458887572572	0.01605411124274276	122	43	0.3524590163934426	Absent	NA	NA
GB108	Proto-Polynesian	0.9950597288484958	0.004940271151504248	122	43	0.3524590163934426	Absent	NA	NA
GB109	Proto-Central Pacific	0.8212771701923723	0.1787228298076276	99	11	0.1111111111111111	Absent	NA	NA
GB109	Proto-Eastern Polynesian	0.6109425130460031	0.38905748695399683	99	11	0.1111111111111111	Absent	NA	NA
GB109	Proto-Oceanic	0.8875582587849454	0.1124417412150546	99	11	0.1111111111111111	Absent	NA	NA
GB109	Proto-Polynesian	0.3901921835599956	0.6098078164400045	99	11	0.1111111111111111	Present	NA	NA
GB110	Proto-Central Pacific	NA	NA	100	0	0	NA	NA	NA
GB110	Proto-Eastern Polynesian	NA	NA	100	0	0	NA	NA	NA
GB110	Proto-Oceanic	NA	NA	100	0	0	NA	NA	NA
GB110	Proto-Polynesian	NA	NA	100	0	0	NA	NA	NA
GB111	Proto-Central Pacific	0.9922421033584004	0.007757896641599621	119	11	0.09243697478991597	Absent	NA	NA
GB111	Proto-Eastern Polynesian	0.9988120478564232	0.0011879521435768428	119	11	0.09243697478991597	Absent	NA	NA
GB111	Proto-Oceanic	0.9951387332158292	0.004861266784170748	119	11	0.09243697478991597	Absent	NA	NA
GB111	Proto-Polynesian	0.9976917942771952	0.002308205722804713	119	11	0.09243697478991597	Absent	NA	NA
GB113	Proto-Central Pacific	0.17726817680568902	0.822731823194311	123	22	0.17886178861788618	Present	1	True Positive
GB113	Proto-Eastern Polynesian	0.17645439103556723	0.8235456089644327	123	22	0.17886178861788618	Present	NA	NA
GB113	Proto-Oceanic	0.1808435399359301	0.81915646006407	123	22	0.17886178861788618	Present	1	True Positive
GB113	Proto-Polynesian	0.16945572207325477	0.8305442779267452	123	22	0.17886178861788618	Present	1	True Positive
GB114	Proto-Central Pacific	0.8595011959965343	0.14049880400346565	106	15	0.14150943396226415	Absent	NA	NA
GB114	Proto-Eastern Polynesian	0.8596865657408751	0.14031343425912488	106	15	0.14150943396226415	Absent	NA	NA
GB114	Proto-Oceanic	0.8595332006657449	0.1404667993342551	106	15	0.14150943396226415	Absent	NA	NA
GB114	Proto-Polynesian	0.8577600957636053	0.14223990423639463	106	15	0.14150943396226415	Absent	NA	NA
GB115	Proto-Central Pacific	0.2081401528449315	0.7918598471550685	112	41	0.36607142857142855	Present	1	True Positive
GB115	Proto-Eastern Polynesian	0.7312324368372581	0.26876756316274186	112	41	0.36607142857142855	Absent	NA	NA
GB115	Proto-Oceanic	0.20814942588441562	0.7918505741155843	112	41	0.36607142857142855	Present	1	True Positive
GB115	Proto-Polynesian	0.04790243366629947	0.9520975663337006	112	41	0.36607142857142855	Present	1	True Positive
GB116	Proto-Central Pacific	0.9999432130153724	5.678698462767679e-5	106	1	0.009433962264150943	Absent	NA	NA
GB116	Proto-Eastern Polynesian	0.9999996065847734	3.934152266644903e-7	106	1	0.009433962264150943	Absent	NA	NA
GB116	Proto-Oceanic	0.9999982479021712	1.7520978287739116e-6	106	1	0.009433962264150943	Absent	NA	NA
GB116	Proto-Polynesian	0.9999933404761292	6.659523870812311e-6	106	1	0.009433962264150943	Absent	NA	NA
GB117	Proto-Central Pacific	0.807479996566003	0.19252000343399694	113	22	0.19469026548672566	Absent	NA	NA
GB117	Proto-Eastern Polynesian	0.814000690465152	0.185999309534848	113	22	0.19469026548672566	Absent	NA	NA
GB117	Proto-Oceanic	0.8089876245886594	0.19101237541134064	113	22	0.19469026548672566	Absent	0	True Negative
GB117	Proto-Polynesian	0.7996133556068452	0.20038664439315482	113	22	0.19469026548672566	Absent	NA	NA
GB118	Proto-Central Pacific	0.21484789800050694	0.785152101999493	107	23	0.21495327102803738	Present	NA	NA
GB118	Proto-Eastern Polynesian	0.6836514899562546	0.3163485100437454	107	23	0.21495327102803738	Absent	NA	NA
GB118	Proto-Oceanic	0.12344457135858067	0.8765554286414193	107	23	0.21495327102803738	Present	NA	NA
GB118	Proto-Polynesian	0.1919507604629388	0.8080492395370612	107	23	0.21495327102803738	Present	NA	NA
GB119	Proto-Central Pacific	0.7850166664280023	0.21498333357199773	119	26	0.2184873949579832	Absent	NA	NA
GB119	Proto-Eastern Polynesian	0.8618149648128968	0.13818503518710318	119	26	0.2184873949579832	Absent	NA	NA
GB119	Proto-Oceanic	0.7734115114785203	0.22658848852147967	119	26	0.2184873949579832	Absent	NA	NA
GB119	Proto-Polynesian	0.8441409186985961	0.15585908130140386	119	26	0.2184873949579832	Absent	NA	NA
GB120	Proto-Central Pacific	0.7980654195077252	0.20193458049227475	120	27	0.225	Absent	NA	NA
GB120	Proto-Eastern Polynesian	0.9469314395563302	0.05306856044366979	120	27	0.225	Absent	NA	NA
GB120	Proto-Oceanic	0.7589221698607893	0.24107783013921072	120	27	0.225	Absent	NA	NA
GB120	Proto-Polynesian	0.9215650573521902	0.07843494264780985	120	27	0.225	Absent	NA	NA
GB121	Proto-Central Pacific	0.8679325150030263	0.1320674849969738	121	16	0.1322314049586777	Absent	NA	NA
GB121	Proto-Eastern Polynesian	0.8679407825755351	0.13205921742446491	121	16	0.1322314049586777	Absent	NA	NA
GB121	Proto-Oceanic	0.8679324881387179	0.13206751186128204	121	16	0.1322314049586777	Absent	0	True Negative
GB121	Proto-Polynesian	0.8679332260290376	0.13206677397096248	121	16	0.1322314049586777	Absent	NA	NA
GB122	Proto-Central Pacific	0.5219112005872459	0.47808879941275406	84	36	0.42857142857142855	Half	NA	NA
GB122	Proto-Eastern Polynesian	0.5829818915607187	0.4170181084392814	84	36	0.42857142857142855	Half	NA	NA
GB122	Proto-Oceanic	0.5647931981764043	0.4352068018235957	84	36	0.42857142857142855	Half	NA	NA
GB122	Proto-Polynesian	0.5219112005872459	0.47808879941275406	84	36	0.42857142857142855	Half	NA	NA
GB123	Proto-Central Pacific	NA	NA	54	9	0.16666666666666666	Not enough languages	NA	NA
GB123	Proto-Eastern Polynesian	NA	NA	54	9	0.16666666666666666	Not enough languages	NA	NA
GB123	Proto-Oceanic	NA	NA	54	9	0.16666666666666666	Not enough languages	NA	NA
GB123	Proto-Polynesian	NA	NA	54	9	0.16666666666666666	Not enough languages	NA	NA
GB124	Proto-Central Pacific	0.005652454131456075	0.9943475458685439	83	41	0.4939759036144578	Present	NA	NA
GB124	Proto-Eastern Polynesian	3.6216545095833693e-4	0.9996378345490416	83	41	0.4939759036144578	Present	NA	NA
GB124	Proto-Oceanic	0.33947186002051855	0.6605281399794815	83	41	0.4939759036144578	Present	NA	NA
GB124	Proto-Polynesian	0.0013847955698485822	0.9986152044301514	83	41	0.4939759036144578	Present	NA	NA
GB126	Proto-Central Pacific	0.3371708290978283	0.6628291709021716	104	35	0.33653846153846156	Present	NA	NA
GB126	Proto-Eastern Polynesian	0.3355409798668641	0.6644590201331358	104	35	0.33653846153846156	Present	NA	NA
GB126	Proto-Oceanic	0.33738135713291173	0.6626186428670883	104	35	0.33653846153846156	Present	NA	NA
GB126	Proto-Polynesian	0.3364036981023022	0.6635963018976978	104	35	0.33653846153846156	Present	NA	NA
GB127	Proto-Central Pacific	0.990551170818537	0.00944882918146296	82	5	0.06097560975609756	Absent	NA	NA
GB127	Proto-Eastern Polynesian	0.9999862937808209	1.370621917902055e-5	82	5	0.06097560975609756	Absent	NA	NA
GB127	Proto-Oceanic	0.9996422292755281	3.5777072447183526e-4	82	5	0.06097560975609756	Absent	NA	NA
GB127	Proto-Polynesian	0.9998626423656088	1.373576343912019e-4	82	5	0.06097560975609756	Absent	NA	NA
GB129	Proto-Central Pacific	0.9733377877982321	0.026662212201767902	119	3	0.025210084033613446	Absent	NA	NA
GB129	Proto-Eastern Polynesian	0.9730914962021197	0.026908503797880325	119	3	0.025210084033613446	Absent	NA	NA
GB129	Proto-Oceanic	0.9733386896778289	0.026661310322171144	119	3	0.025210084033613446	Absent	NA	NA
GB129	Proto-Polynesian	0.9730828230192314	0.02691717698076862	119	3	0.025210084033613446	Absent	NA	NA
GB130a	Proto-Central Pacific	0.4405098658598094	0.5594901341401907	126	32	0.25396825396825395	Half	0	Half
GB130a	Proto-Eastern Polynesian	0.9998987302067771	1.0126979322293542e-4	126	32	0.25396825396825395	Absent	NA	NA
GB130a	Proto-Oceanic	0.001802434017650006	0.99819756598235	126	32	0.25396825396825395	Present	NA	NA
GB130a	Proto-Polynesian	0.9219729095297391	0.07802709047026093	126	32	0.25396825396825395	Absent	0	True Negative
GB130b	Proto-Central Pacific	0.6038907055568021	0.3961092944431978	126	38	0.30158730158730157	Absent	1	False Negative
GB130b	Proto-Eastern Polynesian	4.140474778907559e-4	0.9995859525221092	126	38	0.30158730158730157	Present	NA	NA
GB130b	Proto-Oceanic	0.9911406968498457	0.008859303150154296	126	38	0.30158730158730157	Absent	NA	NA
GB130b	Proto-Polynesian	0.09063050916570049	0.9093694908342995	126	38	0.30158730158730157	Present	1	True Positive
GB131	Proto-Central Pacific	0.8634316927335288	0.13656830726647118	128	34	0.265625	Absent	1	False Negative
GB131	Proto-Eastern Polynesian	2.2024577961091337e-5	0.9999779754220389	128	34	0.265625	Present	NA	NA
GB131	Proto-Oceanic	0.9858175669129571	0.014182433087042883	128	34	0.265625	Absent	1	False Negative
GB131	Proto-Polynesian	0.09482083181391901	0.905179168186081	128	34	0.265625	Present	1	True Positive
GB132	Proto-Central Pacific	0.8845589544533685	0.11544104554663151	127	43	0.33858267716535434	Absent	0	True Negative
GB132	Proto-Eastern Polynesian	0.9997689453074	2.3105469259994087e-4	127	43	0.33858267716535434	Absent	NA	NA
GB132	Proto-Oceanic	0.9329032710414578	0.06709672895854225	127	43	0.33858267716535434	Absent	1	False Negative
GB132	Proto-Polynesian	0.9689696388613976	0.03103036113860236	127	43	0.33858267716535434	Absent	0	True Negative
GB133	Proto-Central Pacific	0.9994200808062879	5.799191937121341e-4	130	13	0.1	Absent	0	True Negative
GB133	Proto-Eastern Polynesian	0.9999850329862741	1.4967013725978483e-5	130	13	0.1	Absent	NA	NA
GB133	Proto-Oceanic	0.933221731339195	0.06677826866080501	130	13	0.1	Absent	1	False Negative
GB133	Proto-Polynesian	0.9999211799324733	7.882006752672935e-5	130	13	0.1	Absent	0	True Negative
GB134	Proto-Central Pacific	0.0293001672206157	0.9706998327793843	109	3	0.027522935779816515	Present	NA	NA
GB134	Proto-Eastern Polynesian	0.028774855525806147	0.9712251444741938	109	3	0.027522935779816515	Present	NA	NA
GB134	Proto-Oceanic	0.029291976162541727	0.9707080238374582	109	3	0.027522935779816515	Present	NA	NA
GB134	Proto-Polynesian	0.030539934085215707	0.9694600659147843	109	3	0.027522935779816515	Present	NA	NA
GB135	Proto-Central Pacific	0.040221275886849754	0.9597787241131502	96	4	0.041666666666666664	Present	NA	NA
GB135	Proto-Eastern Polynesian	0.03577269294556811	0.9642273070544319	96	4	0.041666666666666664	Present	NA	NA
GB135	Proto-Oceanic	0.042143151544654776	0.9578568484553452	96	4	0.041666666666666664	Present	NA	NA
GB135	Proto-Polynesian	0.0365398248281117	0.9634601751718883	96	4	0.041666666666666664	Present	NA	NA
GB136	Proto-Central Pacific	0.4558682606840077	0.5441317393159923	117	34	0.2905982905982906	Half	NA	NA
GB136	Proto-Eastern Polynesian	0.49886363077887463	0.5011363692211254	117	34	0.2905982905982906	Half	NA	NA
GB136	Proto-Oceanic	0.37905671370371585	0.6209432862962841	117	34	0.2905982905982906	Present	NA	NA
GB136	Proto-Polynesian	0.6920289607973137	0.3079710392026863	117	34	0.2905982905982906	Absent	NA	NA
GB137	Proto-Central Pacific	0.9727180231767864	0.027281976823213695	126	26	0.20634920634920634	Absent	NA	NA
GB137	Proto-Eastern Polynesian	0.9995220083167631	4.779916832369065e-4	126	26	0.20634920634920634	Absent	NA	NA
GB137	Proto-Oceanic	0.893234667046547	0.10676533295345302	126	26	0.20634920634920634	Absent	NA	NA
GB137	Proto-Polynesian	0.9944200401427358	0.0055799598572642125	126	26	0.20634920634920634	Absent	NA	NA
GB138	Proto-Central Pacific	0.6288995472537169	0.3711004527462831	127	47	0.3700787401574803	Absent	NA	NA
GB138	Proto-Eastern Polynesian	0.6269958900418262	0.3730041099581738	127	47	0.3700787401574803	Absent	NA	NA
GB138	Proto-Oceanic	0.6289470337407935	0.3710529662592064	127	47	0.3700787401574803	Absent	NA	NA
GB138	Proto-Polynesian	0.6285003929458551	0.3714996070541449	127	47	0.3700787401574803	Absent	NA	NA
GB139	Proto-Central Pacific	0.11544349988258953	0.8845565001174105	113	26	0.23008849557522124	Present	NA	NA
GB139	Proto-Eastern Polynesian	0.028561784730568952	0.9714382152694311	113	26	0.23008849557522124	Present	NA	NA
GB139	Proto-Oceanic	0.13852703920856582	0.8614729607914342	113	26	0.23008849557522124	Present	NA	NA
GB139	Proto-Polynesian	0.03225150740912356	0.9677484925908765	113	26	0.23008849557522124	Present	1	True Positive
GB140	Proto-Central Pacific	0.5232036320727564	0.4767963679272435	86	41	0.47674418604651164	Half	NA	NA
GB140	Proto-Eastern Polynesian	0.5233473913059943	0.4766526086940057	86	41	0.47674418604651164	Half	0	Half
GB140	Proto-Oceanic	0.5231943935475186	0.47680560645248143	86	41	0.47674418604651164	Half	0	Half
GB140	Proto-Polynesian	0.5232797933362332	0.4767202066637668	86	41	0.47674418604651164	Half	NA	NA
GB146	Proto-Central Pacific	0.967813555251162	0.03218644474883798	69	20	0.2898550724637681	Absent	NA	NA
GB146	Proto-Eastern Polynesian	0.9915890578164392	0.008410942183560727	69	20	0.2898550724637681	Absent	NA	NA
GB146	Proto-Oceanic	0.9654052211439946	0.03459477885600532	69	20	0.2898550724637681	Absent	NA	NA
GB146	Proto-Polynesian	0.9927618816876455	0.007238118312354555	69	20	0.2898550724637681	Absent	NA	NA
GB147	Proto-Central Pacific	0.6831769390089828	0.31682306099101726	110	34	0.3090909090909091	Absent	NA	NA
GB147	Proto-Eastern Polynesian	0.17918386544577208	0.8208161345542279	110	34	0.3090909090909091	Present	1	True Positive
GB147	Proto-Oceanic	0.7663356311311235	0.23366436886887654	110	34	0.3090909090909091	Absent	0	True Negative
GB147	Proto-Polynesian	0.6158111459154956	0.3841888540845044	110	34	0.3090909090909091	Absent	1	False Negative
GB148	Proto-Central Pacific	0.9470846894425508	0.05291531055744925	94	15	0.1595744680851064	Absent	NA	NA
GB148	Proto-Eastern Polynesian	0.9967722691046063	0.0032277308953937117	94	15	0.1595744680851064	Absent	NA	NA
GB148	Proto-Oceanic	0.9942280187042075	0.005771981295792469	94	15	0.1595744680851064	Absent	NA	NA
GB148	Proto-Polynesian	0.9938979710142228	0.006102028985777138	94	15	0.1595744680851064	Absent	NA	NA
GB149	Proto-Central Pacific	NA	NA	114	0	0	NA	NA	NA
GB149	Proto-Eastern Polynesian	NA	NA	114	0	0	NA	NA	NA
GB149	Proto-Oceanic	NA	NA	114	0	0	NA	NA	NA
GB149	Proto-Polynesian	NA	NA	114	0	0	NA	NA	NA
GB150	Proto-Central Pacific	0.9179155594469927	0.08208444055300734	89	12	0.1348314606741573	Absent	NA	NA
GB150	Proto-Eastern Polynesian	0.992333799523214	0.007666200476786048	89	12	0.1348314606741573	Absent	NA	NA
GB150	Proto-Oceanic	0.9111104627220331	0.08888953727796685	89	12	0.1348314606741573	Absent	NA	NA
GB150	Proto-Polynesian	0.9649685930419051	0.035031406958094896	89	12	0.1348314606741573	Absent	NA	NA
GB151	Proto-Central Pacific	0.9906412829715191	0.009358717028480908	113	7	0.061946902654867256	Absent	NA	NA
GB151	Proto-Eastern Polynesian	0.9992691034659181	7.308965340818397e-4	113	7	0.061946902654867256	Absent	NA	NA
GB151	Proto-Oceanic	0.9968855107872918	0.003114489212708119	113	7	0.061946902654867256	Absent	NA	NA
GB151	Proto-Polynesian	0.9984962888043352	0.0015037111956648216	113	7	0.061946902654867256	Absent	NA	NA
GB152	Proto-Central Pacific	0.8349453329714158	0.16505466702858418	103	17	0.1650485436893204	Absent	NA	NA
GB152	Proto-Eastern Polynesian	0.834945337215408	0.16505466278459205	103	17	0.1650485436893204	Absent	NA	NA
GB152	Proto-Oceanic	0.8349453329714152	0.16505466702858484	103	17	0.1650485436893204	Absent	NA	NA
GB152	Proto-Polynesian	0.8349453329810811	0.16505466701891885	103	17	0.1650485436893204	Absent	NA	NA
GB155	Proto-Central Pacific	0.007189508196132708	0.9928104918038673	125	26	0.208	Present	1	True Positive
GB155	Proto-Eastern Polynesian	7.051167925027533e-5	0.9999294883207497	125	26	0.208	Present	NA	NA
GB155	Proto-Oceanic	0.016178816472299653	0.9838211835277003	125	26	0.208	Present	1	True Positive
GB155	Proto-Polynesian	0.0015907853388461403	0.9984092146611538	125	26	0.208	Present	NA	NA
GB156	Proto-Central Pacific	0.970399930962354	0.02960006903764605	106	3	0.02830188679245283	Absent	NA	NA
GB156	Proto-Eastern Polynesian	0.9704040361669909	0.02959596383300911	106	3	0.02830188679245283	Absent	NA	NA
GB156	Proto-Oceanic	0.9703999342493916	0.029600065750608383	106	3	0.02830188679245283	Absent	NA	NA
GB156	Proto-Polynesian	0.9703993658601485	0.029600634139851423	106	3	0.02830188679245283	Absent	NA	NA
GB158	Proto-Central Pacific	0.003314117571352595	0.9966858824286474	126	12	0.09523809523809523	Present	NA	NA
GB158	Proto-Eastern Polynesian	1.1085921594735644e-4	0.9998891407840527	126	12	0.09523809523809523	Present	NA	NA
GB158	Proto-Oceanic	0.0018593134916339	0.9981406865083661	126	12	0.09523809523809523	Present	1	True Positive
GB158	Proto-Polynesian	5.067306394242291e-4	0.9994932693605758	126	12	0.09523809523809523	Present	NA	NA
GB159	Proto-Central Pacific	0.35192444432065384	0.6480755556793462	100	36	0.36	Present	NA	NA
GB159	Proto-Eastern Polynesian	0.006377509065732415	0.9936224909342676	100	36	0.36	Present	NA	NA
GB159	Proto-Oceanic	0.5009479910667394	0.4990520089332607	100	36	0.36	Half	1	Half
GB159	Proto-Polynesian	0.018907167617723618	0.9810928323822764	100	36	0.36	Present	NA	NA
GB160	Proto-Central Pacific	0.5494217755948292	0.45057822440517087	86	40	0.46511627906976744	Half	NA	NA
GB160	Proto-Eastern Polynesian	0.9601990689445754	0.03980093105542461	86	40	0.46511627906976744	Absent	NA	NA
GB160	Proto-Oceanic	0.449933208069014	0.5500667919309861	86	40	0.46511627906976744	Half	NA	NA
GB160	Proto-Polynesian	0.9137070897009989	0.08629291029900106	86	40	0.46511627906976744	Absent	NA	NA
GB165	Proto-Central Pacific	0.981198286071416	0.018801713928583992	121	2	0.01652892561983471	Absent	NA	NA
GB165	Proto-Eastern Polynesian	0.981321991772837	0.01867800822716305	121	2	0.01652892561983471	Absent	NA	NA
GB165	Proto-Oceanic	0.9811860667390513	0.01881393326094872	121	2	0.01652892561983471	Absent	NA	NA
GB165	Proto-Polynesian	0.9812192404883603	0.01878075951163975	121	2	0.01652892561983471	Absent	NA	NA
GB166	Proto-Central Pacific	0.9989918968994649	0.001008103100535071	122	3	0.02459016393442623	Absent	NA	NA
GB166	Proto-Eastern Polynesian	0.9992058346639128	7.941653360872388e-4	122	3	0.02459016393442623	Absent	NA	NA
GB166	Proto-Oceanic	0.9991119749482471	8.880250517529249e-4	122	3	0.02459016393442623	Absent	NA	NA
GB166	Proto-Polynesian	0.9991575827842205	8.424172157794521e-4	122	3	0.02459016393442623	Absent	NA	NA
GB167	Proto-Central Pacific	NA	NA	95	0	0	NA	NA	NA
GB167	Proto-Eastern Polynesian	NA	NA	95	0	0	NA	NA	NA
GB167	Proto-Oceanic	NA	NA	95	0	0	NA	NA	NA
GB167	Proto-Polynesian	NA	NA	95	0	0	NA	NA	NA
GB170	Proto-Central Pacific	0.988246292930593	0.011753707069407086	120	2	0.016666666666666666	Absent	NA	NA
GB170	Proto-Eastern Polynesian	0.9996487425120633	3.512574879366861e-4	120	2	0.016666666666666666	Absent	NA	NA
GB170	Proto-Oceanic	0.9995890269231044	4.1097307689559365e-4	120	2	0.016666666666666666	Absent	0	True Negative
GB170	Proto-Polynesian	0.9995708051916852	4.2919480831480787e-4	120	2	0.016666666666666666	Absent	NA	NA
GB171	Proto-Central Pacific	0.9974600663464149	0.0025399336535850254	119	3	0.025210084033613446	Absent	NA	NA
GB171	Proto-Eastern Polynesian	0.9993989168071328	6.010831928672166e-4	119	3	0.025210084033613446	Absent	NA	NA
GB171	Proto-Oceanic	0.9984291797604629	0.0015708202395371385	119	3	0.025210084033613446	Absent	0	True Negative
GB171	Proto-Polynesian	0.9991700642342871	8.299357657129046e-4	119	3	0.025210084033613446	Absent	NA	NA
GB172	Proto-Central Pacific	0.997163372135867	0.0028366278641330043	124	10	0.08064516129032258	Absent	NA	NA
GB172	Proto-Eastern Polynesian	0.9983203529397702	0.0016796470602298095	124	10	0.08064516129032258	Absent	NA	NA
GB172	Proto-Oceanic	0.9971231970444802	0.0028768029555198862	124	10	0.08064516129032258	Absent	0	True Negative
GB172	Proto-Polynesian	0.9977475996680124	0.002252400331987615	124	10	0.08064516129032258	Absent	NA	NA
GB177	Proto-Central Pacific	0.9480710849990329	0.0519289150009671	104	10	0.09615384615384616	Absent	NA	NA
GB177	Proto-Eastern Polynesian	0.9957242585907033	0.004275741409296632	104	10	0.09615384615384616	Absent	NA	NA
GB177	Proto-Oceanic	0.9208126530505214	0.07918734694947861	104	10	0.09615384615384616	Absent	NA	NA
GB177	Proto-Polynesian	0.9896029112166229	0.010397088783377044	104	10	0.09615384615384616	Absent	NA	NA
GB184	Proto-Central Pacific	0.7296490043296767	0.2703509956703232	111	30	0.2702702702702703	Absent	NA	NA
GB184	Proto-Eastern Polynesian	0.7296692449875516	0.2703307550124484	111	30	0.2702702702702703	Absent	NA	NA
GB184	Proto-Oceanic	0.7296490056454487	0.2703509943545514	111	30	0.2702702702702703	Absent	NA	NA
GB184	Proto-Polynesian	0.7296466723489917	0.2703533276510083	111	30	0.2702702702702703	Absent	NA	NA
GB185	Proto-Central Pacific	0.6775484434850756	0.32245155651492446	114	45	0.39473684210526316	Absent	NA	NA
GB185	Proto-Eastern Polynesian	0.8569902382446828	0.14300976175531718	114	45	0.39473684210526316	Absent	NA	NA
GB185	Proto-Oceanic	0.6941858669716604	0.30581413302833954	114	45	0.39473684210526316	Absent	NA	NA
GB185	Proto-Polynesian	0.7844280014038075	0.21557199859619247	114	45	0.39473684210526316	Absent	NA	NA
GB186	Proto-Central Pacific	0.5299280878464135	0.4700719121535864	118	44	0.3728813559322034	Half	NA	NA
GB186	Proto-Eastern Polynesian	0.13181647016873102	0.868183529831269	118	44	0.3728813559322034	Present	NA	NA
GB186	Proto-Oceanic	0.7458372135399118	0.25416278646008816	118	44	0.3728813559322034	Absent	NA	NA
GB186	Proto-Polynesian	0.04631245199655755	0.9536875480034425	118	44	0.3728813559322034	Present	NA	NA
GB187	Proto-Central Pacific	0.8651888711765573	0.1348111288234427	70	9	0.12857142857142856	Absent	NA	NA
GB187	Proto-Eastern Polynesian	0.7814062216940363	0.2185937783059637	70	9	0.12857142857142856	Absent	NA	NA
GB187	Proto-Oceanic	0.8779599587012048	0.12204004129879514	70	9	0.12857142857142856	Absent	NA	NA
GB187	Proto-Polynesian	0.7918934587993964	0.2081065412006036	70	9	0.12857142857142856	Absent	NA	NA
GB188	Proto-Central Pacific	0.9435948146233586	0.05640518537664136	72	4	0.05555555555555555	Absent	NA	NA
GB188	Proto-Eastern Polynesian	0.9435948397976373	0.05640516020236271	72	4	0.05555555555555555	Absent	NA	NA
GB188	Proto-Oceanic	0.9435948146490044	0.05640518535099553	72	4	0.05555555555555555	Absent	NA	NA
GB188	Proto-Polynesian	0.9435948146233586	0.05640518537664136	72	4	0.05555555555555555	Absent	NA	NA
GB192	Proto-Central Pacific	0.9970644945904742	0.0029355054095258223	123	1	0.008130081300813009	Absent	NA	NA
GB192	Proto-Eastern Polynesian	0.9999428316325114	5.71683674885774e-5	123	1	0.008130081300813009	Absent	NA	NA
GB192	Proto-Oceanic	0.9991504634617879	8.495365382120634e-4	123	1	0.008130081300813009	Absent	0	True Negative
GB192	Proto-Polynesian	0.9995856811264332	4.1431887356675024e-4	123	1	0.008130081300813009	Absent	NA	NA
GB193a	Proto-Central Pacific	0.7925491294637316	0.2074508705362684	126	26	0.20634920634920634	Absent	NA	NA
GB193a	Proto-Eastern Polynesian	0.7924105700310258	0.2075894299689742	126	26	0.20634920634920634	Absent	NA	NA
GB193a	Proto-Oceanic	0.7925495682568562	0.20745043174314384	126	26	0.20634920634920634	Absent	0	True Negative
GB193a	Proto-Polynesian	0.7924981320675057	0.20750186793249423	126	26	0.20634920634920634	Absent	0	True Negative
GB193b	Proto-Central Pacific	0.0025716822155560687	0.997428317784444	126	7	0.05555555555555555	Present	NA	NA
GB193b	Proto-Eastern Polynesian	0.0013671655189946565	0.9986328344810054	126	7	0.05555555555555555	Present	NA	NA
GB193b	Proto-Oceanic	0.0018539333134565345	0.9981460666865435	126	7	0.05555555555555555	Present	1	True Positive
GB193b	Proto-Polynesian	0.0017046431067127524	0.9982953568932873	126	7	0.05555555555555555	Present	1	True Positive
GB196	Proto-Central Pacific	NA	NA	127	0	0	NA	NA	NA
GB196	Proto-Eastern Polynesian	NA	NA	127	0	0	NA	NA	NA
GB196	Proto-Oceanic	NA	NA	127	0	0	NA	NA	NA
GB196	Proto-Polynesian	NA	NA	127	0	0	NA	NA	NA
GB197	Proto-Central Pacific	NA	NA	127	0	0	NA	NA	NA
GB197	Proto-Eastern Polynesian	NA	NA	127	0	0	NA	NA	NA
GB197	Proto-Oceanic	NA	NA	127	0	0	NA	NA	NA
GB197	Proto-Polynesian	NA	NA	127	0	0	NA	NA	NA
GB198	Proto-Central Pacific	0.9956081549696364	0.004391845030363555	120	5	0.041666666666666664	Absent	NA	NA
GB198	Proto-Eastern Polynesian	0.9986965158909943	0.0013034841090056957	120	5	0.041666666666666664	Absent	NA	NA
GB198	Proto-Oceanic	0.9981082044288565	0.001891795571143517	120	5	0.041666666666666664	Absent	0	True Negative
